ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1976,1976-09-12,1,23.192,MIN,@,NOR,W 40-9,0,0,,0,0,0,,0,4,60,15.00,0
2,1976,1976-09-19,2,23.199,MIN,,RAM,T 10-10,0,0,,0,1,14,14.00,0,2,10,5.00,0
3,1976,1976-09-26,3,23.206,MIN,@,DET,W 10-9,0,0,,0,0,0,,0,2,26,13.00,0
4,1976,1976-10-04,4,23.214,MIN,,PIT,W 17-6,0,0,,0,2,47,23.50,0,0,0,,0
5,1976,1976-10-10,5,23.220,MIN,,CHI,W 20-19,0,0,,0,1,15,15.00,0,2,19,9.50,0
6,1976,1976-10-17,6,23.227,MIN,,NYG,W 24-7,0,0,,0,1,22,22.00,0,5,16,3.20,0
7,1976,1976-10-24,7,23.234,MIN,@,PHI,W 31-12,0,0,,0,3,71,23.67,0,0,0,,0
8,1976,1976-10-31,8,23.241,MIN,@,CHI,L 13-14,0,0,,0,2,48,24.00,0,1,0,0.00,0
9,1976,1976-11-07,9,23.248,MIN,,DET,W 31-23,0,0,,0,2,34,17.00,0,3,9,3.00,0
10,1976,1976-11-14,10,23.255,MIN,,SEA,W 27-21,0,0,,0,3,78,26.00,0,0,0,,0
11,1976,1976-11-21,11,23.262,MIN,@,GNB,W 17-10,0,0,,0,2,38,19.00,0,3,4,1.33,0
12,1976,1976-11-29,12,23.270,MIN,@,SFO,L 16-20,0,0,,0,4,87,21.75,0,4,21,5.25,0
13,1976,1976-12-05,13,23.276,MIN,,GNB,W 20-9,0,0,,0,2,41,20.50,0,2,5,2.50,0
14,1976,1976-12-11,14,23.282,MIN,@,MIA,W 29-7,0,0,,0,1,57,57.00,0,2,37,18.50,0
15,1977,1977-10-02,3,24.212,NOR,@,CHI,W 42-24,,,,,,,,,,,,
16,1977,1977-10-09,4,24.219,NOR,,SDG,L 0-14,0,0,,0,1,17,17.00,0,0,0,,0
17,1977,1977-10-16,5,24.226,NOR,@,RAM,L 7-14,0,0,,0,2,47,23.50,0,0,0,,0
18,1977,1977-10-23,6,24.233,NOR,@,STL,L 31-49,0,0,,0,1,17,17.00,0,0,0,,0
19,1977,1977-10-30,7,24.240,NOR,,RAM,W 27-26,0,0,,0,4,67,16.75,0,0,0,,0
20,1977,1977-11-06,8,24.247,NOR,@,PHI,L 7-28,,,,,,,,,,,,
21,1977,1977-11-13,9,24.254,NOR,,SFO,L 7-10,,,,,,,,,,,,
22,1977,1977-11-28,11,24.269,BUF,@,OAK,L 13-34,,,,,,,,,,,,
23,1977,1977-12-04,12,24.275,BUF,,WAS,L 0-10,,,,,,,,,,,,
24,1977,1977-12-11,13,24.282,BUF,@,NYJ,W 14-10,0,0,,0,0,0,,0,1,0,0.00,0
25,1977,1977-12-17,14,24.288,BUF,@,MIA,L 14-31,,,,,,,,,,,,
26,1978,1978-09-03,1,25.183,BUF,,PIT,L 17-28,0,0,,0,1,0,0.00,0,0,0,,0
27,1978,1978-09-10,2,25.190,BUF,,NYJ,L 20-21,1,18,18.00,0,0,0,,0,0,0,,0
28,1978,1978-09-17,3,25.197,BUF,@,MIA,L 24-31,,,,,,,,,,,,
29,1978,1978-09-24,4,25.204,BUF,,BAL,W 24-17,1,23,23.00,0,0,0,,0,0,0,,0
30,1979,1979-09-02,1,26.182,BUF,,MIA,L 7-9,,,,,,,,,,,,
31,1979,1979-11-11,11,26.252,BUF,@,NYJ,W 14-12,,,,,,,,,,,,
32,1979,1979-11-18,12,26.259,BUF,,GNB,W 19-12,,,,,,,,,,,,
33,1979,1979-11-25,13,26.266,BUF,@,NWE,W 16-13,,,,,,,,,,,,
34,1979,1979-12-02,14,26.273,BUF,,DEN,L 16-19,0,0,,0,1,10,10.00,0,0,0,,0
35,1979,1979-12-09,15,26.280,BUF,@,MIN,L 3-10,0,0,,0,2,49,24.50,0,0,0,,0
36,1979,1979-12-16,16,26.287,BUF,@,PIT,L 0-28,0,0,,0,1,33,33.00,0,0,0,,0
