ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
60,2000,2000-10-16,7,27.268,JAX,@,TEN,L 13-27,,0,0,0,,0,0.0%,,2,43,21.50,0,0,0,,0,0,0
61,2000,2000-10-22,8,27.274,JAX,,WAS,L 16-35,,2,0,0,,0,0.0%,0.00,1,27,27.00,0,1,6,6.00,0,0,0
62,2000,2000-10-29,9,27.281,JAX,@,DAL,W 23-17,,0,,,,,0.0%,,,,,,,,,,,
63,2000,2000-11-12,10,27.295,JAX,,SEA,L 21-28,,0,0,0,,0,0.0%,,0,0,,0,2,14,7.00,0,0,0
64,2000,2000-11-19,11,27.302,JAX,@,PIT,W 34-24,,0,0,0,,0,0.0%,,0,0,,0,2,7,3.50,0,0,0
65,2000,2000-11-26,12,27.309,JAX,,TEN,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,3,13,4.33,0,0,0
66,2000,2000-12-03,13,27.316,JAX,,CLE,W 48-0,,0,0,0,,0,0.0%,,0,0,,0,6,64,10.67,0,0,0
67,2000,2000-12-10,14,27.323,JAX,,ARI,W 44-10,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0
68,2000,2000-12-17,15,27.330,JAX,@,CIN,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,2,6,3.00,0,0,0
69,2000,2000-12-23,16,27.336,JAX,@,NYG,L 25-28,,2,1,28,28.00,0,50.0%,14.00,0,0,,0,1,0,0.00,0,0,0
70,2002,2002-10-27,8,29.278,TAM,@,CAR,W 12-9,*,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
71,2002,2002-11-03,9,29.285,TAM,,MIN,W 38-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
72,2003,2003-09-21,3,30.242,TAM,@,ATL,W 31-10,,,,,,,0.0%,,,,,,,,,,,
73,2003,2003-10-06,4,30.257,TAM,,IND,L 35-38,,2,2,14,7.00,1,100.0%,7.00,1,30,30.00,0,0,0,,0,1,6
74,2003,2003-10-12,5,30.263,TAM,@,WAS,W 35-13,,,,,,,0.0%,,,,,,,,,,,
75,2003,2003-11-02,8,30.284,TAM,,NOR,L 14-17,,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,,0,0,0
76,2003,2003-11-09,9,30.291,TAM,@,CAR,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,0,0
77,2003,2003-11-16,10,30.298,TAM,,GNB,L 13-20,,0,0,0,,0,0.0%,,5,110,22.00,0,1,0,0.00,0,0,0
78,2003,2003-11-24,11,30.306,TAM,,NYG,W 19-13,,1,1,13,13.00,0,100.0%,13.00,1,18,18.00,0,2,16,8.00,0,0,0
79,2003,2003-11-30,12,30.312,TAM,@,JAX,L 10-17,,2,0,0,,0,0.0%,0.00,1,21,21.00,0,1,1,1.00,0,0,0
80,2003,2003-12-07,13,30.319,TAM,@,NOR,W 14-7,,0,0,0,,0,0.0%,,1,20,20.00,0,2,5,2.50,0,0,0
81,2003,2003-12-14,14,30.326,TAM,,HOU,W 16-3,,0,0,0,,0,0.0%,,0,0,,0,5,36,7.20,0,0,0
82,2003,2003-12-20,15,30.332,TAM,,ATL,L 28-30,,0,,,,,0.0%,,,,,,,,,,,
