ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-10-13,7,23.265,JAX,,NYJ,W 21-17,,,,,,,0.0%,,,,,,,,,,,
2,1996,1996-10-27,9,23.279,JAX,@,CIN,L 21-28,,,,,,,0.0%,,,,,,,,,,,
3,1996,1996-11-24,12,23.307,NWE,,IND,W 27-13,,,,,,,0.0%,,,,,,,,,,,
4,1996,1996-12-01,13,23.314,JAX,,CIN,W 30-27,,,,,,,0.0%,,,,,,,,,,,
5,1996,1996-12-08,14,23.321,JAX,@,HOU,W 23-17,,,,,,,0.0%,,,,,,,,,,,
6,1996,1996-12-15,15,23.328,JAX,,SEA,W 20-13,,,,,,,0.0%,,,,,,,,,,,
7,1996,1996-12-22,16,23.335,JAX,,ATL,W 19-17,,,,,,,0.0%,,,,,,,,,,,
8,1997,1997-08-31,1,24.221,JAX,@,BAL,W 28-27,,0,0,0,,0,0.0%,,0,0,,0,2,6,3.00,0,0,0
9,1997,1997-09-07,2,24.228,JAX,,NYG,W 40-13,,1,0,0,,0,0.0%,0.00,0,0,,0,5,52,10.40,0,0,0
10,1997,1997-09-22,3,24.243,JAX,,PIT,W 30-21,,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
11,1997,1997-09-28,4,24.249,JAX,@,WAS,L 12-24,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
12,1997,1997-10-05,5,24.256,JAX,,CIN,W 21-13,,1,0,0,,0,0.0%,0.00,0,0,,0,3,10,3.33,0,0,0
13,1997,1997-10-12,6,24.263,JAX,,PHI,W 38-21,,0,0,0,,0,0.0%,,1,22,22.00,0,3,25,8.33,0,0,0
14,1997,1997-10-19,7,24.270,JAX,@,DAL,L 22-26,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
15,1997,1997-10-26,8,24.277,JAX,@,PIT,L 17-23,,1,1,29,29.00,0,100.0%,29.00,0,0,,0,2,2,1.00,0,0,0
16,1997,1997-11-02,9,24.284,JAX,@,TEN,W 30-24,,0,0,0,,0,0.0%,,0,0,,0,3,76,25.33,0,0,0
17,1997,1997-11-09,10,24.291,JAX,,KAN,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,2,16,8.00,0,0,0
18,1997,1997-11-16,11,24.298,JAX,,TEN,W 17-9,,0,0,0,,0,0.0%,,0,0,,0,3,44,14.67,0,0,0
19,1997,1997-11-23,12,24.305,JAX,@,CIN,L 26-31,,0,0,0,,0,0.0%,,0,0,,0,3,79,26.33,0,0,0
20,1997,1997-11-30,13,24.312,JAX,,BAL,W 29-27,,1,0,0,,0,0.0%,0.00,2,45,22.50,0,4,43,10.75,0,0,0
21,1997,1997-12-07,14,24.319,JAX,,NWE,L 20-26,,0,0,0,,0,0.0%,,5,157,31.40,1,2,22,11.00,0,1,6
22,1997,1997-12-14,15,24.326,JAX,@,BUF,W 20-14,,0,0,0,,0,0.0%,,1,21,21.00,0,1,13,13.00,0,0,0
23,1997,1997-12-21,16,24.333,JAX,@,OAK,W 20-9,,1,1,12,12.00,0,100.0%,12.00,1,22,22.00,0,2,12,6.00,0,0,0
24,1998,1998-09-06,1,25.227,JAX,@,CHI,W 24-23,,0,0,0,,0,0.0%,,1,21,21.00,0,3,24,8.00,0,0,0
25,1998,1998-09-13,2,25.234,JAX,,KAN,W 21-16,,2,1,17,17.00,0,50.0%,8.50,1,19,19.00,0,3,134,44.67,1,1,6
26,1998,1998-09-20,3,25.241,JAX,,BAL,W 24-10,,1,1,22,22.00,0,100.0%,22.00,1,16,16.00,0,6,81,13.50,0,0,0
27,1998,1998-09-27,4,25.248,JAX,@,TEN,W 27-22,,1,0,0,,0,0.0%,0.00,2,48,24.00,0,2,7,3.50,0,0,0
28,1998,1998-10-12,5,25.263,JAX,,MIA,W 28-21,,6,4,50,12.50,0,66.7%,8.33,2,50,25.00,0,2,12,6.00,0,0,0
29,1998,1998-10-18,6,25.269,JAX,@,BUF,L 16-17,,2,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,0,0
30,1998,1998-10-25,7,25.276,JAX,@,DEN,L 24-37,,1,1,20,20.00,0,100.0%,20.00,6,206,34.33,0,1,1,1.00,0,0,0
31,1998,1998-11-01,8,25.283,JAX,@,BAL,W 45-19,,2,1,12,12.00,0,50.0%,6.00,1,27,27.00,0,2,6,3.00,0,0,0
32,1998,1998-11-08,9,25.290,JAX,,CIN,W 24-11,,3,0,0,,0,0.0%,0.00,0,0,,0,3,50,16.67,0,0,0
33,1998,1998-11-15,10,25.297,JAX,,TAM,W 29-24,,1,1,11,11.00,0,100.0%,11.00,2,31,15.50,0,4,19,4.75,0,0,0
34,1998,1998-11-22,11,25.304,JAX,@,PIT,L 15-30,,3,1,31,31.00,0,33.3%,10.33,3,57,19.00,0,2,35,17.50,0,0,0
35,1998,1998-11-29,12,25.311,JAX,@,CIN,W 34-17,,1,0,0,,0,0.0%,0.00,1,18,18.00,0,3,69,23.00,0,0,0
36,1998,1998-12-06,13,25.318,JAX,,DET,W 37-22,,1,0,0,,0,0.0%,0.00,2,40,20.00,0,2,26,13.00,0,0,0
37,1998,1998-12-13,14,25.325,JAX,,TEN,L 13-16,,1,0,0,,0,0.0%,0.00,3,75,25.00,0,4,46,11.50,0,0,0
38,1998,1998-12-20,15,25.332,JAX,@,MIN,L 10-50,,1,1,5,5.00,0,100.0%,5.00,4,120,30.00,0,3,27,9.00,0,0,0
39,1998,1998-12-28,16,25.340,JAX,,PIT,W 21-3,,0,0,0,,0,0.0%,,1,19,19.00,0,2,18,9.00,0,0,0
40,1999,1999-09-12,1,26.233,JAX,,SFO,W 41-3,,3,2,41,20.50,0,66.7%,13.67,0,0,,0,4,47,11.75,0,0,0
41,1999,1999-09-19,2,26.240,JAX,@,CAR,W 22-20,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,2,2,1.00,0,0,0
42,1999,1999-09-26,3,26.247,JAX,,TEN,L 19-20,,2,0,0,,0,0.0%,0.00,1,14,14.00,0,2,14,7.00,0,0,0
43,1999,1999-10-03,4,26.254,JAX,@,PIT,W 17-3,,0,0,0,,0,0.0%,,1,56,56.00,0,4,47,11.75,0,0,0
44,1999,1999-10-11,5,26.262,JAX,@,NYJ,W 16-6,,0,1,31,31.00,0,,,3,61,20.33,0,4,25,6.25,0,0,0
45,1999,1999-10-17,6,26.268,JAX,,CLE,W 24-7,,0,0,0,,0,0.0%,,0,0,,0,2,21,10.50,0,0,0
46,1999,1999-10-31,7,26.282,JAX,@,CIN,W 41-10,,1,1,11,11.00,0,100.0%,11.00,2,41,20.50,0,2,14,7.00,0,0,0
47,1999,1999-11-07,8,26.289,JAX,@,ATL,W 30-7,,1,1,20,20.00,0,100.0%,20.00,1,13,13.00,0,3,9,3.00,0,0,0
48,1999,1999-11-14,9,26.296,JAX,,BAL,W 6-3,,2,1,7,7.00,0,50.0%,3.50,1,24,24.00,0,6,73,12.17,0,0,0
49,1999,1999-11-21,10,26.303,JAX,,NOR,W 41-23,*,3,2,30,15.00,0,66.7%,10.00,3,68,22.67,0,2,80,40.00,1,1,6
50,1999,1999-11-28,11,26.310,JAX,@,BAL,W 30-23,*,3,1,11,11.00,0,33.3%,3.67,2,39,19.50,0,1,7,7.00,0,0,0
51,1999,1999-12-02,12,26.314,JAX,,PIT,W 20-6,,5,4,31,7.75,0,80.0%,6.20,2,25,12.50,0,1,12,12.00,0,0,0
52,1999,1999-12-13,13,26.325,JAX,,DEN,W 27-24,,4,2,19,9.50,0,50.0%,4.75,3,55,18.33,0,2,33,16.50,0,0,0
53,1999,2000-01-02,16,26.345,JAX,,CIN,W 24-7,,0,0,0,,0,0.0%,,0,0,,0,3,30,10.00,0,0,0
54,2000,2000-09-03,1,27.225,JAX,@,CLE,W 27-7,,0,0,0,,0,0.0%,,1,24,24.00,0,3,17,5.67,0,0,0
55,2000,2000-09-10,2,27.232,JAX,@,BAL,L 36-39,,0,0,0,,0,0.0%,,3,58,19.33,0,5,25,5.00,0,0,0
56,2000,2000-09-17,3,27.239,JAX,,CIN,W 13-0,,0,0,0,,0,0.0%,,1,22,22.00,0,3,40,13.33,0,0,0
57,2000,2000-09-25,4,27.247,JAX,@,IND,L 14-43,,0,0,0,,0,0.0%,,3,50,16.67,0,0,0,,0,0,0
58,2000,2000-10-01,5,27.253,JAX,,PIT,L 13-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
59,2000,2000-10-08,6,27.260,JAX,,BAL,L 10-15,,,,,,,0.0%,,,,,,,,,,,
