ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1986,1986-09-07,1,22.183,PHI,@,WAS,L 14-41,1,0,0.00,0,0,0,,0,0,0,,,,,,7,329,47.00,0
2,1986,1986-09-14,2,22.190,PHI,@,CHI,L 10-13,0,0,,0,0,0,,0,0,0,,,,,,6,203,33.83,0
3,1986,1986-09-21,3,22.197,PHI,,DEN,L 7-33,0,0,,0,0,0,,0,0,0,,,,,,6,219,36.50,0
4,1986,1986-09-28,4,22.204,PHI,,RAM,W 34-20,0,0,,0,0,0,,0,0,0,,,,,,7,291,41.57,0
5,1986,1986-10-05,5,22.211,PHI,@,ATL,W 16-0,0,0,,0,0,0,,0,0,0,,,,,,7,354,50.57,0
6,1986,1986-10-12,6,22.218,PHI,@,NYG,L 3-35,0,0,,0,0,0,,0,0,0,,,,,,8,301,37.63,0
7,1986,1986-10-19,7,22.225,PHI,,DAL,L 14-17,0,0,,0,0,0,,0,0,0,,,,,,7,320,45.71,0
8,1986,1986-10-26,8,22.232,PHI,,SDG,W 23-7,0,0,,0,0,0,,0,0,0,,,,,,7,302,43.14,0
9,1986,1986-11-02,9,22.239,PHI,@,STL,L 10-13,0,0,,0,0,0,,0,0,0,,,,,,6,277,46.17,0
10,1986,1986-11-09,10,22.246,PHI,,NYG,L 14-17,0,0,,0,0,0,,0,0,0,,,,,,7,264,37.71,0
11,1986,1986-11-16,11,22.253,PHI,,DET,L 11-13,0,0,,0,0,0,,0,0,0,,,,,,4,143,35.75,0
12,1986,1986-11-23,12,22.260,PHI,@,SEA,L 20-24,0,0,,0,0,0,,0,0,0,,,,,,5,211,42.20,1
13,1986,1986-11-30,13,22.267,PHI,@,RAI,W 33-27,0,0,,0,0,0,,0,0,0,,,,,,10,419,41.90,0
14,1986,1986-12-07,14,22.274,PHI,,STL,T 10-10,0,0,,0,0,0,,0,0,0,,,,,,8,333,41.63,0
15,1986,1986-12-14,15,22.281,PHI,@,DAL,W 23-21,0,0,,0,0,0,,0,0,0,,,,,,6,229,38.17,0
16,1986,1986-12-21,16,22.288,PHI,,WAS,L 14-21,0,0,,0,0,0,,0,0,0,,,,,,7,298,42.57,0
17,1987,1987-09-13,1,23.189,PHI,@,WAS,L 24-34,1,10,10.00,0,0,0,,0,0,0,,0,,,,4,168,42.00,0
18,1987,1987-09-20,2,23.196,PHI,,NOR,W 27-17,1,23,23.00,0,0,0,,0,0,0,,0,,,,7,239,34.14,0
