ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,23.161,NOR,@,PHI,L 13-15,,,,,,,
2,1992,1992-09-13,2,23.168,NOR,,CHI,W 28-6,,,,,,,
3,1992,1992-09-20,3,23.175,NOR,@,ATL,W 10-7,,,,,,,
4,1992,1992-09-27,4,23.182,NOR,,SFO,L 10-16,,,,,,,
5,1992,1992-10-04,5,23.189,NOR,@,DET,W 13-7,,,,,,,
6,1992,1992-10-11,6,23.196,NOR,,RAM,W 13-10,,,,,,,
7,1992,1992-10-18,7,23.203,NOR,@,PHO,W 30-21,,,,,,,
8,1992,1992-11-01,8,23.217,NOR,,TAM,W 23-21,,,,,,,
9,1992,1992-11-08,9,23.224,NOR,@,NWE,W 31-14,,,,,,,
10,1992,1992-11-15,10,23.231,NOR,@,SFO,L 20-21,,,,,,,
11,1992,1992-11-23,11,23.239,NOR,,WAS,W 20-3,,,,,,,
12,1992,1992-11-29,12,23.245,NOR,,MIA,W 24-13,,,,,,,
13,1992,1992-12-03,13,23.249,NOR,,ATL,W 22-14,,,,,,,
14,1992,1992-12-13,14,23.259,NOR,@,RAM,W 37-14,,,,,,,
15,1992,1992-12-20,15,23.266,NOR,,BUF,L 16-20,,,,,,,
16,1992,1992-12-26,16,23.272,NOR,@,NYJ,W 20-0,,,,,,,
17,1993,1993-09-05,1,24.160,NOR,,HOU,W 33-21,,,,,,,
18,1993,1993-09-12,2,24.167,NOR,@,ATL,W 34-31,,,,,,,
19,1993,1993-09-19,3,24.174,NOR,,DET,W 14-3,,,,,,,
20,1993,1993-09-26,4,24.181,NOR,,SFO,W 16-13,,,,,,,
21,1993,1993-10-03,5,24.188,NOR,@,RAM,W 37-6,,,,,,,
22,1993,1993-10-17,6,24.202,NOR,@,PIT,L 14-37,,,,,,,
23,1993,1993-10-24,7,24.209,NOR,,ATL,L 15-26,,,,,,,
24,1993,1993-10-31,8,24.216,NOR,@,PHO,W 20-17,,,,,,,
25,1993,1993-11-14,9,24.230,NOR,,GNB,L 17-19,,,,,,,
26,1993,1993-11-22,10,24.238,NOR,@,SFO,L 7-42,,,,,,,
27,1993,1993-11-28,11,24.244,NOR,@,MIN,W 17-14,,,,,,,
28,1993,1993-12-05,12,24.251,NOR,@,CLE,L 13-17,,,,,,,
29,1993,1993-12-12,13,24.258,NOR,,RAM,L 20-23,,,,,,,
30,1993,1993-12-20,14,24.266,NOR,,NYG,L 14-24,,,,,,,
31,1993,1993-12-26,15,24.272,NOR,@,PHI,L 26-37,,,,,,,
32,1993,1994-01-02,16,24.279,NOR,,CIN,W 20-13,,,,,,,
33,1994,1994-09-04,1,25.159,NOR,,KAN,L 17-30,,,,,,,
34,1994,1994-09-11,2,25.166,NOR,,WAS,L 24-38,,,,,,,
35,1994,1994-09-18,3,25.173,NOR,@,TAM,W 9-7,,,,,,,
36,1994,1994-09-25,4,25.180,NOR,@,SFO,L 13-24,,,,,,,
37,1994,1994-10-02,5,25.187,NOR,,NYG,W 27-22,,0,0,0.0,1,0,0
38,1994,1994-10-09,6,25.194,NOR,@,CHI,L 7-17,,,,,,,
39,1994,1994-10-16,7,25.201,NOR,,SDG,L 22-36,,,,,,,
