ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1979,1979-09-02,1,22.227,GNB,@,CHI,L 3-6,,,,,,
2,1979,1979-09-09,2,22.234,GNB,,NOR,W 28-19,,,,,,
3,1979,1979-09-16,3,22.241,GNB,,TAM,L 10-21,,,,,,
4,1979,1979-09-23,4,22.248,GNB,@,MIN,L 21-27,,,,,,
5,1979,1979-10-01,5,22.256,GNB,,NWE,W 27-14,,,,,,
6,1979,1979-10-07,6,22.262,GNB,@,ATL,L 7-25,,,,,,
7,1979,1979-10-14,7,22.269,GNB,,DET,W 24-16,,,,,,
8,1979,1979-10-21,8,22.276,GNB,@,TAM,L 3-21,,,,,,
9,1979,1979-10-28,9,22.283,GNB,@,MIA,L 7-27,,,,,,
10,1979,1979-11-04,10,22.290,GNB,,NYJ,L 22-27,,,,,,
11,1979,1979-11-11,11,22.297,GNB,,MIN,W 19-7,,,,,,
12,1979,1979-11-18,12,22.304,GNB,@,BUF,L 12-19,,,,,,
13,1979,1979-11-25,13,22.311,GNB,,PHI,L 10-21,,,,,,
14,1979,1979-12-02,14,22.318,GNB,@,WAS,L 21-38,,,,,,
15,1979,1979-12-09,15,22.325,GNB,,CHI,L 14-15,,,,,,
16,1979,1979-12-15,16,22.331,GNB,@,DET,W 18-13,,,,,,
17,1980,1980-09-07,1,23.233,GNB,,CHI,W 12-6,,,,,,
18,1980,1980-09-14,2,23.240,GNB,,DET,L 7-29,,,,,,
19,1980,1980-09-21,3,23.247,GNB,@,RAM,L 21-51,,,,,,
20,1980,1980-09-28,4,23.254,GNB,,DAL,L 7-28,,,,,,
21,1980,1980-10-05,5,23.261,GNB,,CIN,W 14-9,,,,,,
22,1980,1980-10-12,6,23.268,GNB,@,TAM,T 14-14,,,,,,
23,1980,1980-10-19,7,23.275,GNB,@,CLE,L 21-26,,,,,,
24,1981,1981-09-06,1,24.231,GNB,@,CHI,W 16-9,,,,,,
25,1981,1981-09-13,2,24.238,GNB,,ATL,L 17-31,,,,,,
26,1982,1982-09-12,1,25.237,GNB,,RAM,W 35-23,0,0,,0,,
27,1982,1982-09-20,2,25.245,GNB,@,NYG,W 27-19,0,0,,0,,
28,1982,1982-11-21,3,25.307,GNB,,MIN,W 26-7,0,0,,0,,
29,1982,1982-11-28,4,25.314,GNB,@,NYJ,L 13-15,0,0,,0,,
30,1982,1982-12-05,5,25.321,GNB,,BUF,W 33-21,1,23,23.00,1,1,6
31,1982,1982-12-12,6,25.328,GNB,,DET,L 10-30,0,0,,0,,
32,1982,1982-12-19,7,25.335,GNB,@,BAL,T 20-20,1,1,1.00,1,1,6
33,1982,1982-12-26,8,25.342,GNB,@,ATL,W 38-7,0,0,,0,,
34,1982,1983-01-02,9,25.349,GNB,@,DET,L 24-27,0,0,,0,,
