ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-10-27,8,22.045,CLE,,WAS,L 7-14,0,0,,0,,,,,0,0,,0,0,0,,0,,,,0,0,,0,,
2,1985,1985-11-03,9,22.052,CLE,@,PIT,L 9-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,16,16.00,0,0,0
3,1985,1985-11-10,10,22.059,CLE,@,CIN,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,7,7.00,0,0,0
4,1985,1985-11-17,11,22.066,CLE,,BUF,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,27,27.00,0,0,0
5,1985,1985-11-24,12,22.073,CLE,,CIN,W 24-6,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
6,1985,1985-12-01,13,22.080,CLE,@,NYG,W 35-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,17,17.00,0,0,0
7,1985,1985-12-08,14,22.087,CLE,@,SEA,L 13-31,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,,,,1,11,11.00,0,0,0
8,1985,1985-12-15,15,22.094,CLE,,HOU,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,81,81.00,0,0,0
9,1985,1985-12-22,16,22.101,CLE,@,NYJ,L 10-37,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,,,,2,56,28.00,0,0,0
10,1986,1986-09-07,1,22.360,CLE,@,CHI,L 31-41,3,28,9.33,0,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,13,13.00,0,0,0
11,1986,1986-09-14,2,23.002,CLE,@,HOU,W 23-20,1,1,1.00,0,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
12,1986,1986-09-18,3,23.006,CLE,,CIN,L 13-30,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
13,1986,1986-09-28,4,23.016,CLE,,DET,W 24-21,1,35,35.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
14,1986,1986-10-05,5,23.023,CLE,@,PIT,W 27-24,0,0,,0,5,11,2.20,0,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0
