ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-11-14,9,24.304,SDG,@,OAK,L 9-28,,13,29,2.23,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-11-21,10,24.311,SDG,,CHI,L 20-23,*,18,50,2.78,0,0,0,0,,0,0.0%,,0,0
3,1999,1999-11-28,11,24.318,SDG,@,MIN,L 27-35,,3,15,5.00,0,0,0,0,,0,0.0%,,0,0
4,1999,1999-12-05,12,24.325,SDG,,CLE,W 23-10,,12,42,3.50,1,0,0,0,,0,0.0%,,1,6
5,1999,1999-12-12,13,24.332,SDG,@,SEA,W 19-16,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
6,1999,1999-12-26,15,24.346,SDG,,OAK,W 23-20,*,14,44,3.14,0,0,0,0,,0,0.0%,,0,0
7,1999,2000-01-02,16,24.353,SDG,@,DEN,W 12-6,*,30,183,6.10,1,0,0,0,,0,0.0%,,1,6
8,2000,2000-09-24,4,25.254,SDG,,SEA,L 12-20,,11,36,3.27,0,3,2,6,3.00,0,66.7%,2.00,0,0
9,2000,2000-10-01,5,25.261,SDG,@,STL,L 31-57,*,8,19,2.38,1,0,0,0,,0,0.0%,,1,6
10,2000,2000-10-08,6,25.268,SDG,,DEN,L 7-21,*,14,61,4.36,0,2,2,15,7.50,0,100.0%,7.50,0,0
11,2000,2000-10-15,7,25.275,SDG,@,BUF,L 24-27,,19,51,2.68,1,2,2,7,3.50,0,100.0%,3.50,1,6
12,2000,2000-10-29,8,25.289,SDG,,OAK,L 13-15,,5,9,1.80,0,0,0,0,,0,0.0%,,0,0
13,2000,2000-11-05,9,25.296,SDG,@,SEA,L 15-17,,22,74,3.36,0,5,5,37,7.40,0,100.0%,7.40,0,0
14,2000,2000-11-12,10,25.303,SDG,,MIA,L 7-17,*,3,8,2.67,0,2,2,6,3.00,0,100.0%,3.00,0,0
15,2000,2000-11-19,11,25.310,SDG,@,DEN,L 37-38,,14,49,3.50,0,0,0,0,,0,0.0%,,0,0
16,2000,2000-11-26,12,25.317,SDG,,KAN,W 17-16,,4,13,3.25,0,2,2,16,8.00,0,100.0%,8.00,0,0
17,2000,2000-12-03,13,25.324,SDG,,SFO,L 17-45,,,,,,,,,,,0.0%,,,
18,2000,2000-12-10,14,25.331,SDG,@,BAL,L 3-24,,7,17,2.43,0,2,1,17,17.00,0,50.0%,8.50,0,0
19,2000,2000-12-17,15,25.338,SDG,@,CAR,L 22-30,,12,31,2.58,0,0,0,0,,0,0.0%,,0,0
20,2000,2000-12-24,16,25.345,SDG,,PIT,L 21-34,,,,,,,,,,,0.0%,,,
