ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1997,1997-09-07,2,24.189,MIA,,TEN,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,3,137,45.67,0
2,1997,1997-09-21,4,24.203,MIA,@,TAM,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,3,142,47.33,0
3,1997,1997-10-05,5,24.217,MIA,,KAN,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,5,201,40.20,0
4,1997,1997-11-16,11,24.259,SEA,@,NOR,L 17-20,,1,0,0.00,0,0,0,,0,0,0,,,,,,3,121,40.33,1
5,1997,1997-11-23,12,24.266,SEA,,KAN,L 14-19,,0,0,,0,0,0,,0,0,0,,,,,,5,203,40.60,1
6,1998,1998-09-06,1,25.188,BAL,,PIT,L 13-20,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,191,47.75,0
7,1998,1998-09-13,2,25.195,BAL,@,NYJ,W 24-10,,0,0,,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
8,1998,1998-09-20,3,25.202,BAL,@,JAX,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,10,491,49.10,0
9,1998,1998-09-27,4,25.209,BAL,,CIN,W 31-24,,0,0,,0,0,0,,0,0,0,,0,0,,,3,117,39.00,0
10,1998,1998-10-11,5,25.223,BAL,,TEN,L 8-12,,0,0,,0,0,0,,0,0,0,,0,0,,,8,345,43.13,1
11,1998,1998-10-18,6,25.230,BAL,@,PIT,L 6-16,,0,0,,0,0,0,,0,0,0,,0,0,,,6,286,47.67,0
12,1998,1998-10-25,7,25.237,BAL,@,GNB,L 10-28,,0,0,,0,0,0,,0,0,0,,0,0,,,9,363,40.33,0
13,1998,1998-11-01,8,25.244,BAL,,JAX,L 19-45,,0,0,,0,0,0,,0,0,0,,0,0,,,3,130,43.33,1
14,1998,1998-11-08,9,25.251,BAL,,OAK,W 13-10,,0,0,,0,0,0,,0,0,0,,0,0,,,5,228,45.60,0
15,1998,1998-11-15,10,25.258,BAL,@,SDG,L 13-14,,0,0,,0,0,0,,0,0,0,,0,0,,,8,379,47.38,0
16,1998,1998-11-22,11,25.265,BAL,@,CIN,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,108,36.00,0
17,1998,1998-11-29,12,25.272,BAL,,IND,W 38-31,,0,0,,0,0,0,,0,0,0,,0,0,,,3,151,50.33,0
