ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1970,1970-09-20,1,22.316,PHI,,DAL,L 7-17,0,0,,0,4,65,16.25,0,1,5,5.00,0,0,0
2,1970,1970-09-27,2,22.323,PHI,@,CHI,L 16-20,0,0,,0,0,0,,0,4,14,3.50,0,0,0
3,1970,1970-10-04,3,22.330,PHI,,WAS,L 21-33,0,0,,0,1,19,19.00,0,0,0,,0,0,0
4,1970,1970-10-11,4,22.337,PHI,@,NYG,L 23-30,0,0,,0,6,135,22.50,0,0,0,,0,0,0
5,1970,1970-10-18,5,22.344,PHI,,STL,L 20-35,0,0,,0,2,33,16.50,0,0,0,,0,0,0
6,1970,1970-10-25,6,22.351,PHI,@,GNB,L 17-30,1,0,0.00,0,2,107,53.50,0,1,16,16.00,0,0,0
7,1970,1970-11-01,7,22.358,PHI,@,DAL,L 17-21,0,0,,0,2,43,21.50,0,5,19,3.80,0,0,0
8,1970,1970-11-08,8,23.000,PHI,,MIA,W 24-17,0,0,,0,0,0,,0,2,11,5.50,0,0,0
9,1970,1970-11-15,9,23.007,PHI,,ATL,T 13-13,0,0,,0,3,54,18.00,0,2,10,5.00,0,0,0
10,1970,1970-11-23,10,23.015,PHI,,NYG,W 23-20,0,0,,0,4,147,36.75,0,1,0,0.00,0,0,0
11,1970,1970-11-29,11,23.021,PHI,@,STL,L 14-23,0,0,,0,1,31,31.00,0,1,7,7.00,0,0,0
12,1970,1970-12-06,12,23.028,PHI,@,BAL,L 10-29,0,0,,0,1,29,29.00,0,2,-4,-2.00,0,0,0
13,1970,1970-12-13,13,23.035,PHI,@,WAS,L 6-24,0,0,,0,3,63,21.00,0,1,0,0.00,0,0,0
14,1970,1970-12-20,14,23.042,PHI,,PIT,W 30-20,0,0,,0,3,79,26.33,0,0,0,,0,0,0
15,1971,1971-10-31,7,23.357,PHI,,DEN,W 17-16,,,,,,,,,,,,,,
16,1971,1971-11-07,8,23.364,PHI,@,WAS,T 7-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0
17,1971,1971-11-14,9,24.006,PHI,@,DAL,L 7-20,0,0,,0,2,73,36.50,0,1,4,4.00,0,0,0
18,1971,1971-11-21,10,24.013,PHI,@,STL,W 37-20,0,0,,0,1,42,42.00,0,0,0,,0,0,0
19,1971,1971-11-28,11,24.020,PHI,,WAS,L 13-20,0,0,,0,3,54,18.00,0,1,50,50.00,0,0,0
20,1971,1971-12-05,12,24.027,PHI,@,DET,W 23-20,0,0,,0,4,91,22.75,0,0,0,,0,0,0
21,1971,1971-12-12,13,24.034,PHI,,STL,W 19-7,0,0,,0,1,19,19.00,0,0,0,,0,0,0
22,1971,1971-12-19,14,24.041,PHI,@,NYG,W 41-28,0,0,,0,3,90,30.00,0,2,-6,-3.00,0,0,0
23,1972,1972-10-15,5,24.342,PHI,,RAM,L 3-34,0,0,,0,3,79,26.33,0,1,-2,-2.00,0,0,0
24,1972,1972-10-22,6,24.349,PHI,@,KAN,W 21-20,0,0,,0,2,61,30.50,0,0,0,,0,0,0
25,1972,1972-10-29,7,24.356,PHI,@,NOR,L 3-21,0,0,,0,2,45,22.50,0,1,10,10.00,0,0,0
26,1972,1972-11-05,8,24.363,PHI,,STL,T 6-6,0,0,,0,0,0,,0,1,-4,-4.00,0,0,0
27,1972,1972-11-12,9,25.004,PHI,@,HOU,W 18-17,0,0,,0,2,25,12.50,0,0,0,,0,0,0
28,1972,1972-11-19,10,25.011,PHI,,DAL,L 7-28,0,0,,0,2,43,21.50,0,0,0,,0,0,0
29,1972,1972-11-26,11,25.018,PHI,@,NYG,L 10-62,0,0,,0,4,88,22.00,0,0,0,,0,0,0
30,1972,1972-12-03,12,25.025,PHI,,WAS,L 7-23,0,0,,0,3,51,17.00,0,0,0,,0,0,0
31,1972,1972-12-10,13,25.032,PHI,,CHI,L 12-21,0,0,,0,1,24,24.00,0,0,0,,0,0,0
32,1972,1972-12-17,14,25.039,PHI,@,STL,L 23-24,1,15,15.00,1,2,50,25.00,0,0,0,,0,1,6
