ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,22.302,CLE,,MIN,L 20-34,,0,0,,0,0.0,0,0
2,2009,2009-09-20,2,22.309,CLE,@,DEN,L 6-27,,,,,,,,
3,2009,2009-09-27,3,22.316,CLE,@,BAL,L 3-34,,0,0,,0,0.0,0,0
4,2009,2009-10-04,4,22.323,CLE,,CIN,L 20-23,,0,0,,0,0.0,0,0
5,2009,2009-11-01,8,22.351,CLE,@,CHI,L 6-30,,0,0,,0,0.0,1,1
6,2009,2009-12-06,12,23.021,CLE,,SDG,L 23-30,,,,,,,,
7,2010,2010-12-26,15,24.041,CLE,,BAL,L 10-20,,,,,,,,
8,2010,2011-01-02,16,24.048,CLE,,PIT,L 9-41,,0,0,,0,0.0,2,1
9,2012,2012-09-16,2,25.306,OAK,@,MIA,L 13-35,,1,13,13.00,0,0.0,0,0
10,2012,2012-09-23,3,25.313,OAK,,PIT,W 34-31,,,,,,,,
11,2012,2012-09-30,4,25.320,OAK,@,DEN,L 6-37,,0,0,,0,0.0,0,0
12,2012,2012-10-14,5,25.334,OAK,@,ATL,L 20-23,,0,0,,0,0.0,0,0
13,2012,2012-10-21,6,25.341,OAK,,JAX,W 26-23,,,,,,,,
14,2012,2012-10-28,7,25.348,OAK,@,KAN,W 26-16,,,,,,,,
15,2012,2012-11-04,8,25.355,OAK,,TAM,L 32-42,,,,,,,,
16,2012,2012-11-11,9,25.362,OAK,@,BAL,L 20-55,,5,136,27.20,0,0.0,0,0
17,2012,2012-11-18,10,26.003,OAK,,NOR,L 17-38,,3,78,26.00,0,0.0,0,0
18,2012,2012-11-25,11,26.010,OAK,@,CIN,L 10-34,,5,117,23.40,0,0.0,0,0
19,2012,2012-12-02,12,26.017,OAK,,CLE,L 17-20,,4,85,21.25,0,0.0,0,0
20,2012,2012-12-06,13,26.021,OAK,,DEN,L 13-26,,,,,,,,
21,2012,2012-12-16,14,26.031,OAK,,KAN,W 15-0,,,,,,,,
22,2012,2012-12-23,15,26.038,OAK,@,CAR,L 6-17,,,,,,,,
23,2012,2012-12-30,16,26.045,OAK,@,SDG,L 21-24,,2,46,23.00,0,0.0,0,0
