ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1984,1984-09-09,2,22.046,IND,@,HOU,W 35-21,5,5,100.0,,,,0,5
2,1984,1984-09-16,3,22.053,IND,,STL,L 33-34,3,4,75.0,2,2,100.0,0,9
3,1984,1984-09-23,4,22.060,IND,@,MIA,L 7-44,1,1,100.0,,1,0.0,0,1
4,1984,1984-09-30,5,22.067,IND,,BUF,W 31-17,4,4,100.0,1,2,50.0,0,7
5,1984,1984-10-07,6,22.074,IND,,WAS,L 7-35,,,,,,,,
6,1984,1984-10-14,7,22.081,IND,@,PHI,L 7-16,,,,,,,,
7,1984,1984-10-21,8,22.088,IND,,PIT,W 17-16,,,,,,,,
8,1984,1984-10-28,9,22.095,IND,@,DAL,L 3-22,,,,,,,,
9,1984,1984-11-04,10,22.102,IND,,SDG,L 10-38,,,,,,,,
10,1984,1984-11-11,11,22.109,IND,@,NYJ,W 9-5,,,,,,,,
11,1984,1984-11-18,12,22.116,IND,,NWE,L 17-50,,,,,,,,
12,1984,1984-11-25,13,22.123,IND,@,RAI,L 7-21,,,,,,,,
13,1984,1984-12-02,14,22.130,IND,@,BUF,L 15-21,,,,,,,,
14,1984,1984-12-09,15,22.137,IND,,MIA,L 17-35,,,,,,,,
15,1984,1984-12-16,16,22.144,IND,@,NWE,L 10-16,,,,,,,,
16,1986,1986-09-07,1,24.044,IND,@,NWE,L 3-33,,,,1,2,50.0,0,3
17,1986,1986-09-14,2,24.051,IND,@,MIA,L 10-30,1,1,100.0,1,1,100.0,0,4
18,1986,1986-09-21,3,24.058,IND,,RAM,L 7-24,1,1,100.0,,1,0.0,0,1
19,1986,1986-09-28,4,24.065,IND,,NYJ,L 7-26,1,1,100.0,,1,0.0,0,1
20,1986,1986-10-05,5,24.072,IND,@,SFO,L 14-35,2,2,100.0,,,,0,2
21,1986,1986-10-12,6,24.079,IND,,NOR,L 14-17,2,2,100.0,,2,0.0,0,2
22,1986,1986-10-19,7,24.086,IND,@,BUF,L 13-24,1,1,100.0,2,3,66.7,0,7
23,1986,1986-10-26,8,24.093,IND,,MIA,L 13-17,1,1,100.0,2,2,100.0,0,7
24,1986,1986-11-02,9,24.100,IND,,CLE,L 9-24,,1,0.0,1,1,100.0,0,3
25,1986,1986-11-09,10,24.107,IND,,NWE,L 21-30,3,3,100.0,,,,0,3
26,1986,1986-11-16,11,24.114,IND,@,NYJ,L 16-31,2,2,100.0,,2,0.0,0,2
27,1986,1986-11-23,12,24.121,IND,@,HOU,L 17-31,2,2,100.0,1,1,100.0,0,5
28,1986,1986-11-30,13,24.128,IND,,SDG,L 3-17,,,,1,2,50.0,0,3
29,1986,1986-12-07,14,24.135,IND,@,ATL,W 28-23,4,4,100.0,,1,0.0,0,4
30,1986,1986-12-14,15,24.142,IND,,BUF,W 24-14,3,3,100.0,1,3,33.3,0,6
31,1986,1986-12-21,16,24.149,IND,@,RAI,W 30-24,3,3,100.0,3,3,100.0,0,12
32,1987,1987-09-13,1,25.050,IND,,CIN,L 21-23,3,3,100.0,,,,0,3
33,1987,1987-09-20,2,25.057,IND,,MIA,L 10-23,1,1,100.0,1,1,100.0,0,4
34,1987,1987-10-25,6,25.092,IND,,NWE,W 30-16,3,3,100.0,3,3,100.0,0,12
35,1987,1987-11-01,7,25.099,IND,@,NYJ,W 19-14,1,1,100.0,4,5,80.0,0,13
36,1987,1987-11-08,8,25.106,IND,,SDG,L 13-16,1,1,100.0,2,3,66.7,0,7
37,1987,1987-11-15,9,25.113,IND,@,MIA,W 40-21,4,4,100.0,4,4,100.0,0,16
38,1987,1987-11-22,10,25.120,IND,@,NWE,L 0-24,,,,,1,0.0,0,0
39,1987,1987-11-29,11,25.127,IND,,HOU,W 51-27,6,6,100.0,3,3,100.0,0,15
40,1987,1987-12-06,12,25.134,IND,@,CLE,W 9-7,,,,3,3,100.0,0,9
41,1987,1987-12-13,13,25.141,IND,,BUF,L 3-27,,,,1,1,100.0,0,3
42,1987,1987-12-20,14,25.148,IND,@,SDG,W 20-7,2,2,100.0,2,2,100.0,0,8
