ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-11-04,8,22.119,NWE,@,PHI,L 20-48,,,,,,
2,1990,1990-11-11,9,22.126,NWE,,IND,L 10-13,,,,,,
3,1990,1990-11-18,10,22.133,NWE,@,BUF,L 0-14,,,,,,
4,1990,1990-11-25,11,22.140,NWE,@,PHO,L 14-34,,,,,,
5,1990,1990-12-02,12,22.147,NWE,,KAN,L 7-37,,,,,,
6,1990,1990-12-09,13,22.154,NWE,@,PIT,L 3-24,,,,,,
7,1990,1990-12-15,14,22.160,NWE,,WAS,L 10-25,,,,,,
8,1990,1990-12-23,15,22.168,NWE,@,NYJ,L 7-42,,,,,,
9,1990,1990-12-30,16,22.175,NWE,,NYG,L 10-13,,,,,,
10,1991,1991-09-01,1,23.055,NWE,@,IND,W 16-7,0,0,0.0,1,0,0
11,1991,1991-09-08,2,23.062,NWE,,CLE,L 0-20,,,,,,
12,1991,1991-09-15,3,23.069,NWE,@,PIT,L 6-20,,,,,,
13,1991,1991-09-22,4,23.076,NWE,,HOU,W 24-20,0,0,0.0,1,0,0
14,1991,1991-09-29,5,23.083,NWE,@,PHO,L 10-24,,,,,,
15,1991,1991-10-06,6,23.090,NWE,,MIA,L 10-20,,,,,,
16,1991,1991-10-20,7,23.104,NWE,,MIN,W 26-23,,,,,,
17,1991,1991-10-27,8,23.111,NWE,,DEN,L 6-9,,,,,,
18,1991,1991-11-03,9,23.118,NWE,@,BUF,L 17-22,,,,,,
19,1991,1991-11-10,10,23.125,NWE,@,MIA,L 20-30,,,,,,
20,1991,1991-11-17,11,23.132,NWE,,NYJ,L 21-28,,,,,,
21,1991,1991-11-24,12,23.139,NWE,,BUF,W 16-13,,,,,,
22,1991,1991-12-01,13,23.146,NWE,@,DEN,L 3-20,,,,,,
23,1991,1991-12-08,14,23.153,NWE,,IND,W 23-17,,,,,,
24,1991,1991-12-15,15,23.160,NWE,@,NYJ,W 6-3,,,,,,
25,1991,1991-12-22,16,23.167,NWE,@,CIN,L 7-29,,,,,,
26,1992,1992-11-23,11,24.138,WAS,@,NOR,L 3-20,,,,,,
27,1992,1992-11-29,12,24.144,WAS,,PHO,W 41-3,,,,,,
28,1992,1992-12-06,13,24.151,WAS,@,NYG,W 28-10,,,,,,
29,1993,1993-09-05,1,25.059,BUF,,NWE,W 38-14,,,,,,
30,1993,1993-09-12,2,25.066,BUF,@,DAL,W 13-10,,,,,,
31,1993,1993-09-26,3,25.080,BUF,,MIA,L 13-22,,,,,,
32,1993,1993-10-03,4,25.087,BUF,,NYG,W 17-14,,,,,,
33,1993,1993-10-11,5,25.095,BUF,,HOU,W 35-7,0,0,0.5,0,0,0
34,1993,1993-10-24,6,25.108,BUF,@,NYJ,W 19-10,,,,,,
35,1993,1993-11-01,7,25.116,BUF,,WAS,W 24-10,,,,,,
36,1993,1993-11-07,8,25.122,BUF,@,NWE,W 13-10,,,,,,
37,1993,1993-11-15,9,25.130,BUF,@,PIT,L 0-23,,,,,,
38,1993,1993-11-21,10,25.136,BUF,,IND,W 23-9,,,,,,
39,1993,1993-11-28,11,25.143,BUF,@,KAN,L 7-23,,,,,,
40,1993,1993-12-05,12,25.150,BUF,,RAI,L 24-25,,,,,,
41,1993,1993-12-12,13,25.157,BUF,@,PHI,W 10-7,,,,,,
42,1993,1993-12-19,14,25.164,BUF,@,MIA,W 47-34,1,6,0.0,1,27,1
43,1993,1993-12-26,15,25.171,BUF,,NYJ,W 16-14,,,,,,
44,1993,1994-01-02,16,25.178,BUF,@,IND,W 30-10,,,,,,
45,1994,1994-09-04,1,26.058,BUF,,NYJ,L 3-23,,,,,,
46,1994,1994-09-11,2,26.065,BUF,@,NWE,W 38-35,0,0,0.5,0,0,0
47,1994,1994-09-18,3,26.072,BUF,@,HOU,W 15-7,,,,,,
48,1994,1994-09-26,4,26.080,BUF,,DEN,W 27-20,0,0,0.0,1,27,0
49,1994,1994-10-02,5,26.086,BUF,@,CHI,L 13-20,0,0,0.0,1,0,0
50,1994,1994-10-09,6,26.093,BUF,,MIA,W 21-11,,,,,,
51,1994,1994-10-16,7,26.100,BUF,,IND,L 17-27,,,,,,
52,1994,1994-10-30,8,26.114,BUF,,KAN,W 44-10,,,,,,
53,1994,1994-11-06,9,26.121,BUF,@,NYJ,L 17-22,,,,,,
54,1994,1994-11-14,10,26.129,BUF,@,PIT,L 10-23,,,,,,
55,1994,1994-11-20,11,26.135,BUF,,GNB,W 29-20,0,0,0.0,1,36,0
