ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.224,PIT,@,JAX,L 9-24,,,,,,,,,,,
2,1996,1996-09-08,2,23.231,NYJ,,IND,L 7-21,,,,,,,,,,,
3,1996,1996-10-13,6,23.266,PIT,,CIN,W 20-10,,,,,,,,,,,
4,1996,1996-10-20,7,23.273,PIT,@,HOU,L 13-23,,,,,,,,,,,
5,1996,1996-10-27,8,23.280,PIT,@,ATL,W 20-17,,,,,,,,,,,
6,1996,1996-11-03,9,23.287,PIT,,STL,W 42-6,,,,,,,,,,,
7,1996,1996-11-10,10,23.294,PIT,@,CIN,L 24-34,,,,,,,,,,,
8,1996,1996-11-17,11,23.301,PIT,,JAX,W 28-3,,,,,,,,,,,
9,1996,1996-11-25,12,23.309,PIT,@,MIA,W 24-17,,,,,,,,,,,
10,1996,1996-12-01,13,23.315,BUF,@,IND,L 10-13,,,,,,,,,,,
11,1996,1996-12-08,14,23.322,PIT,,SDG,W 16-3,,,,,,,,,,,
12,1996,1996-12-15,15,23.329,PIT,,SFO,L 15-25,,,,,,,,,,,
13,1996,1996-12-22,16,23.336,PIT,@,CAR,L 14-18,,,,,,,,,,,
14,1997,1997-08-31,1,24.222,PIT,,DAL,L 7-37,,,,,,,,,,,
15,1997,1997-09-07,2,24.229,PIT,,WAS,W 14-13,,,,,,,,,,,
16,1997,1997-09-22,3,24.244,PIT,@,JAX,L 21-30,,,,,,,,,,,
17,1997,1997-09-28,4,24.250,PIT,,TEN,W 37-24,,,,,,,,,,,
18,1997,1997-10-05,6,24.257,NYJ,@,IND,W 16-12,,,,,,,,,,,
19,1997,1997-10-12,6,24.264,PIT,,IND,W 24-22,,,,,,,,,,,
20,1997,1997-10-19,7,24.271,PIT,@,CIN,W 26-10,,,,,,,,,,,
21,1997,1997-10-26,8,24.278,PIT,,JAX,W 23-17,,,,,,,,,,,
22,1997,1997-11-03,9,24.286,PIT,@,KAN,L 10-13,,,,,,,,,,,
23,1997,1997-11-09,10,24.292,CIN,@,IND,W 28-13,,,,,,,,,,,
24,1997,1997-11-16,11,24.299,PIT,,CIN,W 20-3,,0,0,,0,1.0,,,0,0,0
25,1997,1997-11-23,12,24.306,PIT,@,PHI,L 20-23,,,,,,,,,,,
26,1997,1997-11-30,13,24.313,PIT,@,ARI,W 26-20,,,,,,,,,,,
27,1997,1997-12-07,14,24.320,PIT,,DEN,W 35-24,,,,,,,,,,,
28,1997,1997-12-13,15,24.326,PIT,@,NWE,W 24-21,,,,,,,,,,,
29,1997,1997-12-21,16,24.334,PIT,@,TEN,L 6-16,,,,,,,,,,,
30,1998,1998-09-13,2,25.235,PIT,,CHI,W 17-12,,,,,,,,,,,
31,1998,1998-09-20,3,25.242,PIT,@,MIA,L 0-21,,,,,,,,,,,
32,1998,1998-09-27,4,25.249,PIT,,SEA,W 13-10,,,,,,,,,,,
33,1998,1998-10-11,5,25.263,PIT,@,CIN,L 20-25,,0,0,,0,1.0,,,0,0,0
34,1998,1998-10-18,6,25.270,PIT,,BAL,W 16-6,,0,0,,0,0.5,,,0,0,0
35,1998,1998-10-26,7,25.278,PIT,@,KAN,W 20-13,,,,,,,,,,,
36,1998,1998-11-01,8,25.284,PIT,,TEN,L 31-41,,,,,,,,,,,
37,1998,1998-11-09,9,25.292,PIT,,GNB,W 27-20,,,,,,,,,,,
38,1998,1998-11-15,10,25.298,PIT,@,TEN,L 14-23,,1,0,0.00,0,0.0,,,0,0,0
39,1998,1998-11-22,11,25.305,PIT,,JAX,W 30-15,,,,,,,,,,,
40,1998,1998-11-26,12,25.309,PIT,@,DET,L 16-19,,,,,,,,,,,
41,1998,1998-12-06,13,25.319,PIT,,NWE,L 9-23,,0,0,,0,1.0,,,0,0,0
42,1998,1998-12-13,14,25.326,PIT,@,TAM,L 3-16,,,,,,,,,,,
43,1998,1998-12-20,15,25.333,PIT,,CIN,L 24-25,,,,,,,,,,,
44,1998,1998-12-28,16,25.341,PIT,@,JAX,L 3-21,,0,0,,0,1.0,,,0,0,0
45,1999,1999-09-12,1,26.234,PIT,@,CLE,W 43-0,*,,,,,,,,,,
46,1999,1999-09-19,2,26.241,PIT,@,BAL,W 23-20,*,,,,,,,,,,
47,1999,1999-09-26,3,26.248,PIT,,SEA,L 10-29,*,0,0,,0,1.0,,,0,0,0
48,1999,1999-10-03,4,26.255,PIT,,JAX,L 3-17,*,,,,,,,,,,
49,1999,1999-10-10,5,26.262,PIT,@,BUF,L 21-24,*,,,,,,,,,,
50,1999,1999-10-17,6,26.269,PIT,@,CIN,W 17-3,*,0,0,,0,1.0,,,1,2,0
51,1999,1999-10-25,7,26.277,PIT,,ATL,W 13-9,*,0,0,,0,0.5,,,0,0,0
52,1999,1999-11-07,8,26.290,PIT,@,SFO,W 27-6,*,,,,,,,,,,
53,1999,1999-11-14,9,26.297,PIT,,CLE,L 15-16,*,0,0,,0,1.0,,,0,0,0
54,1999,1999-11-21,10,26.304,PIT,@,TEN,L 10-16,*,,,,,,,,,,
55,1999,1999-11-28,11,26.311,PIT,,CIN,L 20-27,*,0,0,,0,1.0,,,0,0,0
56,1999,1999-12-02,12,26.315,PIT,@,JAX,L 6-20,*,,,,,,,,,,
57,1999,1999-12-12,13,26.325,PIT,,BAL,L 24-31,*,,,,,,,,,,
58,1999,1999-12-18,14,26.331,PIT,@,KAN,L 19-35,*,,,,,,,,,,
59,1999,1999-12-26,15,26.339,PIT,,CAR,W 30-20,*,,,,,,,,,,
60,1999,2000-01-02,16,26.346,PIT,,TEN,L 36-47,*,,,,,,,,,,
61,2000,2000-09-03,1,27.226,CLE,,JAX,L 7-27,*,0,0,,0,1.0,,,0,0,0
62,2000,2000-09-10,2,27.233,CLE,@,CIN,W 24-7,*,,,,,,,,,,
63,2000,2000-09-17,3,27.240,CLE,,PIT,W 23-20,*,,,,,,,,,,
64,2000,2000-09-24,4,27.247,CLE,@,OAK,L 10-36,*,,,,,,,,,,
65,2000,2000-10-01,5,27.254,CLE,,BAL,L 0-12,*,,,,,,,,,,
66,2000,2000-10-08,6,27.261,CLE,@,ARI,L 21-29,*,,,,,,,,,,
67,2000,2000-10-15,7,27.268,CLE,@,DEN,L 10-44,*,,,,,,,,,,
68,2000,2000-10-22,8,27.275,CLE,@,PIT,L 0-22,,,,,,,,,,,
69,2000,2000-10-29,9,27.282,CLE,,CIN,L 3-12,*,0,0,,0,0.5,,,0,0,0
70,2000,2000-11-05,10,27.289,CLE,,NYG,L 3-24,*,,,,,,,,,,
71,2000,2000-11-12,11,27.296,CLE,,NWE,W 19-11,*,,,,,,,,,,
72,2000,2000-11-19,12,27.303,CLE,@,TEN,L 10-24,*,,,,,,,,,,
