ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1996,1996-09-01,1,22.124,NYG,,BUF,L 20-23,,
2,1996,1996-09-08,2,22.131,NYG,@,DAL,L 0-27,,
3,1996,1996-09-15,3,22.138,NYG,,WAS,L 10-31,,
4,1996,1996-09-22,4,22.145,NYG,@,NYJ,W 13-6,,
5,1996,1996-09-29,5,22.152,NYG,,MIN,W 15-10,,
6,1996,1996-10-13,6,22.166,NYG,,PHI,L 10-19,,
7,1996,1996-10-20,7,22.173,NYG,@,WAS,L 21-31,,
8,1996,1996-10-27,8,22.180,NYG,@,DET,W 35-7,,
9,1996,1996-11-03,9,22.187,NYG,,ARI,W 16-8,,
10,1996,1996-11-10,10,22.194,NYG,@,CAR,L 17-27,,
11,1996,1996-11-17,11,22.201,NYG,@,ARI,L 23-31,,
12,1996,1996-11-24,12,22.208,NYG,,DAL,W 20-6,,
13,1996,1996-12-01,13,22.215,NYG,@,PHI,L 0-24,,
14,1996,1996-12-08,14,22.222,NYG,@,MIA,W 17-7,,
15,1996,1996-12-15,15,22.229,NYG,,NOR,L 3-17,,
16,1996,1996-12-21,16,22.235,NYG,,NWE,L 22-23,,
17,1997,1997-08-31,1,23.123,NYG,,PHI,W 31-17,,
18,1997,1997-09-21,4,23.144,NYG,@,STL,L 3-13,,
19,1997,1997-09-28,5,23.151,NYG,,NOR,W 14-9,,
20,1997,1997-10-05,6,23.158,NYG,,DAL,W 20-17,,
21,1997,1997-10-19,8,23.172,NYG,@,DET,W 26-20,,
22,1997,1997-10-26,9,23.179,NYG,,CIN,W 29-27,,
23,1997,1997-11-09,10,23.193,NYG,@,TEN,L 6-10,,
24,1997,1997-11-16,11,23.200,NYG,,ARI,W 19-10,,
25,1997,1997-11-23,12,23.207,NYG,@,WAS,T 7-7,,
26,1998,1998-09-06,1,24.129,NYG,,WAS,W 31-24,,
27,1998,1998-09-13,2,24.136,NYG,@,OAK,L 17-20,,
28,1998,1998-09-21,3,24.144,NYG,,DAL,L 7-31,,
29,1998,1998-09-27,4,24.150,NYG,@,SDG,W 34-16,,1.0
30,1998,1998-10-04,5,24.157,NYG,@,TAM,L 3-20,,
31,1998,1998-10-11,6,24.164,NYG,,ATL,L 20-34,,
32,1998,1998-10-18,7,24.171,NYG,,ARI,W 34-7,,
33,1998,1998-11-01,8,24.185,NYG,@,WAS,L 14-21,,2.0
34,1998,1998-11-08,9,24.192,NYG,@,DAL,L 6-16,,
35,1998,1998-11-15,10,24.199,NYG,,GNB,L 3-37,,
36,1998,1998-11-22,11,24.206,NYG,,PHI,W 20-0,,
37,1998,1998-11-30,12,24.214,NYG,@,SFO,L 7-31,,
38,1998,1998-12-06,13,24.220,NYG,@,ARI,W 23-19,,1.0
39,1998,1998-12-13,14,24.227,NYG,,DEN,W 20-16,,
40,1998,1998-12-20,15,24.234,NYG,,KAN,W 28-7,,
41,1998,1998-12-27,16,24.241,NYG,@,PHI,W 20-10,,
42,1999,1999-09-12,1,25.135,NYG,@,TAM,W 17-13,*,
43,1999,1999-09-19,2,25.142,NYG,,WAS,L 21-50,*,
44,1999,1999-09-26,3,25.149,NYG,@,NWE,L 14-16,*,
45,1999,1999-10-03,4,25.156,NYG,,PHI,W 16-15,*,0.5
46,1999,1999-10-10,5,25.163,NYG,@,ARI,L 3-14,*,1.0
47,1999,1999-10-18,6,25.171,NYG,,DAL,W 13-10,*,
48,1999,1999-10-24,7,25.177,NYG,,NOR,W 31-3,*,1.0
49,1999,1999-10-31,8,25.184,NYG,@,PHI,W 23-17,*,
50,1999,1999-11-14,9,25.198,NYG,,IND,L 19-27,*,
51,1999,1999-11-21,10,25.205,NYG,@,WAS,L 13-23,*,
52,1999,1999-11-28,11,25.212,NYG,,ARI,L 24-34,*,2.0
53,1999,1999-12-05,12,25.219,NYG,,NYJ,W 41-28,*,1.0
54,1999,1999-12-12,13,25.226,NYG,@,BUF,W 19-17,*,1.0
55,1999,1999-12-19,14,25.233,NYG,@,STL,L 10-31,*,1.0
56,1999,1999-12-26,15,25.240,NYG,,MIN,L 17-34,*,
57,1999,2000-01-02,16,25.247,NYG,@,DAL,L 18-26,*,
58,2000,2000-09-03,1,26.126,NYG,,ARI,W 21-16,,
59,2000,2000-09-10,2,26.133,NYG,@,PHI,W 33-18,*,
60,2000,2000-09-17,3,26.140,NYG,@,CHI,W 14-7,*,
61,2000,2000-09-24,4,26.147,NYG,,WAS,L 6-16,*,
62,2000,2000-10-01,5,26.154,NYG,@,TEN,L 14-28,*,
63,2000,2000-10-08,6,26.161,NYG,@,ATL,W 13-6,*,
64,2000,2000-10-15,7,26.168,NYG,,DAL,W 19-14,*,1.0
65,2000,2000-10-29,8,26.182,NYG,,PHI,W 24-7,*,0.5
66,2000,2000-11-05,9,26.189,NYG,@,CLE,W 24-3,*,
67,2000,2000-11-12,10,26.196,NYG,,STL,L 24-38,*,
68,2000,2000-11-19,11,26.203,NYG,,DET,L 21-31,,
69,2000,2000-11-26,12,26.210,NYG,@,ARI,W 31-7,*,
70,2000,2000-12-03,13,26.217,NYG,@,WAS,W 9-7,*,
71,2000,2000-12-10,14,26.224,NYG,,PIT,W 30-10,,1.0
72,2000,2000-12-17,15,26.231,NYG,@,DAL,W 17-13,*,
73,2000,2000-12-23,16,26.237,NYG,,JAX,W 28-25,,1.0
