ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1998,1998-09-13,2,22.355,MIA,,BUF,W 13-7,,2.0
2,1998,1998-09-20,3,22.362,MIA,,PIT,W 21-0,,1.0
3,1998,1998-10-04,4,23.011,MIA,@,NYJ,L 9-20,,
4,1998,1998-10-12,5,23.019,MIA,@,JAX,L 21-28,,
5,1998,1998-10-18,6,23.025,MIA,,STL,W 14-0,,1.0
6,1998,1998-10-25,7,23.032,MIA,,NWE,W 12-9,,
7,1998,1998-11-01,8,23.039,MIA,@,BUF,L 24-30,,
8,1998,1998-11-15,10,23.053,MIA,@,CAR,W 13-9,,
9,1998,1998-11-23,11,23.061,MIA,@,NWE,L 23-26,,1.0
10,1998,1998-11-29,12,23.067,MIA,,NOR,W 30-10,,2.0
11,1998,1998-12-06,13,23.074,MIA,@,OAK,W 27-17,,
12,1998,1998-12-13,14,23.081,MIA,,NYJ,L 16-21,,
13,1998,1998-12-21,15,23.089,MIA,,DEN,W 31-21,,1.0
14,1998,1998-12-27,16,23.095,MIA,@,ATL,L 16-38,,
15,1999,1999-09-13,1,23.355,MIA,@,DEN,W 38-21,,
16,1999,1999-09-19,2,23.361,MIA,,ARI,W 19-16,,
17,1999,1999-10-04,3,24.011,MIA,,BUF,L 18-23,,
18,1999,1999-10-10,4,24.017,MIA,@,IND,W 34-31,,
19,1999,1999-10-17,5,24.024,MIA,@,NWE,W 31-30,,2.0
20,1999,1999-10-24,6,24.031,MIA,,PHI,W 16-13,,1.5
21,1999,1999-10-31,7,24.038,MIA,@,OAK,W 16-9,,1.0
22,1999,1999-11-07,8,24.045,MIA,,TEN,W 17-0,,
23,1999,1999-11-14,9,24.052,MIA,@,BUF,L 3-23,,
24,1999,1999-11-21,10,24.059,MIA,,NWE,W 27-17,,
25,1999,1999-11-25,11,24.063,MIA,@,DAL,L 0-20,,
26,1999,1999-12-05,12,24.073,MIA,,IND,L 34-37,,
27,1999,1999-12-12,13,24.080,MIA,@,NYJ,L 20-28,,
28,1999,1999-12-19,14,24.087,MIA,,SDG,W 12-9,,0.5
29,1999,1999-12-27,15,24.095,MIA,,NYJ,L 31-38,*,
30,2000,2000-09-10,2,24.353,MIA,@,MIN,L 7-13,,
31,2000,2000-09-17,3,24.360,MIA,,BAL,W 19-6,,
32,2000,2000-09-24,4,25.001,MIA,,NWE,W 10-3,,
33,2000,2000-10-01,5,25.008,MIA,@,CIN,W 31-16,,
34,2000,2000-12-03,13,25.071,MIA,@,BUF,W 33-6,,1.0
35,2000,2000-12-10,14,25.078,MIA,,TAM,L 13-16,,
36,2000,2000-12-17,15,25.085,MIA,,IND,L 13-20,,
37,2000,2000-12-24,16,25.092,MIA,@,NWE,W 27-24,,1.0
38,2001,2001-09-09,1,25.351,MIA,@,TEN,W 31-23,,
39,2001,2001-09-23,2,26.000,MIA,,OAK,W 18-15,,
40,2001,2001-09-30,3,26.007,MIA,@,STL,L 10-42,,
41,2001,2001-10-07,4,26.014,MIA,,NWE,W 30-10,,
42,2001,2001-10-14,5,26.021,MIA,@,NYJ,L 17-21,,1.0
43,2001,2001-10-28,6,26.035,MIA,@,SEA,W 24-20,,1.0
44,2001,2001-11-04,7,26.042,MIA,,CAR,W 23-6,,0.5
45,2001,2001-11-11,8,26.049,MIA,@,IND,W 27-24,,
46,2001,2001-11-18,9,26.056,MIA,,NYJ,L 0-24,,
47,2001,2001-11-25,10,26.063,MIA,@,BUF,W 34-27,,2.0
48,2001,2001-12-02,11,26.070,MIA,,DEN,W 21-10,,1.0
49,2001,2001-12-10,12,26.078,MIA,,IND,W 41-6,,
50,2001,2001-12-16,13,26.084,MIA,@,SFO,L 0-21,,
51,2001,2001-12-22,14,26.090,MIA,@,NWE,L 13-20,,
52,2001,2001-12-30,15,26.098,MIA,,ATL,W 21-14,*,1.0
53,2001,2002-01-06,16,26.105,MIA,,BUF,W 34-7,,
54,2002,2002-09-08,1,26.350,MIN,@,CHI,L 23-27,,
55,2002,2002-09-15,2,26.357,MIN,,BUF,L 39-45,,2.0
56,2002,2002-09-22,3,26.364,MIN,,CAR,L 14-21,,
57,2002,2002-09-29,4,27.006,MIN,@,SEA,L 23-48,,
58,2002,2002-10-13,5,27.020,MIN,,DET,W 31-24,,
59,2002,2002-10-20,6,27.027,MIN,@,NYJ,L 7-20,,
60,2002,2002-10-27,7,27.034,MIN,,CHI,W 25-7,,1.5
61,2002,2002-11-03,8,27.041,MIN,@,TAM,L 24-38,,
62,2002,2002-11-10,9,27.048,MIN,,NYG,L 20-27,,
63,2002,2002-11-17,10,27.055,MIN,,GNB,W 31-21,,
64,2002,2002-11-24,11,27.062,MIN,@,NWE,L 17-24,,
65,2002,2002-12-01,12,27.069,MIN,,ATL,L 24-30,*,
66,2002,2002-12-08,13,27.076,MIN,@,GNB,L 22-26,,
67,2002,2002-12-15,14,27.083,MIN,@,NOR,W 32-31,,
68,2002,2002-12-21,15,27.089,MIN,,MIA,W 20-17,,0.5
69,2002,2002-12-29,16,27.097,MIN,@,DET,W 38-36,,
70,2003,2003-11-23,11,28.061,OAK,@,KAN,L 24-27,,
71,2003,2003-11-30,12,28.068,OAK,,DEN,L 8-22,*,1.0
72,2003,2003-12-07,13,28.075,OAK,@,PIT,L 7-27,*,
73,2003,2003-12-14,14,28.082,OAK,,BAL,W 20-12,,
74,2003,2003-12-22,15,28.090,OAK,,GNB,L 7-41,*,
75,2003,2003-12-28,16,28.096,OAK,@,SDG,L 14-21,*,1.0
76,2004,2004-11-14,9,29.052,NYG,@,ARI,L 14-17,,
77,2004,2004-11-21,10,29.059,NYG,,ATL,L 10-14,,
