ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1991,1991-09-01,1,22.007,PHO,@,RAM,W 24-14,,,,,,
2,1991,1991-09-08,2,22.014,PHO,@,PHI,W 26-10,,,,,,
3,1991,1991-09-15,3,22.021,PHO,@,WAS,L 0-34,,,,,,
4,1991,1991-09-22,4,22.028,PHO,,DAL,L 9-17,,,,,,
5,1991,1991-09-29,5,22.035,PHO,,NWE,W 24-10,,,,,,
6,1991,1991-10-06,6,22.042,PHO,@,NYG,L 9-20,,,,,,
7,1991,1991-10-13,7,22.049,PHO,@,MIN,L 7-34,,,,,,
8,1991,1991-10-20,8,22.056,PHO,,ATL,W 16-10,,,,,,
9,1991,1991-10-27,9,22.063,PHO,,MIN,L 0-28,,,,,,
10,1991,1991-11-03,10,22.070,PHO,@,DAL,L 7-27,,,,,,
11,1991,1991-11-10,11,22.077,PHO,,NYG,L 14-21,,,,,,
12,1991,1991-11-17,12,22.084,PHO,@,SFO,L 10-14,,,,,,
13,1991,1991-11-24,13,22.091,PHO,,PHI,L 14-34,,,,,,
14,1991,1991-12-08,14,22.105,PHO,,WAS,L 14-20,,,,,,
15,1991,1991-12-15,15,22.112,PHO,@,DEN,L 19-24,,,,,,
16,1991,1991-12-22,16,22.119,PHO,,NOR,L 3-27,,,,,,
17,1992,1992-09-06,1,23.012,PHO,@,TAM,L 7-23,,0,0,,0,1.0
18,1992,1992-09-13,2,23.019,PHO,,PHI,L 14-31,,0,0,,0,1.0
19,1992,1992-09-20,3,23.026,PHO,@,DAL,L 20-31,,,,,,
20,1992,1992-10-04,4,23.040,PHO,,WAS,W 27-24,,,,,,
21,1992,1992-10-11,5,23.047,PHO,@,NYG,L 21-31,,0,0,,0,1.0
22,1992,1992-10-18,6,23.054,PHO,,NOR,L 21-30,,,,,,
23,1992,1992-10-25,7,23.061,PHO,@,PHI,L 3-7,,0,0,,0,1.0
24,1992,1992-11-01,8,23.068,PHO,,SFO,W 24-14,,,,,,
25,1992,1992-11-08,9,23.075,PHO,@,RAM,W 20-14,,,,,,
26,1992,1992-11-15,10,23.082,PHO,@,ATL,L 17-20,,0,0,,0,1.0
27,1992,1992-11-22,11,23.089,PHO,,DAL,L 10-16,,,,,,
28,1992,1992-11-29,12,23.096,PHO,@,WAS,L 3-41,,,,,,
29,1992,1992-12-06,13,23.103,PHO,,SDG,L 21-27,,0,0,,0,1.0
30,1992,1992-12-12,14,23.109,PHO,,NYG,W 19-0,,,,,,
31,1992,1992-12-20,15,23.117,PHO,@,IND,L 13-16,,,,,,
32,1993,1993-09-05,1,24.011,PHO,@,PHI,L 17-23,,,,,,
33,1993,1993-09-12,2,24.018,PHO,@,WAS,W 17-10,,,,,,
34,1993,1993-09-19,3,24.025,PHO,,DAL,L 10-17,,,,,,
35,1993,1993-09-26,4,24.032,PHO,@,DET,L 20-26,,,,,,
36,1993,1993-10-10,5,24.046,PHO,,NWE,L 21-23,,,,,,
37,1993,1993-10-17,6,24.053,PHO,,WAS,W 36-6,,,,,,
38,1993,1993-10-24,7,24.060,PHO,@,SFO,L 14-28,,,,,,
39,1993,1993-10-31,8,24.067,PHO,,NOR,L 17-20,,0,0,,0,2.0
40,1993,1993-11-07,9,24.074,PHO,,PHI,W 16-3,,0,0,,0,1.0
41,1993,1993-11-14,10,24.081,PHO,@,DAL,L 15-20,,,,,,
42,1993,1993-11-28,11,24.095,PHO,@,NYG,L 17-19,,,,,,
43,1993,1993-12-05,12,24.102,PHO,,RAM,W 38-10,,,,,,
44,1993,1993-12-12,13,24.109,PHO,,DET,L 14-21,,,,,,
45,1993,1993-12-19,14,24.116,PHO,@,SEA,W 30-27,,,,,,
46,1993,1993-12-26,15,24.123,PHO,,NYG,W 17-6,,,,,,
47,1993,1994-01-02,16,24.130,PHO,@,ATL,W 27-10,,,,,,
48,1994,1994-09-04,1,25.010,NWE,@,MIA,L 35-39,,,,,,
49,1994,1994-09-11,2,25.017,NWE,,BUF,L 35-38,,,,,,
50,1994,1994-09-18,3,25.024,NWE,@,CIN,W 31-28,,0,0,,0,1.0
51,1994,1994-09-25,4,25.031,NWE,@,DET,W 23-17,,,,,,
52,1994,1994-10-02,5,25.038,NWE,,GNB,W 17-16,,0,0,,0,0.5
53,1994,1994-10-09,6,25.045,NWE,,RAI,L 17-21,,,,,,
54,1994,1994-10-16,7,25.052,NWE,@,NYJ,L 17-24,,0,0,,0,0.5
55,1994,1994-10-30,8,25.066,NWE,,MIA,L 3-23,,,,,,
56,1994,1994-11-06,9,25.073,NWE,@,CLE,L 6-13,,0,0,,0,1.0
57,1994,1994-11-13,10,25.080,NWE,,MIN,W 26-20,,,,,,
58,1994,1994-11-20,11,25.087,NWE,,SDG,W 23-17,,0,0,,0,0.5
59,1994,1994-11-27,12,25.094,NWE,@,IND,W 12-10,,,,,,
60,1994,1994-12-04,13,25.101,NWE,,NYJ,W 24-13,,,,,,
61,1994,1994-12-11,14,25.108,NWE,,IND,W 28-13,,0,0,,0,1.5
62,1994,1994-12-18,15,25.115,NWE,@,BUF,W 41-17,,0,0,,0,1.0
63,1994,1994-12-24,16,25.121,NWE,@,CHI,W 13-3,,,,,,
64,1995,1995-09-03,1,26.009,NWE,,CLE,W 17-14,,,,,,
65,1995,1995-10-08,5,26.044,NWE,,DEN,L 3-37,,,,,,
66,1995,1995-10-15,6,26.051,NWE,@,KAN,L 26-31,,0,0,,0,1.0
67,1995,1995-10-23,7,26.059,NWE,,BUF,W 27-14,,,,,,
68,1995,1995-10-29,8,26.065,NWE,,CAR,L 17-20,,,,,,
69,1995,1995-11-05,9,26.072,NWE,@,NYJ,W 20-7,,0,0,,0,1.0
70,1995,1995-11-12,10,26.079,NWE,@,MIA,W 34-17,,,,,,
71,1995,1995-11-19,11,26.086,NWE,,IND,L 10-24,,,,,,
72,1995,1995-11-26,12,26.093,NWE,@,BUF,W 35-25,,,,,,
73,1995,1995-12-03,13,26.100,NWE,,NOR,L 17-31,,,,,,
74,1995,1995-12-10,14,26.107,NWE,,NYJ,W 31-28,,0,0,,0,1.0
75,1995,1995-12-16,15,26.113,NWE,@,PIT,L 27-41,,,,,,
76,1995,1995-12-23,16,26.120,NWE,@,IND,L 7-10,,,,,,
77,1996,1996-09-01,1,27.007,NWE,@,MIA,L 10-24,,,,,,
78,1996,1996-09-08,2,27.014,NWE,@,BUF,L 10-17,,,,,,
79,1996,1996-09-15,3,27.021,NWE,,ARI,W 31-0,,,,,,
80,1996,1996-09-22,4,27.028,NWE,,JAX,W 28-25,,,,,,
81,1996,1996-10-06,5,27.042,BUF,,IND,W 16-13,,,,,,
82,1996,1996-10-13,6,27.049,NWE,,WAS,L 22-27,,,,,,
83,1996,1996-10-20,7,27.056,NWE,@,IND,W 27-9,,0,0,,0,1.0
84,1996,1996-10-27,8,27.063,NWE,,BUF,W 28-25,,,,,,
85,1996,1996-11-03,9,27.070,NWE,,MIA,W 42-23,,,,,,
86,1996,1996-11-10,10,27.077,NWE,@,NYJ,W 31-27,,,,,,
87,1996,1996-11-17,11,27.084,NWE,,DEN,L 8-34,,,,,,
88,1996,1996-11-24,12,27.091,NWE,,IND,W 27-13,,,,,,
89,1996,1996-12-01,13,27.098,NWE,@,SDG,W 45-7,,,,,,
90,1996,1996-12-08,14,27.105,NWE,,NYJ,W 34-10,,,,,,
91,1996,1996-12-15,15,27.112,NWE,@,DAL,L 6-12,,,,,,
92,1996,1996-12-21,16,27.118,NWE,@,NYG,W 23-22,,0,0,,0,1.0
93,1997,1997-08-31,1,28.006,NWE,,SDG,W 41-7,,0,0,,0,2.0
94,1997,1997-09-07,2,28.013,NWE,@,IND,W 31-6,,,,,,
95,1997,1997-09-14,3,28.020,NWE,,NYJ,W 27-24,,,,,,
96,1997,1997-09-21,4,28.027,NWE,,CHI,W 31-3,,,,,,
97,1997,1997-10-06,5,28.042,NWE,@,DEN,L 13-34,,,,,,
98,1997,1997-10-12,6,28.048,NWE,,BUF,W 33-6,,,,,,
99,1997,1997-10-19,7,28.055,NWE,@,NYJ,L 19-24,,,,,,
100,1997,1997-10-27,8,28.063,NWE,,GNB,L 10-28,,,,,,
101,1997,1997-11-02,9,28.069,NWE,@,MIN,L 18-23,,,,,,
102,1997,1997-11-09,10,28.076,NWE,@,BUF,W 31-10,,,,,,
103,1997,1997-11-16,11,28.083,NWE,@,TAM,L 7-27,,,,,,
104,1997,1997-11-23,12,28.090,NWE,,MIA,W 27-24,,0,0,,0,1.0
105,1997,1997-11-30,13,28.097,NWE,,IND,W 20-17,,0,0,,0,1.0
106,1997,1997-12-07,14,28.104,NWE,@,JAX,W 26-20,,,,,,
107,1997,1997-12-13,15,28.110,NWE,,PIT,L 21-24,,,,,,
108,1997,1997-12-22,16,28.119,NWE,@,MIA,W 14-12,,,,,,
109,1998,1998-09-06,1,29.012,STL,,NOR,L 17-24,,,,,,
110,1998,1998-09-13,2,29.019,STL,,MIN,L 31-38,,0,0,,0,1.0
111,1998,1998-09-20,3,29.026,STL,@,BUF,W 34-33,,,,,,
112,1998,1998-09-27,4,29.033,STL,,ARI,L 17-20,,,,,,
113,1998,1998-10-11,5,29.047,STL,,NYJ,W 30-10,,0,0,,0,0.5
114,1998,1998-10-18,6,29.054,STL,@,MIA,L 0-14,,,,,,
115,1998,1998-10-25,7,29.061,STL,,SFO,L 10-28,,,,,,
116,1998,1998-11-01,8,29.068,STL,@,ATL,L 15-37,,,,,,
117,1998,1998-11-08,9,29.075,STL,@,CHI,W 20-12,,,,,,
118,1998,1998-11-15,10,29.082,STL,@,NOR,L 3-24,,,,,,
119,1998,1998-11-22,11,29.089,STL,,CAR,L 20-24,,,,,,
120,1998,1998-11-29,12,29.096,STL,,ATL,L 10-21,,,,,,
121,1998,1998-12-03,13,29.100,STL,@,PHI,L 14-17,,,,,,
122,1998,1998-12-13,14,29.110,STL,,NWE,W 32-18,,1,2,2.00,0,0.0
123,1998,1998-12-20,15,29.117,STL,@,CAR,L 13-20,,0,0,,0,1.0
124,1998,1998-12-27,16,29.124,STL,@,SFO,L 19-38,,,,,,
125,1999,1999-09-12,1,30.018,TEN,,CIN,W 36-35,*,,,,,
126,1999,1999-09-19,2,30.025,TEN,,CLE,W 26-9,*,,,,,
127,1999,1999-09-26,3,30.032,TEN,@,JAX,W 20-19,*,,,,,
128,1999,1999-11-14,9,30.081,TEN,@,CIN,W 24-14,,,,,,
129,1999,1999-11-21,10,30.088,TEN,,PIT,W 16-10,,0,0,,0,1.0
130,1999,1999-11-28,11,30.095,TEN,@,CLE,W 33-21,,,,,,
131,1999,1999-12-05,12,30.102,TEN,@,BAL,L 14-41,,,,,,
132,1999,1999-12-09,13,30.106,TEN,,OAK,W 21-14,,,,,,
133,1999,1999-12-19,14,30.116,TEN,,ATL,W 30-17,,,,,,
134,1999,1999-12-26,15,30.123,TEN,,JAX,W 41-14,,,,,,
135,1999,2000-01-02,16,30.130,TEN,@,PIT,W 47-36,,,,,,
