ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-09-16,3,24.006,MIN,,ATL,W 27-20,0,0,,0
2,1984,1984-09-30,5,24.020,MIN,,SEA,L 12-20,0,0,,0
3,1984,1984-10-07,6,24.027,MIN,@,TAM,L 31-35,0,0,,0
4,1984,1984-10-14,7,24.034,MIN,@,RAI,L 20-23,0,0,,0
5,1984,1984-10-21,8,24.041,MIN,,DET,L 14-16,0,0,,0
6,1984,1984-10-28,9,24.048,MIN,@,CHI,L 7-16,0,0,,0
7,1984,1984-11-04,10,24.055,MIN,,TAM,W 27-24,0,0,,0
8,1984,1984-11-11,11,24.062,MIN,@,GNB,L 17-45,0,0,,0
9,1984,1984-11-18,12,24.069,MIN,@,DEN,L 21-42,1,14,14.00,0
10,1984,1984-11-25,13,24.076,MIN,,CHI,L 3-34,0,0,,0
11,1984,1984-11-29,14,24.080,MIN,,WAS,L 17-31,0,0,,0
12,1984,1984-12-08,15,24.089,MIN,@,SFO,L 7-51,0,0,,0
13,1984,1984-12-16,16,24.097,MIN,,GNB,L 14-38,1,7,7.00,0
14,1985,1985-09-08,1,24.363,MIN,,SFO,W 28-21,0,0,,0
15,1985,1985-09-15,2,25.005,MIN,@,TAM,W 31-16,2,31,15.50,0
16,1985,1985-09-19,3,25.009,MIN,,CHI,L 24-33,0,0,,0
17,1985,1985-09-29,4,25.019,MIN,@,BUF,W 27-20,0,0,,0
18,1985,1985-10-06,5,25.026,MIN,@,RAM,L 10-13,0,0,,0
19,1985,1985-10-13,6,25.033,MIN,@,GNB,L 17-20,0,3,,0
20,1985,1985-10-20,7,25.040,MIN,,SDG,W 21-17,0,0,,0
21,1985,1985-10-27,8,25.047,MIN,@,CHI,L 9-27,1,9,9.00,0
22,1985,1985-11-03,9,25.054,MIN,,DET,W 16-13,0,0,,0
23,1985,1985-11-10,10,25.061,MIN,,GNB,L 17-27,1,18,18.00,0
24,1985,1985-11-24,12,25.075,GNB,@,RAM,L 17-34,,,,
25,1985,1985-12-01,13,25.082,GNB,,TAM,W 21-0,,,,
26,1985,1985-12-08,14,25.089,GNB,,MIA,L 24-34,,,,
27,1987,1987-10-04,3,27.024,NYJ,,DAL,L 24-38,,,,
