ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.161,DAL,,TAM,L 6-10,,,,
2,2001,2001-09-23,2,23.175,DAL,,SDG,L 21-32,,,,
3,2001,2001-09-30,3,23.182,DAL,@,PHI,L 18-40,,,,
4,2001,2001-10-07,4,23.189,DAL,@,OAK,L 21-28,,,,
5,2001,2001-10-15,5,23.197,DAL,,WAS,W 9-7,,,,
6,2001,2001-10-28,6,23.210,DAL,,ARI,W 17-3,,,,
7,2001,2001-11-04,7,23.217,DAL,@,NYG,L 24-27,,,,
8,2001,2001-11-11,8,23.224,DAL,@,ATL,L 13-20,,,,
9,2001,2001-11-18,9,23.231,DAL,,PHI,L 3-36,,,,
10,2001,2001-11-22,10,23.235,DAL,,DEN,L 24-26,,,,
11,2001,2001-12-02,11,23.245,DAL,@,WAS,W 20-14,,,,
12,2001,2001-12-09,12,23.252,DAL,,NYG,W 20-13,,,,
13,2001,2001-12-16,13,23.259,DAL,@,SEA,L 3-29,,,,
14,2001,2001-12-23,14,23.266,DAL,@,ARI,L 10-17,,,,
15,2001,2001-12-30,15,23.273,DAL,,SFO,W 27-21,,,,
16,2001,2002-01-06,16,23.280,DAL,@,DET,L 10-15,,,,
17,2002,2002-09-08,1,24.160,HOU,,DAL,W 19-10,,,,
18,2002,2002-09-15,2,24.167,HOU,@,SDG,L 3-24,,,,
19,2002,2002-09-22,3,24.174,HOU,,IND,L 3-23,,,,
20,2002,2002-09-29,4,24.181,HOU,@,PHI,L 17-35,,,,
21,2002,2002-11-03,8,24.216,HOU,,CIN,L 3-38,,,,
22,2002,2002-11-10,9,24.223,HOU,@,TEN,L 10-17,,,,
23,2002,2002-11-17,10,24.230,HOU,,JAX,L 21-24,,,,
24,2002,2002-11-24,11,24.237,HOU,,NYG,W 16-14,,,,
25,2002,2002-12-01,12,24.244,HOU,@,IND,L 3-19,,,,
26,2002,2002-12-08,13,24.251,HOU,@,PIT,W 24-6,,,,
27,2002,2002-12-15,14,24.258,HOU,,BAL,L 19-23,,,,
28,2002,2002-12-22,15,24.265,HOU,@,WAS,L 10-26,,,,
29,2002,2002-12-29,16,24.272,HOU,,TEN,L 3-13,,,,
30,2003,2003-09-07,1,25.159,HOU,@,MIA,W 21-20,,,,
31,2003,2003-09-14,2,25.166,HOU,@,NOR,L 10-31,,,,
32,2003,2003-09-21,3,25.173,HOU,,KAN,L 14-42,,,,
33,2003,2003-09-28,4,25.180,HOU,,JAX,W 24-20,,,,
34,2003,2003-10-12,5,25.194,HOU,@,TEN,L 17-38,,,,
35,2003,2003-10-19,6,25.201,HOU,,NYJ,L 14-19,,,,
36,2003,2003-11-16,10,25.229,HOU,@,BUF,W 12-10,,,,
37,2003,2003-11-23,11,25.236,HOU,,NWE,L 20-23,,,,
38,2003,2003-11-30,12,25.243,HOU,,ATL,W 17-13,,,,
39,2003,2003-12-07,13,25.250,HOU,@,JAX,L 0-27,,,,
40,2003,2003-12-14,14,25.257,HOU,@,TAM,L 3-16,,,,
41,2003,2003-12-21,15,25.264,HOU,,TEN,L 24-27,,,,
42,2003,2003-12-28,16,25.271,HOU,,IND,L 17-20,,,,
43,2004,2004-09-12,1,26.164,HOU,,SDG,L 20-27,,,,
44,2004,2004-09-19,2,26.171,HOU,@,DET,L 16-28,,,,
45,2004,2004-09-26,3,26.178,HOU,@,KAN,W 24-21,,,,
46,2004,2004-10-03,4,26.185,HOU,,OAK,W 30-17,,,,
47,2004,2004-10-10,5,26.192,HOU,,MIN,L 28-34,,,,
48,2004,2004-10-17,6,26.199,HOU,@,TEN,W 20-10,,,,
49,2004,2004-10-31,7,26.213,HOU,,JAX,W 20-6,,,,
50,2004,2004-11-07,8,26.220,HOU,@,DEN,L 13-31,,,,
51,2004,2004-11-14,9,26.227,HOU,@,IND,L 14-49,,,,
52,2005,2005-09-11,1,27.163,HOU,@,BUF,L 7-22,,,,
53,2005,2005-09-18,2,27.170,HOU,,PIT,L 7-27,,,,
54,2005,2005-10-02,3,27.184,HOU,@,CIN,L 10-16,,,,
55,2005,2005-10-09,4,27.191,HOU,,TEN,L 20-34,,,,
56,2005,2005-10-16,5,27.198,HOU,@,SEA,L 10-42,,,,
57,2005,2005-10-23,6,27.205,HOU,,IND,L 20-38,,,,
58,2005,2005-10-30,7,27.212,HOU,,CLE,W 19-16,,,,
59,2005,2005-11-06,8,27.219,HOU,@,JAX,L 14-21,,,,
60,2005,2005-11-13,9,27.226,HOU,@,IND,L 17-31,,,,
61,2005,2005-11-20,10,27.233,HOU,,KAN,L 17-45,,,,
62,2005,2005-11-27,11,27.240,HOU,,STL,L 27-33,,,,
63,2005,2005-12-04,12,27.247,HOU,@,BAL,L 15-16,,,,
64,2005,2005-12-11,13,27.254,HOU,@,TEN,L 10-13,,,,
65,2005,2005-12-18,14,27.261,HOU,,ARI,W 30-19,,,,
66,2005,2005-12-24,15,27.267,HOU,,JAX,L 20-38,,,,
67,2005,2006-01-01,16,27.275,HOU,@,SFO,L 17-20,,,,
68,2006,2006-09-10,1,28.162,NYG,,IND,L 21-26,,,,
69,2006,2006-09-17,2,28.169,NYG,@,PHI,W 30-24,,,,
70,2006,2006-09-24,3,28.176,NYG,@,SEA,L 30-42,,,,
71,2006,2006-10-08,4,28.190,NYG,,WAS,W 19-3,,,,
72,2006,2006-10-15,5,28.197,NYG,@,ATL,W 27-14,*,,,
73,2006,2006-10-29,7,28.211,NYG,,TAM,W 17-3,,,,
74,2006,2006-11-05,8,28.218,NYG,,HOU,W 14-10,,,,
75,2006,2006-11-12,9,28.225,NYG,,CHI,L 20-38,,,,
76,2006,2006-11-20,10,28.233,NYG,@,JAX,L 10-26,,,,
77,2006,2006-11-26,11,28.239,NYG,@,TEN,L 21-24,,,,
78,2006,2006-12-03,12,28.246,NYG,,DAL,L 20-23,,,,
79,2006,2006-12-10,13,28.253,NYG,@,CAR,W 27-13,,,,
80,2006,2006-12-17,14,28.260,NYG,,PHI,L 22-36,,,,
81,2006,2006-12-24,15,28.267,NYG,,NOR,L 7-30,,,,
82,2006,2006-12-30,16,28.273,NYG,@,WAS,W 34-28,,1,-7,0
