ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,23.021,GNB,@,MIN,W 23-16,2,13,6.50,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,1987,1987-10-11,4,23.028,GNB,,DET,L 16-19,3,27,9.00,0,1,2,2.00,0,0,0,,0,3,35,11.67,0,0,0
3,1987,1987-10-18,5,23.035,GNB,,PHI,W 16-10,2,29,14.50,0,0,0,,0,1,9,9.00,0,2,36,18.00,0,0,0
4,1987,1987-11-29,11,23.077,GNB,@,CHI,L 10-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
5,1987,1987-12-06,12,23.084,GNB,,SFO,L 12-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
6,1987,1987-12-13,13,23.091,GNB,,MIN,W 16-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
7,1987,1987-12-19,14,23.097,GNB,@,NYG,L 10-20,1,10,10.00,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
8,1987,1987-12-27,15,23.105,GNB,@,NOR,L 24-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
9,1988,1988-09-04,1,23.357,GNB,,RAM,L 7-34,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
10,1988,1988-09-11,2,23.364,GNB,,TAM,L 10-13,0,0,,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
11,1988,1988-09-18,3,24.005,GNB,@,MIA,L 17-24,4,34,8.50,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
12,1988,1988-09-25,4,24.012,GNB,,CHI,L 6-24,1,22,22.00,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
13,1988,1988-10-02,5,24.019,GNB,@,TAM,L 24-27,4,70,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1988,1988-10-09,6,24.026,GNB,,NWE,W 45-3,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
15,1988,1988-10-16,7,24.033,GNB,@,MIN,W 34-14,0,0,,0,,,,,0,0,,0,,,,,,
16,1988,1988-10-23,8,24.040,GNB,,WAS,L 17-20,0,0,,0,,,,,0,0,,0,,,,,,
17,1988,1988-10-30,9,24.047,GNB,@,BUF,L 0-28,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
18,1988,1988-11-06,10,24.054,GNB,@,ATL,L 0-20,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
19,1988,1988-11-13,11,24.061,GNB,,IND,L 13-20,3,40,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1988,1988-11-20,12,24.068,GNB,,DET,L 9-19,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1988,1988-11-27,13,24.075,GNB,@,CHI,L 0-16,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1988,1988-12-04,14,24.082,GNB,@,DET,L 14-30,1,7,7.00,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
23,1988,1988-12-11,15,24.089,GNB,,MIN,W 18-6,1,11,11.00,1,0,0,,0,2,19,9.50,0,0,0,,0,1,6
24,1988,1988-12-18,16,24.096,GNB,@,PHO,W 26-17,1,17,17.00,0,0,0,,0,2,33,16.50,0,0,0,,0,0,0
