ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-11-18,12,23.024,TAM,,NYG,W 31-3,,,,,,
2,1979,1979-11-25,13,23.031,TAM,,MIN,L 22-23,,,,,,
3,1979,1979-12-02,14,23.038,TAM,,CHI,L 0-14,,,,,,
4,1979,1979-12-09,15,23.045,TAM,@,SFO,L 7-23,,,,,,
5,1979,1979-12-16,16,23.052,TAM,,KAN,W 3-0,,,,,,
6,1980,1980-09-07,1,23.318,TAM,@,CIN,W 17-12,,,,,,
7,1980,1980-09-11,2,23.322,TAM,,RAM,W 10-9,,,,,,
8,1980,1980-09-21,3,23.332,TAM,@,DAL,L 17-28,,,,,,
9,1980,1980-09-28,4,23.339,TAM,,CLE,L 27-34,,,,,,
10,1980,1980-10-06,5,23.347,TAM,@,CHI,L 0-23,,,,,,
11,1980,1980-10-12,6,23.353,TAM,,GNB,T 14-14,,,,,,
12,1980,1980-10-19,7,23.360,TAM,@,HOU,L 14-20,,,,,,
13,1980,1980-10-26,8,24.001,TAM,@,SFO,W 24-23,,,,,,
14,1980,1980-11-02,9,24.008,TAM,,NYG,W 30-13,,,,,,
15,1980,1980-11-09,10,24.015,TAM,,PIT,L 21-24,,,,,,
16,1980,1980-11-16,11,24.022,TAM,@,MIN,L 30-38,,,,,,
17,1980,1980-11-23,12,24.029,TAM,,DET,L 10-24,,,,,,
18,1980,1980-11-30,13,24.036,TAM,@,GNB,W 20-17,,,,,,
19,1980,1980-12-07,14,24.043,TAM,,MIN,L 10-21,,,,,,
20,1980,1980-12-14,15,24.050,TAM,@,DET,L 14-27,,,,,,
21,1980,1980-12-20,16,24.056,TAM,,CHI,L 13-14,,,,,,
22,1981,1981-09-05,1,24.315,TAM,,MIN,W 21-13,,,,,,
23,1981,1981-09-13,2,24.323,TAM,@,KAN,L 10-19,,,,,,
24,1981,1981-09-20,3,24.330,TAM,@,CHI,L 17-28,,,,,,
25,1981,1981-09-27,4,24.337,TAM,,STL,W 20-10,,,,,,
26,1981,1981-10-04,5,24.344,TAM,,DET,W 28-10,,,,,,
27,1981,1981-10-11,6,24.351,TAM,@,GNB,W 21-10,,,,,,
28,1981,1981-10-18,7,24.358,TAM,@,OAK,L 16-18,,,,,,
29,1981,1981-10-25,8,25.000,TAM,@,PHI,L 10-20,,,,,,
30,1981,1981-11-01,9,25.007,TAM,,CHI,W 20-10,,,,,,
31,1981,1981-11-08,10,25.014,TAM,@,MIN,L 10-25,,,,,,
32,1981,1981-11-15,11,25.021,TAM,,DEN,L 7-24,,,,,,
33,1981,1981-11-22,12,25.028,TAM,,GNB,W 37-3,,,,,,
34,1981,1981-11-29,13,25.035,TAM,@,NOR,W 31-14,,,,,,
