ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-15,1,22.241,OAK,@,BUF,W 48-6,3,11,3.67,0,0,0,,0,1,24,24.00,0,0,0
2,1968,1968-09-29,3,22.255,OAK,@,HOU,W 24-15,0,0,,0,0,0,,0,2,37,18.50,0,0,0
3,1968,1968-10-06,4,22.262,OAK,,BOS,W 41-10,6,30,5.00,0,1,14,14.00,0,0,0,,0,0,0
4,1968,1968-10-13,5,22.269,OAK,,SDG,L 14-23,0,0,,0,1,17,17.00,0,1,23,23.00,0,0,0
5,1968,1968-10-27,7,22.283,OAK,,CIN,W 31-10,5,48,9.60,0,3,20,6.67,0,0,0,,0,0,0
6,1968,1968-11-03,8,22.290,OAK,,KAN,W 38-21,9,6,0.67,0,2,63,31.50,0,1,5,5.00,0,0,0
7,1968,1968-11-10,9,22.297,OAK,@,DEN,W 43-7,15,96,6.40,1,2,0,0.00,0,0,0,,0,1,6
8,1968,1968-11-17,10,22.304,OAK,,NYJ,W 43-32,10,53,5.30,1,4,76,19.00,1,3,78,26.00,0,2,12
9,1968,1968-11-24,11,22.311,OAK,@,CIN,W 34-0,16,118,7.38,2,2,31,15.50,0,0,0,,0,2,12
10,1968,1968-11-28,12,22.315,OAK,,BUF,W 13-10,12,54,4.50,0,0,0,,0,0,0,,0,0,0
11,1968,1968-12-08,13,22.325,OAK,,DEN,W 33-27,6,78,13.00,1,2,21,10.50,0,0,0,,0,1,6
12,1968,1968-12-15,14,22.332,OAK,@,SDG,W 34-27,13,10,0.77,0,5,79,15.80,1,0,0,,0,1,6
13,1969,1969-09-14,1,23.239,OAK,,HOU,W 21-17,18,80,4.44,2,2,10,5.00,0,2,58,29.00,0,2,12
14,1969,1969-09-20,2,23.245,OAK,,MIA,W 20-17,18,67,3.72,0,3,16,5.33,0,0,0,,0,0,0
15,1969,1969-09-28,3,23.253,OAK,@,BOS,W 38-23,15,78,5.20,0,2,25,12.50,0,1,25,25.00,0,0,0
16,1969,1969-10-04,4,23.259,OAK,@,MIA,T 20-20,11,50,4.55,0,1,7,7.00,0,1,41,41.00,0,0,0
17,1969,1969-10-12,5,23.267,OAK,@,DEN,W 24-14,17,42,2.47,0,1,8,8.00,0,0,0,,0,0,0
18,1969,1969-10-19,6,23.274,OAK,,BUF,W 50-21,7,12,1.71,0,5,45,9.00,0,3,63,21.00,0,0,0
19,1969,1969-10-26,7,23.281,OAK,@,SDG,W 24-12,10,25,2.50,0,2,11,5.50,0,2,47,23.50,0,0,0
20,1969,1969-11-02,8,23.288,OAK,@,CIN,L 17-31,3,20,6.67,0,2,27,13.50,0,0,0,,0,0,0
