ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,25.000,DEN,,HOU,L 10-40,0,0,,0,4,91,22.75,0,1,0,0.00,0,0,0
2,1987,1987-10-12,4,25.008,DEN,,RAI,W 30-14,0,0,,0,2,52,26.00,0,2,20,10.00,0,0,0
3,1987,1987-10-18,5,25.014,DEN,@,KAN,W 26-17,6,87,14.50,1,3,91,30.33,0,6,112,18.67,0,1,6
