ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2002,2002-09-22,3,21.347,SEA,@,NYG,L 6-9,,,,
2,2002,2002-09-29,4,21.354,SEA,,MIN,W 48-23,,,,
3,2002,2002-10-14,5,22.004,SEA,,SFO,L 21-28,,,,
4,2002,2002-10-20,6,22.010,SEA,@,STL,L 20-37,,,,
5,2002,2002-10-27,7,22.017,SEA,@,DAL,W 17-14,,,,
6,2002,2002-11-03,8,22.024,SEA,,WAS,L 3-14,,,,
7,2002,2002-11-10,9,22.031,SEA,@,ARI,W 27-6,,,,
8,2002,2002-11-17,10,22.038,SEA,,DEN,L 9-31,,,,
9,2002,2002-11-24,11,22.045,SEA,,KAN,W 39-32,,,,
10,2002,2002-12-01,12,22.052,SEA,@,SFO,L 24-31,,,,
11,2002,2002-12-08,13,22.059,SEA,,PHI,L 20-27,,,,
12,2002,2002-12-15,14,22.066,SEA,@,ATL,W 30-24,,,,
13,2002,2002-12-22,15,22.073,SEA,,STL,W 30-10,,,,
14,2002,2002-12-29,16,22.080,SEA,@,SDG,W 31-28,,,,
15,2004,2004-09-12,1,23.338,SEA,@,NOR,W 21-7,*,,,
16,2004,2004-09-19,2,23.345,SEA,@,TAM,W 10-6,*,,,
17,2004,2004-09-26,3,23.352,SEA,,SFO,W 34-0,*,,,
18,2004,2004-10-10,4,24.000,SEA,,STL,L 27-33,*,,,
19,2004,2004-10-17,5,24.007,SEA,@,NWE,L 20-30,*,,,
20,2004,2004-10-24,6,24.014,SEA,@,ARI,L 17-25,*,,,
21,2004,2004-10-31,7,24.021,SEA,,CAR,W 23-17,*,,,
22,2004,2004-11-07,8,24.028,SEA,@,SFO,W 42-27,*,,,
23,2004,2004-11-14,9,24.035,SEA,@,STL,L 12-23,*,,,
24,2004,2004-11-21,10,24.042,SEA,,MIA,W 24-17,*,,,
25,2004,2004-11-28,11,24.049,SEA,,BUF,L 9-38,*,,,
26,2004,2004-12-06,12,24.057,SEA,,DAL,L 39-43,*,1,10,0
27,2004,2004-12-19,14,24.070,SEA,@,NYJ,L 14-37,,,,
28,2004,2004-12-26,15,24.077,SEA,,ARI,W 24-21,,,,
29,2004,2005-01-02,16,24.084,SEA,,ATL,W 28-26,,,,
