ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-02,1,22.267,NYG,@,TAM,W 19-13,2,-7,-3.50,0,1,6,0.0,1,32,1
2,1978,1978-09-10,2,22.275,NYG,,DAL,L 24-34,0,0,,0,0,0,0.0,1,26,0
3,1978,1978-09-17,3,22.282,NYG,,KAN,W 26-10,0,0,,0,0,0,0.0,1,0,0
4,1978,1978-09-24,4,22.289,NYG,,SFO,W 27-10,1,8,8.00,0,0,0,0.0,1,5,0
5,1978,1978-10-08,6,22.303,NYG,@,DAL,L 3-24,,,,,,,,,,
6,1978,1978-10-15,7,22.310,NYG,,TAM,W 17-14,,,,,,,,,,
7,1978,1978-10-22,8,22.317,NYG,,WAS,W 17-6,,,,,,,,,,
8,1978,1978-10-29,9,22.324,NYG,@,NOR,L 17-28,,,,,,,,,,
9,1978,1978-11-05,10,22.331,NYG,@,STL,L 10-20,,,,,,,,,,
10,1978,1978-11-12,11,22.338,NYG,@,WAS,L 13-16,,,,,,,,,,
11,1978,1978-11-19,12,22.345,NYG,,PHI,L 17-19,1,0,0.00,0,0,0,0.0,0,0,0
12,1978,1978-11-26,13,22.352,NYG,@,BUF,L 17-41,0,0,,0,0,0,0.0,1,0,0
13,1978,1978-12-03,14,22.359,NYG,,RAM,L 17-20,,,,,,,,,,
14,1978,1978-12-10,15,23.001,NYG,,STL,W 17-0,0,0,,0,0,0,0.0,1,51,0
15,1978,1978-12-17,16,23.008,NYG,@,PHI,L 3-20,0,0,,0,0,0,0.0,1,1,0
16,1979,1979-09-02,1,23.267,NYG,@,PHI,L 17-23,,,,,,,,,,
17,1979,1979-09-09,2,23.274,NYG,,STL,L 14-27,,,,,,,,,,
18,1979,1979-09-17,3,23.282,NYG,@,WAS,L 0-27,,,,,,,,,,
19,1979,1979-09-23,4,23.288,NYG,,PHI,L 13-17,,,,,,,,,,
20,1979,1979-09-30,5,23.295,NYG,@,NOR,L 14-24,,,,,,,,,,
21,1979,1979-10-07,6,23.302,NYG,,TAM,W 17-14,1,5,5.00,0,0,0,0.0,1,0,0
22,1979,1979-10-14,7,23.309,NYG,,SFO,W 32-16,,,,,,,,,,
23,1979,1979-10-21,8,23.316,NYG,@,KAN,W 21-17,0,0,,0,0,0,0.0,1,10,0
24,1979,1979-10-28,9,23.323,NYG,@,RAM,W 20-14,,,,,,,,,,
25,1979,1979-11-04,10,23.330,NYG,,DAL,L 14-16,,,,,,,,,,
26,1979,1979-11-11,11,23.337,NYG,,ATL,W 24-3,0,0,,0,0,0,0.0,1,0,0
27,1979,1979-11-18,12,23.344,NYG,@,TAM,L 3-31,,,,,,,,,,
28,1979,1979-11-25,13,23.351,NYG,,WAS,W 14-6,,,,,,,,,,
29,1979,1979-12-02,14,23.358,NYG,@,DAL,L 7-28,,,,,,,,,,
30,1979,1979-12-09,15,24.000,NYG,@,STL,L 20-29,,,,,,,,,,
31,1979,1979-12-16,16,24.007,NYG,,BAL,L 7-31,,,,,,,,,,
32,1980,1980-09-07,1,24.273,NYG,@,STL,W 41-35,0,0,,0,0,0,0.0,1,5,0
33,1980,1980-09-14,2,24.280,NYG,,WAS,L 21-23,,,,,,,,,,
34,1980,1980-09-22,3,24.288,NYG,@,PHI,L 3-35,,,,,,,,,,
35,1980,1980-09-28,4,24.294,NYG,,RAM,L 7-28,,,,,,,,,,
36,1980,1980-10-05,5,24.301,NYG,@,DAL,L 3-24,,,,,,,,,,
37,1980,1980-10-12,6,24.308,NYG,,PHI,L 16-31,,,,,,,,,,
38,1980,1980-10-19,7,24.315,NYG,@,SDG,L 7-44,,,,,,,,,,
39,1980,1980-10-26,8,24.322,NYG,,DEN,L 9-14,,,,,,,,,,
40,1981,1981-09-06,1,25.271,NYG,,PHI,L 10-24,0,0,,0,0,0,0.0,1,25,0
41,1981,1981-09-13,2,25.278,NYG,@,WAS,W 17-7,0,0,,0,,,,,,
42,1981,1981-09-20,3,25.285,NYG,,NOR,W 20-7,0,0,,0,,,,,,
43,1981,1981-09-27,4,25.292,NYG,@,DAL,L 10-18,0,0,,0,,,,,,
44,1981,1981-10-04,5,25.299,NYG,,GNB,L 14-27,0,0,,0,,,,,,
45,1981,1981-10-11,6,25.306,NYG,,STL,W 34-14,0,0,,0,,,,,,
46,1981,1981-10-18,7,25.313,NYG,@,SEA,W 32-0,0,0,,0,,,,,,
47,1981,1981-10-25,8,25.320,NYG,@,ATL,W 27-24,0,0,,0,,,,,,
48,1981,1981-11-01,9,25.327,NYG,,NYJ,L 7-26,0,0,,0,,,,,,
49,1981,1981-11-08,10,25.334,NYG,@,GNB,L 24-26,0,0,,0,0,0,0.0,1,0,0
50,1981,1981-11-15,11,25.341,NYG,,WAS,L 27-30,0,0,,0,,,,,,
51,1981,1981-11-22,12,25.348,NYG,@,PHI,W 20-10,0,0,,0,1,6,0.0,1,32,1
52,1981,1981-11-29,13,25.355,NYG,@,SFO,L 10-17,1,1,1.00,0,0,0,0.0,0,0,0
53,1981,1981-12-06,14,25.362,NYG,,RAM,W 10-7,0,0,,0,,,,,,
54,1981,1981-12-13,15,26.004,NYG,@,STL,W 20-10,1,21,21.00,0,0,0,0.0,0,0,0
55,1981,1981-12-19,16,26.010,NYG,,DAL,W 13-10,0,0,,0,,,,,,
56,1982,1982-09-12,1,26.277,NYG,,ATL,L 14-16,0,0,,0,0,0,1.0,0,0,0
57,1982,1982-11-21,3,26.347,NYG,,WAS,L 17-27,,,,,,,,,,
58,1982,1982-11-25,4,26.351,NYG,@,DET,W 13-6,0,0,,0,0,0,0.0,1,24,0
59,1982,1982-12-05,5,26.361,NYG,,HOU,W 17-14,,,,,,,,,,
60,1982,1982-12-11,6,27.002,NYG,,PHI,W 23-7,0,0,,0,0,0,0.0,2,37,0
61,1982,1982-12-19,7,27.010,NYG,@,WAS,L 14-15,0,0,,0,0,0,0.0,1,14,0
62,1982,1982-12-26,8,27.017,NYG,@,STL,L 21-24,,,,,,,,,,
63,1982,1983-01-02,9,27.024,NYG,@,PHI,W 26-24,,,,,,,,,,
64,1983,1983-09-04,1,27.269,NYG,,RAM,L 6-16,0,0,,0,0,0,0.0,1,0,0
65,1983,1983-09-11,2,27.276,NYG,@,ATL,W 16-13,,,,,,,,,,
66,1983,1983-09-18,3,27.283,NYG,@,DAL,L 13-28,,,,,,,,,,
67,1983,1983-09-26,4,27.291,NYG,,GNB,W 27-3,,,,,,,,,,
68,1983,1983-10-30,9,27.325,NYG,,DAL,L 20-38,,,,,,,,,,
69,1983,1983-11-07,10,27.333,NYG,@,DET,L 9-15,0,0,,0,0,0,0.0,2,17,0
70,1983,1983-11-13,11,27.339,NYG,,WAS,L 17-33,,,,,,,,,,
71,1983,1983-11-20,12,27.346,NYG,@,PHI,W 23-0,,,,,,,,,,
72,1983,1983-11-27,13,27.353,NYG,@,RAI,L 12-27,,,,,,,,,,
73,1983,1983-12-04,14,27.360,NYG,,STL,L 6-10,0,0,,0,0,0,0.0,1,1,0
74,1983,1983-12-11,15,28.002,NYG,,SEA,L 12-17,,,,,,,,,,
75,1983,1983-12-17,16,28.008,NYG,@,WAS,L 22-31,0,0,,0,0,0,0.0,2,2,0
76,1984,1984-09-03,1,28.269,SEA,,CLE,W 33-0,,,,,,,,,,
77,1984,1984-09-09,2,28.275,SEA,,SDG,W 31-17,,,,,,,,,,
78,1984,1984-09-16,3,28.282,SEA,@,NWE,L 23-38,,,,,,,,,,
79,1984,1984-09-23,4,28.289,SEA,,CHI,W 38-9,0,0,,0,1,6,0.0,1,62,1
80,1984,1984-09-30,5,28.296,SEA,@,MIN,W 20-12,,,,,,,,,,
81,1984,1984-10-07,6,28.303,SEA,@,RAI,L 14-28,,,,,,,,,,
82,1984,1984-10-14,7,28.310,SEA,,BUF,W 31-28,0,0,,0,0,0,0.0,1,16,0
83,1984,1984-10-21,8,28.317,SEA,@,GNB,W 30-24,0,0,,0,0,0,0.0,1,0,0
84,1984,1984-10-29,9,28.325,SEA,@,SDG,W 24-0,,,,,,,,,,
85,1984,1984-11-04,10,28.331,SEA,,KAN,W 45-0,,,,,,,,,,
86,1984,1984-11-12,11,28.339,SEA,,RAI,W 17-14,,,,,,,,,,
87,1984,1984-11-18,12,28.345,SEA,@,CIN,W 26-6,,,,,,,,,,
88,1984,1984-11-25,13,28.352,SEA,@,DEN,W 27-24,,,,,,,,,,
89,1984,1984-12-02,14,28.359,SEA,,DET,W 38-17,0,0,,0,0,0,0.0,1,0,0
90,1984,1984-12-09,15,29.000,SEA,@,KAN,L 7-34,,,,,,,,,,
91,1984,1984-12-15,16,29.006,SEA,,DEN,L 14-31,,,,,,,,,,
92,1985,1985-09-08,1,29.273,SEA,@,CIN,W 28-24,,,,,,,,,,
93,1985,1985-09-15,2,29.280,SEA,@,SDG,W 49-35,,,,,,,,,,
94,1985,1985-09-23,3,29.288,SEA,,RAM,L 24-35,,,,,,,,,,
95,1985,1985-09-29,4,29.294,SEA,@,KAN,L 7-28,,,,,,,,,,
96,1985,1985-10-06,5,29.301,SEA,,SDG,W 26-21,,,,,,,,,,
97,1985,1985-10-13,6,29.308,SEA,,ATL,W 30-26,,,,,,,,,,
98,1985,1985-10-20,7,29.315,SEA,@,DEN,L 10-13,,,,,,,,,,
99,1985,1985-10-27,8,29.322,SEA,@,NYJ,L 14-17,0,0,,0,0,0,1.0,0,0,0
100,1985,1985-11-03,9,29.329,SEA,,RAI,W 33-3,0,0,,0,0,0,1.0,0,0,0
101,1985,1985-11-10,10,29.336,SEA,@,NOR,W 27-3,0,0,,0,0,0,1.0,0,0,0
102,1985,1985-11-17,11,29.343,SEA,,NWE,L 13-20,,,,,,,,,,
103,1985,1985-11-25,12,29.351,SEA,@,SFO,L 6-19,,,,,,,,,,
104,1985,1985-12-01,13,29.357,SEA,,KAN,W 24-6,,,,,,,,,,
105,1985,1985-12-08,14,29.364,SEA,,CLE,W 31-13,0,0,,0,0,0,1.0,0,0,0
