ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-09-20,2,22.297,BOS,@,SDG,W 33-28,5,9,1.80,0,1,7,7.00,0,1,42,42.00,0,0,0,,0,0,0
2,1964,1964-09-27,3,22.304,BOS,,NYJ,W 26-10,4,-3,-0.75,0,0,0,,0,3,67,22.33,0,0,0,,0,0,0
3,1964,1964-10-04,4,22.311,BOS,@,DEN,W 39-10,12,121,10.08,1,3,56,18.67,0,1,20,20.00,0,1,0,0.00,0,1,6
4,1964,1964-10-09,5,22.316,BOS,,SDG,L 17-26,0,0,,0,0,0,,0,5,110,22.00,0,0,0,,0,0,0
5,1964,1964-10-16,6,22.323,BOS,,OAK,T 43-43,1,15,15.00,0,2,27,13.50,0,6,141,23.50,0,0,0,,0,0,0
6,1964,1964-10-23,7,22.330,BOS,,KAN,W 24-7,5,15,3.00,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
7,1964,1964-10-31,8,22.338,BOS,@,NYJ,L 14-35,2,7,3.50,0,0,0,,0,6,138,23.00,0,0,0,,0,0,0
8,1964,1964-11-06,9,22.344,BOS,,HOU,W 25-24,0,0,,0,0,0,,0,3,54,18.00,0,0,0,,0,0,0
9,1964,1964-11-15,10,22.353,BOS,@,BUF,W 36-28,2,5,2.50,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
10,1964,1964-11-20,11,22.358,BOS,,DEN,W 12-7,9,25,2.78,0,0,0,,0,0,0,,0,1,28,28.00,0,0,0
11,1964,1964-11-29,12,23.001,BOS,@,HOU,W 34-17,8,30,3.75,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
12,1964,1964-12-06,13,23.008,BOS,@,KAN,W 31-24,6,38,6.33,1,2,11,5.50,0,2,51,25.50,0,0,0,,0,1,6
13,1964,1964-12-20,14,23.022,BOS,,BUF,L 14-24,2,3,1.50,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
14,1965,1965-09-11,1,23.287,BOS,@,BUF,L 7-24,3,6,2.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
15,1965,1965-09-19,2,23.295,BOS,@,HOU,L 10-31,0,0,,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
16,1965,1965-10-24,7,23.330,BOS,@,OAK,L 21-30,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1965,1965-10-31,8,23.337,BOS,@,SDG,W 22-6,2,7,3.50,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
18,1965,1965-11-07,9,23.344,BOS,,BUF,L 7-23,1,1,1.00,1,1,5,5.00,0,6,107,17.83,0,0,0,,0,1,6
19,1965,1965-11-14,10,23.351,BOS,,NYJ,L 20-30,8,8,1.00,0,2,6,3.00,1,2,38,19.00,0,0,0,,0,1,6
20,1965,1965-11-21,11,23.358,BOS,,KAN,T 10-10,9,34,3.78,0,2,25,12.50,1,0,0,,0,0,0,,0,1,6
21,1965,1965-11-28,12,24.000,BOS,@,NYJ,W 27-23,6,16,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1965,1965-12-12,13,24.014,BOS,@,DEN,W 28-20,5,37,7.40,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
23,1965,1965-12-18,14,24.020,BOS,,HOU,W 42-14,4,43,10.75,0,0,0,,0,1,21,21.00,0,1,19,19.00,0,0,0
24,1966,1966-09-10,1,24.286,BOS,@,SDG,L 0-24,2,9,4.50,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
25,1966,1966-10-02,4,24.308,BOS,,NYJ,T 24-24,3,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1966,1966-10-23,6,24.329,BOS,,SDG,W 35-17,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
27,1966,1966-12-11,13,25.013,BOS,@,HOU,W 38-14,3,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
28,1967,1967-09-24,4,25.300,BOS,@,BUF,W 23-0,3,-5,-1.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1967,1967-10-15,6,25.321,BOS,,MIA,W 41-10,2,12,6.00,0,1,12,12.00,0,0,0,,0,0,0,,0,0,0
30,1967,1967-10-22,7,25.328,BOS,,OAK,L 14-48,0,0,,0,0,0,,0,3,55,18.33,0,0,0,,0,0,0
31,1967,1967-11-26,12,25.363,BOS,@,HOU,L 6-27,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
