ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2015,2015-11-19,10,22.353,TEN,@,JAX,L 13-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
2,2015,2015-11-29,11,22.363,TEN,,OAK,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,1,31,31.00,0,0,0
3,2015,2015-12-06,12,23.005,TEN,,JAX,W 42-39,,0,0,0,,0,0.0%,,0,0,,0,4,80,20.00,0,0,0
4,2015,2015-12-13,13,23.012,TEN,@,NYJ,L 8-30,,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,0,0
5,2015,2015-12-20,14,23.019,TEN,@,NWE,L 16-33,,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,0,0
6,2015,2015-12-27,15,23.026,TEN,,HOU,L 6-34,,3,2,8,4.00,1,66.7%,2.67,0,0,,0,1,21,21.00,0,1,6
7,2015,2016-01-03,16,23.033,TEN,@,IND,L 24-30,,1,0,0,,0,0.0%,0.00,1,8,8.00,0,0,0,,0,0,0
8,2016,2016-12-11,13,24.010,TEN,,DEN,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
9,2016,2017-01-01,16,24.031,TEN,,HOU,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
10,2017,2017-09-17,2,24.290,CHI,@,TAM,L 7-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2017,2017-10-09,5,24.312,CHI,,MIN,L 17-20,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
12,2017,2017-10-15,6,24.318,CHI,@,BAL,W 27-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
13,2017,2017-10-22,7,24.325,CHI,,CAR,W 17-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
14,2017,2017-10-29,8,24.332,CHI,@,NOR,L 12-20,,5,3,92,30.67,0,60.0%,18.40,0,0,,0,0,0,,0,0,0
15,2017,2017-11-12,9,24.346,CHI,,GNB,L 16-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
16,2017,2017-11-19,10,24.353,CHI,,DET,L 24-27,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
17,2017,2017-11-26,11,24.360,CHI,@,PHI,L 3-31,*,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
