ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-11-06,10,22.086,WAS,,NOR,W 27-24,,,,,
2,1988,1988-11-13,11,22.093,WAS,,CHI,L 14-34,,,,,
3,1988,1988-11-21,12,22.101,WAS,@,SFO,L 21-37,,,,,
4,1988,1988-11-27,13,22.107,WAS,,CLE,L 13-17,,,,,
5,1988,1988-12-04,14,22.114,WAS,@,PHI,W 20-19,,,,,
6,1988,1988-12-11,15,22.121,WAS,,DAL,L 17-24,,,,,
7,1988,1988-12-17,16,22.127,WAS,@,CIN,L 17-20,,,,,
8,1989,1989-09-11,1,23.030,WAS,,NYG,L 24-27,,,,,
9,1989,1989-09-17,2,23.036,WAS,,PHI,L 37-42,,,,,
10,1989,1989-09-24,3,23.043,WAS,@,DAL,W 30-7,,,,,
11,1989,1989-10-01,4,23.050,WAS,@,NOR,W 16-14,,,,,
12,1989,1989-10-08,5,23.057,WAS,,PHO,W 30-28,,,,,
13,1989,1989-10-15,6,23.064,WAS,@,NYG,L 17-20,,,,,
14,1989,1989-10-22,7,23.071,WAS,,TAM,W 32-28,,,,,
15,1989,1989-10-29,8,23.078,WAS,@,RAI,L 24-37,,,,,
16,1989,1989-11-05,9,23.085,WAS,,DAL,L 3-13,,,,,
17,1989,1989-11-12,10,23.092,WAS,@,PHI,W 10-3,,,,,
18,1989,1989-11-20,11,23.100,WAS,,DEN,L 10-14,,,,,
19,1989,1989-11-26,12,23.106,WAS,,CHI,W 38-14,,,,,
20,1989,1989-12-03,13,23.113,WAS,@,PHO,W 29-10,,,,,
21,1989,1989-12-10,14,23.120,WAS,,SDG,W 26-21,,,,,
22,1989,1989-12-17,15,23.127,WAS,@,ATL,W 31-30,,,,,
23,1989,1989-12-23,16,23.133,WAS,@,SEA,W 29-0,,,,,
24,1990,1990-09-09,1,24.028,WAS,,PHO,W 31-0,,,,,
25,1990,1990-09-16,2,24.035,WAS,@,SFO,L 13-26,,,,,
26,1990,1990-09-23,3,24.042,WAS,,DAL,W 19-15,,,,,
27,1990,1990-09-30,4,24.049,WAS,@,PHO,W 38-10,,,,,
28,1990,1990-10-14,5,24.063,WAS,,NYG,L 20-24,,,,,
29,1990,1990-10-21,6,24.070,WAS,,PHI,W 13-7,,,,,
30,1990,1990-10-28,7,24.077,WAS,@,NYG,L 10-21,,,,,
31,1990,1990-11-04,8,24.084,WAS,@,DET,W 41-38,,,,,
32,1990,1990-11-12,9,24.092,WAS,@,PHI,L 14-28,,,,,
33,1990,1990-11-18,10,24.098,WAS,,NOR,W 31-17,,,,,
34,1990,1990-11-22,11,24.102,WAS,@,DAL,L 17-27,,,,,
35,1990,1990-12-02,12,24.112,WAS,,MIA,W 42-20,,,,,
36,1990,1990-12-09,13,24.119,WAS,,CHI,W 10-9,,,,,
37,1990,1990-12-15,14,24.125,WAS,@,NWE,W 25-10,,,,,
38,1990,1990-12-22,15,24.132,WAS,@,IND,L 28-35,,,,,
39,1990,1990-12-30,16,24.140,WAS,,BUF,W 29-14,,,,,
40,1991,1991-09-01,1,25.020,MIN,@,CHI,L 6-10,,,,,
41,1991,1991-09-08,2,25.027,MIN,@,ATL,W 20-19,,,,,
42,1991,1991-09-15,3,25.034,MIN,,SFO,W 17-14,,,,,
43,1991,1991-09-22,4,25.041,MIN,@,NOR,L 0-26,,,,,
44,1991,1991-09-29,5,25.048,MIN,,DEN,L 6-13,,,,,
45,1991,1991-10-06,6,25.055,MIN,@,DET,L 20-24,,,,,
46,1991,1991-10-13,7,25.062,MIN,,PHO,W 34-7,,,,,
47,1991,1991-10-20,8,25.069,MIN,@,NWE,L 23-26,,,,,
48,1991,1991-10-27,9,25.076,MIN,@,PHO,W 28-0,,,,,
49,1991,1991-11-03,10,25.083,MIN,,TAM,W 28-13,,,,,
