ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,21.215,ATL,@,MIN,L 3-24,*,,,,,
2,2007,2007-09-16,2,21.222,ATL,@,JAX,L 7-13,*,,,,,
3,2007,2007-09-23,3,21.229,ATL,,CAR,L 20-27,*,,,,,
4,2007,2007-09-30,4,21.236,ATL,,HOU,W 26-16,*,,,,,
5,2007,2007-10-07,5,21.243,ATL,@,TEN,L 13-20,*,,,,,
6,2007,2007-10-15,6,21.251,ATL,,NYG,L 10-31,*,,,,,
7,2007,2007-10-21,7,21.257,ATL,@,NOR,L 16-22,*,,,,,
8,2007,2007-11-04,8,21.271,ATL,,SFO,W 20-16,*,,,,,
9,2007,2007-11-11,9,21.278,ATL,@,CAR,W 20-13,*,,,,,
10,2007,2007-11-18,10,21.285,ATL,,TAM,L 7-31,*,,,,,
11,2007,2007-11-22,11,21.289,ATL,,IND,L 13-31,*,,,,,
12,2007,2007-12-02,12,21.299,ATL,@,STL,L 16-28,*,,,,,
13,2007,2007-12-10,13,21.307,ATL,,NOR,L 14-34,*,,,,,
14,2007,2007-12-16,14,21.313,ATL,@,TAM,L 3-37,*,,,,,
15,2007,2007-12-23,15,21.320,ATL,@,ARI,L 27-30,*,,,,,
16,2007,2007-12-30,16,21.327,ATL,,SEA,W 44-41,*,,,,,
17,2008,2008-09-07,1,22.214,ATL,,DET,W 34-21,*,,,,,
18,2008,2008-09-14,2,22.221,ATL,@,TAM,L 9-24,*,0,0,0.0,6,0
19,2008,2008-09-21,3,22.228,ATL,,KAN,W 38-14,*,0,0,0.0,3,0
20,2008,2008-09-28,4,22.235,ATL,@,CAR,L 9-24,*,0,0,0.0,1,0
21,2008,2008-10-05,5,22.242,ATL,@,GNB,W 27-24,*,0,0,0.0,1,1
22,2008,2008-10-12,6,22.249,ATL,,CHI,W 22-20,*,0,0,1.0,4,0
23,2008,2008-10-26,7,22.263,ATL,@,PHI,L 14-27,*,0,0,1.0,2,0
24,2008,2008-11-02,8,22.270,ATL,@,OAK,W 24-0,*,,,,,
25,2008,2008-11-09,9,22.277,ATL,,NOR,W 34-20,*,,,,,
26,2008,2008-11-16,10,22.284,ATL,,DEN,L 20-24,*,0,0,0.0,1,1
27,2008,2008-11-23,11,22.291,ATL,,CAR,W 45-28,*,0,0,0.0,2,0
28,2008,2008-11-30,12,22.298,ATL,@,SDG,W 22-16,*,0,0,0.0,2,0
29,2008,2008-12-07,13,22.305,ATL,@,NOR,L 25-29,*,,,,,
30,2008,2008-12-14,14,22.312,ATL,,TAM,W 13-10,*,0,0,0.0,1,1
