ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2004,2004-09-12,1,22.355,DEN,,KAN,W 34-24,,2,55,27.50,0
2,2004,2004-09-19,2,22.362,DEN,@,JAX,L 6-7,,,,,
3,2004,2004-09-26,3,23.003,DEN,,SDG,W 23-13,,,,,
4,2004,2004-10-03,4,23.010,DEN,@,TAM,W 16-13,,,,,
5,2004,2004-10-10,5,23.017,DEN,,CAR,W 20-17,,,,,
6,2004,2004-10-17,6,23.024,DEN,@,OAK,W 31-3,,,,,
7,2004,2004-10-25,7,23.032,DEN,@,CIN,L 10-23,,,,,
8,2004,2004-10-31,8,23.038,DEN,,ATL,L 28-41,,4,79,19.75,0
9,2004,2004-11-07,9,23.045,DEN,,HOU,W 31-13,,,,,
10,2004,2004-11-21,10,23.059,DEN,@,NOR,W 34-13,,4,87,21.75,0
11,2004,2004-11-28,11,23.066,DEN,,OAK,L 24-25,,4,85,21.25,0
12,2004,2004-12-05,12,23.073,DEN,@,SDG,L 17-20,,4,62,15.50,0
13,2004,2004-12-12,13,23.080,DEN,,MIA,W 20-17,,,,,
14,2004,2004-12-19,14,23.087,DEN,@,KAN,L 17-45,,,,,
15,2004,2004-12-25,15,23.093,DEN,@,TEN,W 37-16,*,,,,
16,2004,2005-01-02,16,23.101,DEN,,IND,W 33-14,,1,18,18.00,0
17,2005,2005-09-18,2,23.360,DEN,,SDG,W 20-17,,,,,
18,2005,2005-09-26,3,24.003,DEN,,KAN,W 30-10,,,,,
19,2005,2005-10-30,8,24.037,DEN,,PHI,W 49-21,,1,26,26.00,0
20,2005,2005-11-13,9,24.051,DEN,@,OAK,W 31-17,,2,49,24.50,0
21,2005,2005-11-20,10,24.058,DEN,,NYJ,W 27-0,,1,23,23.00,0
22,2005,2005-11-24,11,24.062,DEN,@,DAL,W 24-21,,4,73,18.25,0
23,2005,2005-12-04,12,24.072,DEN,@,KAN,L 27-31,,,,,
24,2005,2005-12-17,14,24.085,DEN,@,BUF,W 28-17,,1,21,21.00,0
25,2005,2005-12-24,15,24.092,DEN,,OAK,W 22-3,,1,31,31.00,0
26,2005,2005-12-31,16,24.099,DEN,@,SDG,W 23-7,,2,38,19.00,0
27,2006,2006-09-10,1,24.352,HOU,,PHI,L 10-24,,1,18,18.00,0
