ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,22.066,DET,@,ATL,L 21-34,*,,,,,,,,,,0.0%,,,,,,,,,,
2,2008,2008-09-14,2,22.073,DET,,GNB,L 25-48,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
3,2008,2008-09-21,3,22.080,DET,@,SFO,L 13-31,*,,,,,,,,,,0.0%,,,,,,,,,,
4,2008,2008-10-05,4,22.094,DET,,CHI,L 7-34,*,0,0,,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
5,2008,2008-10-12,5,22.101,DET,@,MIN,L 10-12,*,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2008,2008-10-19,6,22.108,DET,@,HOU,L 21-28,*,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-26,7,22.115,DET,,WAS,L 17-25,*,,,,,,,,,,0.0%,,,,,,,,,,
8,2008,2008-11-23,11,22.143,DET,,TAM,L 20-38,,,,,,,,,,,0.0%,,,,,,,,,,
9,2008,2008-11-27,12,22.147,DET,,TEN,L 10-47,,,,,,,,,,,0.0%,,,,,,,,,,
10,2008,2008-12-07,13,22.157,DET,,MIN,L 16-20,,0,0,,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,0,0
11,2008,2008-12-14,14,22.164,DET,@,IND,L 21-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
12,2008,2008-12-21,15,22.171,DET,,NOR,L 7-42,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
13,2008,2008-12-28,16,22.178,DET,@,GNB,L 21-31,,1,4,4.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,0.0,0,0
14,2009,2009-09-13,1,23.072,DET,@,NOR,L 27-45,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2009,2009-09-20,2,23.079,DET,,MIN,L 13-27,*,0,0,,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,1,0
16,2009,2009-09-27,3,23.086,DET,,WAS,W 19-14,*,4,5,1.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
17,2009,2009-10-04,4,23.093,DET,@,CHI,L 24-48,*,2,12,6.00,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,0.0,0,0
18,2009,2009-10-11,5,23.100,DET,,PIT,L 20-28,,1,8,8.00,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,0.0,0,0
19,2009,2009-10-18,6,23.107,DET,@,GNB,L 0-26,*,1,4,4.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
20,2009,2009-11-15,9,23.135,DET,@,MIN,L 10-27,*,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0
21,2009,2009-11-22,10,23.142,DET,,CLE,W 38-37,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
22,2009,2009-11-26,11,23.146,DET,,GNB,L 12-34,,0,0,,0,,0,0,,0,0.0%,,1,0,0.00,0,0,0,0.0,0,0
23,2009,2009-12-06,12,23.156,DET,@,CIN,L 13-23,*,,,,,1,,,,,0.0%,,,,,,,,,,
24,2009,2009-12-20,14,23.170,DET,,ARI,L 24-31,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2009,2009-12-27,15,23.177,DET,@,SFO,L 6-20,*,1,1,1.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
26,2009,2010-01-03,16,23.184,DET,,CHI,L 23-37,*,0,0,,0,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0,0.0,0,0
27,2010,2010-09-12,1,24.071,DET,@,CHI,L 14-19,,2,7,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
28,2010,2010-09-19,2,24.078,DET,,PHI,L 32-35,,,,,,,,,,,0.0%,,,,,,,,,,
29,2010,2010-09-26,3,24.085,DET,@,MIN,L 10-24,,2,5,2.50,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
30,2010,2010-10-03,4,24.092,DET,@,GNB,L 26-28,,1,6,6.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,0.0,0,0
31,2010,2010-10-10,5,24.099,DET,,STL,W 44-6,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
32,2010,2010-10-17,6,24.106,DET,@,NYG,L 20-28,,1,8,8.00,0,2,0,0,,0,0.0%,0.00,1,22,22.00,0,0,0,0.0,0,0
33,2010,2010-10-31,7,24.120,DET,,WAS,W 37-25,,1,3,3.00,0,0,0,0,,0,0.0%,,1,37,37.00,0,0,0,0.0,0,0
34,2010,2010-11-07,8,24.127,DET,,NYJ,L 20-23,,2,3,1.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
35,2010,2010-11-14,9,24.134,DET,@,BUF,L 12-14,,1,4,4.00,0,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,0.0,0,0
36,2010,2010-11-21,10,24.141,DET,@,DAL,L 19-35,*,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
37,2010,2010-11-25,11,24.145,DET,,NWE,L 24-45,,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0
38,2010,2010-12-05,12,24.155,DET,,CHI,L 20-24,*,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
39,2010,2010-12-12,13,24.162,DET,,GNB,W 7-3,,6,15,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
40,2010,2010-12-19,14,24.169,DET,@,TAM,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
41,2010,2010-12-26,15,24.176,DET,@,MIA,W 34-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
42,2010,2011-01-02,16,24.183,DET,,MIN,W 20-13,,1,9,9.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
43,2011,2011-09-18,2,25.077,CAR,,GNB,L 23-30,,,,,,0,,,,,0.0%,,,,,,,,,,
44,2011,2011-09-25,3,25.084,CAR,,JAX,W 16-10,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
45,2011,2011-10-02,4,25.091,CAR,@,CHI,L 29-34,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
46,2011,2011-10-09,5,25.098,CAR,,NOR,L 27-30,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
47,2011,2011-10-16,6,25.105,CAR,@,ATL,L 17-31,,,,,,,,,,,0.0%,,,,,,,,,,
48,2011,2011-10-23,7,25.112,CAR,,WAS,W 33-20,*,2,7,3.50,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
49,2011,2011-10-30,8,25.119,CAR,,MIN,L 21-24,,0,0,,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
50,2011,2011-11-13,9,25.133,CAR,,TEN,L 3-30,,,,,,,,,,,0.0%,,,,,,,,,,
51,2011,2011-11-20,10,25.140,CAR,@,DET,L 35-49,,,,,,,,,,,0.0%,,,,,,,,,,
52,2011,2011-12-04,12,25.154,IND,@,NWE,L 24-31,*,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,1
53,2011,2011-12-11,13,25.161,IND,@,BAL,L 10-24,,,,,,,,,,,0.0%,,,,,,,,,,
54,2011,2011-12-18,14,25.168,IND,,TEN,W 27-13,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
55,2011,2011-12-22,15,25.172,IND,,HOU,W 19-16,,,,,,,,,,,0.0%,,,,,,,,,,
56,2011,2012-01-01,16,25.182,IND,@,JAX,L 13-19,*,,,,,,,,,,0.0%,,,,,,,,,,
57,2012,2012-09-09,1,26.068,MIN,,JAX,W 26-23,,,,,,,,,,,0.0%,,,,,,,,,,
58,2012,2012-09-16,2,26.075,MIN,@,IND,L 20-23,*,,,,,,,,,,0.0%,,,,,,,,,,
59,2012,2012-09-23,3,26.082,MIN,,SFO,W 24-13,*,,,,,,,,,,0.0%,,,,,,,,,,
60,2012,2012-09-30,4,26.089,MIN,@,DET,W 20-13,,,,,,,,,,,0.0%,,,,,,,,,,
61,2012,2012-10-07,5,26.096,MIN,,TEN,W 30-7,,,,,,,,,,,0.0%,,,,,,,,,,
62,2012,2012-10-14,6,26.103,MIN,@,WAS,L 26-38,,,,,,,,,,,0.0%,,,,,,,,,,
63,2012,2012-10-21,7,26.110,MIN,,ARI,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,,
64,2012,2012-10-25,8,26.114,MIN,,TAM,L 17-36,,,,,,,,,,,0.0%,,,,,,,,,,
65,2012,2012-11-04,9,26.124,MIN,@,SEA,L 20-30,*,0,0,,0,1,0,0,,0,0.0%,0.00,1,16,16.00,0,0,0,0.0,0,0
66,2012,2012-11-11,10,26.131,MIN,,DET,W 34-24,*,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
67,2012,2012-11-25,11,26.145,MIN,@,CHI,L 10-28,*,,,,,,,,,,0.0%,,,,,,,,,,
68,2012,2012-12-02,12,26.152,MIN,@,GNB,L 14-23,*,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
69,2012,2012-12-09,13,26.159,MIN,,CHI,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,,
70,2012,2012-12-16,14,26.166,MIN,@,STL,W 36-22,,,,,,,,,,,0.0%,,,,,,,,,,
71,2012,2012-12-23,15,26.173,MIN,@,HOU,W 23-6,,,,,,,,,,,0.0%,,,,,,,,,,
72,2012,2012-12-30,16,26.180,MIN,,GNB,W 37-34,*,0,0,,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
73,2013,2013-09-29,4,27.088,MIN,,PIT,W 34-27,*,,,,,,,,,,0.0%,,,,,,,,,,
74,2013,2013-10-13,5,27.102,MIN,,CAR,L 10-35,*,,,,,,,,,,0.0%,,,,,,,,,,
75,2013,2013-10-21,6,27.110,MIN,@,NYG,L 7-23,,0,0,,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,0.0,0,0
76,2013,2013-10-27,7,27.116,MIN,,GNB,L 31-44,*,,,,,,,,,,0.0%,,,,,,,,,,
77,2013,2013-11-03,8,27.123,MIN,@,DAL,L 23-27,,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
78,2013,2013-11-07,9,27.127,MIN,,WAS,W 34-27,*,,,,,,,,,,0.0%,,,,,,,,,,
79,2013,2013-11-17,10,27.137,MIN,@,SEA,L 20-41,*,0,0,,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,0.0,0,0
80,2013,2013-11-24,11,27.144,MIN,@,GNB,T 26-26,*,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
81,2013,2013-12-01,12,27.151,MIN,,CHI,W 23-20,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
82,2013,2013-12-08,13,27.158,MIN,@,BAL,L 26-29,*,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
83,2013,2013-12-15,14,27.165,MIN,,PHI,W 48-30,*,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0,0.0,0,0
84,2013,2013-12-22,15,27.172,MIN,@,CIN,L 14-42,*,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,0.0,0,0
85,2013,2013-12-29,16,27.179,MIN,,DET,W 14-13,,,,,,,,,,,0.0%,,,,,,,,,,
