ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,23.273,PHI,,SEA,L 0-38,,,,,,,,,,,,,
2,1998,1998-09-13,2,23.280,PHI,@,ATL,L 12-17,,,,,,,,,,,,,
3,1998,1998-09-20,3,23.287,PHI,@,ARI,L 3-17,,,,,,,,,,,,,
4,1998,1998-09-27,4,23.294,PHI,,KAN,L 21-24,,,,,,,,,,,,,
5,1998,1998-10-04,5,23.301,PHI,@,DEN,L 16-41,,1,-2,-2.00,0,0,0,0.0,,,0,0,0
6,1998,1998-10-11,6,23.308,PHI,,WAS,W 17-12,,,,,,,,,,,,,
7,1998,1998-10-18,7,23.315,PHI,@,SDG,L 10-13,,,,,,,,,,,,,
8,1998,1998-11-02,8,23.330,PHI,,DAL,L 0-34,,,,,,,,,,,,,
9,1998,1998-11-08,9,23.336,PHI,,DET,W 10-9,,,,,,,,,,,,,
10,1998,1998-11-15,10,23.343,PHI,@,WAS,L 3-28,,,,,,,,,,,,,
11,1998,1998-11-22,11,23.350,PHI,@,NYG,L 0-20,,,,,,,,,,,,,
12,1998,1998-11-29,12,23.357,PHI,@,GNB,L 16-24,,,,,,,,,,,,,
13,1998,1998-12-03,13,23.361,PHI,,STL,W 17-14,,,,,,,,,,,,,
14,1998,1998-12-13,14,24.006,PHI,,ARI,L 17-20,,,,,,,,,,,,,
15,1998,1998-12-20,15,24.013,PHI,@,DAL,L 9-13,,,,,,,,,,,,,
16,1998,1998-12-27,16,24.020,PHI,,NYG,L 10-20,,,,,,,,,,,,,
17,1999,1999-09-12,1,24.279,PHI,,ARI,L 24-25,*,0,0,,0,0,0,0.0,,,1,33,0
18,1999,1999-09-19,2,24.286,PHI,,TAM,L 5-19,*,,,,,,,,,,,,
19,1999,1999-09-26,3,24.293,PHI,@,BUF,L 0-26,,,,,,,,,,,,,
20,1999,1999-10-03,4,24.300,PHI,@,NYG,L 15-16,,,,,,,,,,,,,
21,1999,1999-10-10,5,24.307,PHI,,DAL,W 13-10,,,,,,,,,,,,,
22,1999,1999-10-17,6,24.314,PHI,@,CHI,W 20-16,,,,,,,,,,,,,
23,1999,1999-10-24,7,24.321,PHI,@,MIA,L 13-16,*,,,,,,,,,,,,
24,1999,1999-10-31,8,24.328,PHI,,NYG,L 17-23,*,,,,,,,,,,,,
