ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-09-09,1,25.047,MIN,,CAR,L 13-24,,
2,2001,2001-09-23,2,25.061,MIN,@,CHI,L 10-17,,
3,2001,2001-09-30,3,25.068,MIN,,TAM,W 20-16,,1.0
4,2001,2001-10-07,4,25.075,MIN,@,NOR,L 15-28,,
5,2001,2001-10-14,5,25.082,MIN,,DET,W 31-26,,
6,2001,2001-10-21,6,25.089,MIN,,GNB,W 35-13,*,
7,2001,2001-10-28,7,25.096,MIN,@,TAM,L 14-41,*,0.5
8,2001,2001-11-11,8,25.110,MIN,@,PHI,L 17-48,,
9,2001,2001-11-25,10,25.124,MIN,,CHI,L 6-13,,
10,2001,2001-12-16,13,25.145,MIN,@,DET,L 24-27,,0.5
11,2001,2001-12-23,14,25.152,MIN,,JAX,L 3-33,,
12,2001,2002-01-07,16,25.167,MIN,@,BAL,L 3-19,,
