ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2000,2000-09-10,1,22.248,CIN,,CLE,L 7-24,,,,
2,2000,2000-09-17,2,22.255,CIN,@,JAX,L 0-13,,,,
3,2000,2000-10-01,4,22.269,CIN,,MIA,L 16-31,,,,
4,2000,2000-10-15,6,22.283,CIN,@,PIT,L 0-15,,,,
5,2000,2000-10-22,7,22.290,CIN,,DEN,W 31-21,,,,
6,2000,2000-10-29,8,22.297,CIN,@,CLE,W 12-3,,,,
7,2000,2000-11-05,9,22.304,CIN,,BAL,L 7-27,,,,
8,2000,2000-11-12,10,22.311,CIN,@,DAL,L 6-23,,,,
9,2000,2000-11-19,11,22.318,CIN,@,NWE,L 13-16,*,1,0,0
10,2000,2000-11-26,12,22.325,CIN,,PIT,L 28-48,*,,,
11,2000,2000-12-03,13,22.332,CIN,,ARI,W 24-13,,,,
12,2000,2000-12-10,14,22.339,CIN,@,TEN,L 3-35,*,,,
13,2001,2001-09-09,1,23.246,CIN,,NWE,W 23-17,,,,
14,2001,2001-09-23,2,23.260,CIN,,BAL,W 21-10,,,,
15,2001,2001-09-30,3,23.267,CIN,@,SDG,L 14-28,,,,
16,2001,2001-10-07,4,23.274,CIN,@,PIT,L 7-16,,,,
17,2001,2001-10-14,5,23.281,CIN,,CLE,W 24-14,,,,
18,2001,2001-10-21,6,23.288,CIN,,CHI,L 0-24,,,,
19,2001,2001-11-11,8,23.309,CIN,@,JAX,L 13-30,,,,
20,2001,2001-11-18,9,23.316,CIN,,TEN,L 7-20,*,,,
21,2001,2001-11-25,10,23.323,CIN,@,CLE,L 0-18,,,,
22,2001,2001-12-02,11,23.330,CIN,,TAM,L 13-16,*,,,
23,2001,2001-12-09,12,23.337,CIN,,JAX,L 10-14,*,,,
24,2001,2001-12-16,13,23.344,CIN,@,NYJ,L 14-15,,,,
25,2001,2001-12-23,14,23.351,CIN,@,BAL,L 0-16,,,,
26,2001,2001-12-30,15,23.358,CIN,,PIT,W 26-23,,,,
27,2001,2002-01-06,16,24.000,CIN,@,TEN,W 23-21,*,,,
28,2002,2002-11-03,8,24.301,JAX,@,NYG,L 17-24,,,,
29,2002,2002-11-10,9,24.308,JAX,,WAS,W 26-7,,,,
30,2002,2002-11-17,10,24.315,JAX,@,HOU,W 24-21,,,,
31,2002,2002-11-24,11,24.322,JAX,@,DAL,L 19-21,,,,
32,2002,2002-12-01,12,24.329,JAX,,PIT,L 23-25,,,,
