ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1972,1972-09-17,1,21.317,GNB,@,CLE,W 26-10,1,31,31.00,0,0,0,,0,0,0,,0,0,0
2,1972,1972-09-24,2,21.324,GNB,,OAK,L 14-20,0,0,,0,1,13,13.00,0,0,0,,0,0,0
3,1972,1972-10-01,3,21.331,GNB,,DAL,W 16-13,2,31,15.50,0,0,0,,0,0,0,,0,0,0
4,1972,1972-10-08,4,21.338,GNB,,CHI,W 20-17,4,74,18.50,0,0,0,,0,0,0,,0,0,0
5,1972,1972-10-16,5,21.346,GNB,@,DET,W 24-23,1,15,15.00,1,0,0,,0,0,0,,0,1,6
6,1972,1972-10-22,6,21.352,GNB,,ATL,L 9-10,,,,,,,,,,,,,,
7,1972,1972-10-29,7,21.359,GNB,,MIN,L 13-27,2,24,12.00,0,0,0,,0,0,0,,0,0,0
8,1972,1972-11-05,8,22.000,GNB,,SFO,W 34-24,1,18,18.00,0,0,0,,0,0,0,,0,0,0
9,1972,1972-11-12,9,22.007,GNB,@,CHI,W 23-17,,,,,,,,,,,,,,
10,1972,1972-11-19,10,22.014,GNB,@,HOU,W 23-10,,,,,,,,,,,,,,
11,1972,1972-11-26,11,22.021,GNB,@,WAS,L 16-21,1,31,31.00,0,1,0,0.00,0,0,0,,0,0,0
12,1972,1972-12-03,12,22.028,GNB,,DET,W 33-7,0,0,,0,0,0,,0,1,1,1.00,0,0,0
13,1972,1972-12-10,13,22.035,GNB,@,MIN,W 23-7,2,30,15.00,0,0,0,,0,0,0,,0,0,0
14,1972,1972-12-17,14,22.042,GNB,@,NOR,W 30-20,1,7,7.00,0,0,0,,0,0,0,,0,0,0
15,1973,1973-09-30,3,22.329,GNB,@,MIN,L 3-11,,,,,,,,,,,,,,
16,1973,1973-10-07,4,22.336,GNB,@,NYG,W 16-14,,,,,,,,,,,,,,
17,1973,1973-10-14,5,22.343,GNB,,KAN,T 10-10,3,31,10.33,0,0,0,,0,0,0,,0,0,0
18,1973,1973-10-21,6,22.350,GNB,@,RAM,L 7-24,,,,,,,,,,,,,,
19,1973,1973-10-28,7,22.357,GNB,@,DET,L 0-34,2,18,9.00,0,0,0,,0,0,0,,0,0,0
20,1973,1973-11-04,8,22.364,GNB,,CHI,L 17-31,,,,,,,,,,,,,,
21,1973,1973-11-11,9,23.006,GNB,,STL,W 25-21,,,,,,,,,,,,,,
22,1973,1973-11-18,10,23.013,GNB,@,NWE,L 24-33,3,39,13.00,0,0,0,,0,0,0,,0,0,0
23,1973,1973-11-26,11,23.021,GNB,@,SFO,L 6-20,2,23,11.50,0,0,0,,0,0,0,,0,0,0
24,1973,1973-12-02,12,23.027,GNB,,NOR,W 30-10,,,,,,,,,,,,,,
25,1973,1973-12-08,13,23.033,GNB,,MIN,L 7-31,1,8,8.00,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-16,14,23.041,GNB,@,CHI,W 21-0,,,,,,,,,,,,,,
