ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2011,2011-11-06,8,23.363,STL,@,ARI,L 13-19,*,23,36,63.89,255,0,1,73.3,4,22,7.08,5.83,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
23,2011,2011-11-13,9,24.005,STL,@,CLE,W 13-12,*,15,25,60.00,155,1,1,74.6,1,7,6.20,5.20,4,3,0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
24,2011,2011-11-20,10,24.012,STL,,SEA,L 7-24,*,20,40,50.00,181,1,1,60.5,5,38,4.53,3.90,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
25,2011,2011-11-27,11,24.019,STL,,ARI,L 20-23,*,17,31,54.84,203,1,0,85.8,2,17,6.55,7.19,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
26,2011,2011-12-12,13,24.034,STL,@,SEA,L 13-30,*,12,29,41.38,193,0,1,49.9,3,26,6.66,5.10,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
27,2012,2012-09-09,1,24.306,STL,@,DET,L 23-27,*,17,25,68.00,198,1,0,105.1,4,25,7.92,8.72,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2012,2012-09-16,2,24.313,STL,,WAS,W 31-28,*,26,35,74.29,310,3,1,117.6,2,9,8.86,9.29,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
29,2012,2012-09-23,3,24.320,STL,@,CHI,L 6-23,*,18,35,51.43,152,0,2,39.2,6,51,4.34,1.77,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
30,2012,2012-09-30,4,24.327,STL,,SEA,W 19-13,*,16,30,53.33,221,0,1,63.3,2,12,7.37,5.87,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
31,2012,2012-10-04,5,24.331,STL,,ARI,W 17-3,*,7,21,33.33,141,2,1,69.7,1,10,6.71,6.48,5,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
32,2012,2012-10-14,6,24.341,STL,@,MIA,L 14-17,*,26,39,66.67,315,0,0,91.3,3,15,8.08,8.08,4,34,8.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
33,2012,2012-10-21,7,24.348,STL,,GNB,L 20-30,*,21,34,61.76,255,1,1,82.4,3,9,7.50,6.76,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
34,2012,2012-10-28,8,24.355,STL,,NWE,L 7-45,*,22,30,73.33,205,1,1,88.9,2,25,6.83,6.00,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
35,2012,2012-11-11,9,25.003,STL,@,SFO,T 24-24,*,26,39,66.67,275,2,0,104.1,2,16,7.05,8.08,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
36,2012,2012-11-18,10,25.010,STL,,NYJ,L 13-27,*,23,44,52.27,170,2,1,67.4,1,3,3.86,3.75,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
37,2012,2012-11-25,11,25.017,STL,@,ARI,W 31-17,*,8,17,47.06,205,2,1,106.2,2,11,12.06,11.76,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
38,2012,2012-12-02,12,25.024,STL,,SFO,W 16-13,*,26,39,66.67,221,0,0,81.2,2,13,5.67,5.67,3,31,10.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2012,2012-12-09,13,25.031,STL,@,BUF,W 15-12,*,19,39,48.72,209,1,1,62.9,1,2,5.36,4.72,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
40,2012,2012-12-16,14,25.038,STL,,MIN,L 22-36,*,35,55,63.64,377,3,1,94.3,4,32,6.85,7.13,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
41,2012,2012-12-23,15,25.045,STL,@,TAM,W 28-13,*,13,27,48.15,196,2,1,81.7,0,0,7.26,7.07,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2012,2012-12-30,16,25.052,STL,@,SEA,L 13-20,*,25,42,59.52,252,1,1,74.7,0,0,6.00,5.40,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
43,2013,2013-09-08,1,25.304,STL,,ARI,W 27-24,*,27,38,71.05,299,2,1,100.7,0,0,7.87,7.74,2,1,0.50,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
44,2013,2013-09-15,2,25.311,STL,@,ATL,L 24-31,*,32,55,58.18,352,3,1,87.8,0,0,6.40,6.67,3,25,8.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2013,2013-09-22,3,25.318,STL,@,DAL,L 7-31,*,29,48,60.42,240,1,0,80.2,6,43,5.00,5.42,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
46,2013,2013-09-26,4,25.322,STL,,SFO,L 11-35,*,19,41,46.34,202,1,1,59.2,5,32,4.93,4.32,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2013,2013-10-06,5,25.332,STL,,JAX,W 34-20,*,19,34,55.88,222,3,0,105.3,2,14,6.53,8.29,5,4,0.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2013,2013-10-13,6,25.339,STL,@,HOU,W 38-13,*,12,16,75.00,117,3,0,134.6,0,0,7.31,11.06,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
49,2013,2013-10-20,7,25.346,STL,@,CAR,L 15-30,*,21,30,70.00,255,1,1,93.1,2,8,8.50,7.67,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2015,2015-09-14,1,27.310,PHI,@,ATL,L 24-26,*,36,52,69.23,336,1,2,77.1,0,0,6.46,5.12,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
51,2015,2015-09-20,2,27.316,PHI,,DAL,L 10-20,*,23,37,62.16,224,1,2,65.6,1,5,6.05,4.16,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
52,2015,2015-09-27,3,27.323,PHI,@,NYJ,W 24-17,*,14,28,50.00,118,1,0,73.2,1,10,4.21,4.93,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2015,2015-10-04,4,27.330,PHI,@,WAS,L 20-23,*,15,28,53.57,270,3,0,122.6,5,37,9.64,11.79,1,14,14.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
54,2015,2015-10-11,5,27.337,PHI,,NOR,W 39-17,*,32,45,71.11,333,2,2,88.5,0,0,7.40,6.29,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2015,2015-10-19,6,27.345,PHI,,NYG,W 27-7,*,24,38,63.16,280,1,3,61.3,1,10,7.37,4.34,5,2,0.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
56,2015,2015-10-25,7,27.351,PHI,@,CAR,L 16-27,*,26,46,56.52,205,0,1,58.7,5,33,4.46,3.48,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
57,2015,2015-11-08,8,28.000,PHI,@,DAL,W 33-27,*,25,36,69.44,295,1,0,103.4,1,8,8.19,8.75,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
58,2015,2015-11-15,9,28.007,PHI,,MIA,L 19-20,*,19,25,76.00,236,1,0,118.1,4,39,9.44,10.24,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
59,2015,2015-12-06,12,28.028,PHI,@,NWE,W 35-28,*,14,24,58.33,120,2,0,99.3,1,0,5.00,6.67,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2015,2015-12-13,13,28.035,PHI,,BUF,W 23-20,*,23,38,60.53,247,1,1,77.4,1,15,6.50,5.84,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
61,2015,2015-12-20,14,28.042,PHI,,ARI,L 17-40,*,28,41,68.29,361,2,2,91.6,2,11,8.80,7.59,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
62,2015,2015-12-26,15,28.048,PHI,,WAS,L 24-38,*,37,56,66.07,380,1,0,91.4,5,27,6.79,7.14,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
63,2015,2016-01-03,16,28.056,PHI,@,NYG,W 35-30,*,30,38,78.95,320,2,1,108.3,1,5,8.42,8.29,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
64,2016,2016-09-18,2,28.315,MIN,,GNB,W 17-14,*,22,31,70.97,286,2,0,121.2,4,32,9.23,10.52,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
65,2016,2016-09-25,3,28.322,MIN,@,CAR,W 22-10,*,18,28,64.29,171,1,0,93.0,2,18,6.11,6.82,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
66,2016,2016-10-03,4,28.330,MIN,,NYG,W 24-10,*,26,36,72.22,262,1,0,101.9,0,0,7.28,7.83,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
67,2016,2016-10-09,5,28.336,MIN,,HOU,W 31-13,*,22,30,73.33,271,2,0,123.1,2,16,9.03,10.37,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
68,2016,2016-10-23,6,28.350,MIN,@,PHI,L 10-21,*,24,41,58.54,224,1,1,71.6,6,35,5.46,4.85,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
69,2016,2016-10-31,7,28.358,MIN,@,CHI,L 10-20,*,23,37,62.16,228,1,0,88.6,5,27,6.16,6.70,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
70,2016,2016-11-06,8,28.364,MIN,,DET,L 16-22,*,31,40,77.50,273,1,0,103.4,2,14,6.83,7.33,0,0,,0,1,1,5,5.00,0,100.0%,5.00,,0,0,0.0,0,0
71,2016,2016-11-13,9,29.005,MIN,@,WAS,L 20-26,*,31,40,77.50,307,2,1,104.9,3,23,7.68,7.55,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
72,2016,2016-11-20,10,29.012,MIN,,ARI,W 30-24,*,20,28,71.43,169,1,0,98.7,2,24,6.04,6.75,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
73,2016,2016-11-24,11,29.016,MIN,@,DET,L 13-16,*,31,37,83.78,224,0,1,80.6,0,0,6.05,4.84,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
74,2016,2016-12-01,12,29.023,MIN,,DAL,L 15-17,*,32,45,71.11,247,1,0,91.6,2,15,5.49,5.93,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
75,2016,2016-12-11,13,29.033,MIN,@,JAX,W 25-16,*,24,34,70.59,292,1,0,106.5,0,0,8.59,9.18,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
76,2016,2016-12-18,14,29.040,MIN,,IND,L 6-34,*,32,42,76.19,291,0,1,84.5,5,43,6.93,5.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
77,2016,2016-12-24,15,29.046,MIN,@,GNB,L 25-38,*,34,50,68.00,382,3,0,110.6,4,29,7.64,8.84,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
78,2016,2017-01-01,16,29.054,MIN,,CHI,W 38-10,*,25,33,75.76,250,3,1,114.5,0,0,7.58,8.03,1,24,24.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
79,2017,2017-09-11,1,29.307,MIN,,NOR,W 29-19,*,27,32,84.38,346,3,0,143.0,1,5,10.81,12.69,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
80,2017,2017-10-09,5,29.335,MIN,@,CHI,W 20-17,*,5,11,45.45,36,0,0,53.6,4,35,3.27,3.27,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
81,2018,2018-09-09,1,30.305,ARI,,WAS,L 6-24,*,20,34,58.82,153,0,1,57.6,2,8,4.50,3.18,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
82,2018,2018-09-16,2,30.312,ARI,@,LAR,L 0-34,*,17,27,62.96,90,0,1,53.0,1,7,3.33,1.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
83,2018,2018-09-23,3,30.319,ARI,,CHI,L 14-16,*,13,19,68.42,157,2,2,89.0,3,18,8.26,5.63,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
