ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,23.285,ATL,,PIT,L 12-28,4,66,16.50,1,0,0,,0,1,6
2,1987,1987-10-11,4,23.292,ATL,,SFO,L 17-25,0,0,,0,0,0,,0,,
3,1987,1987-10-18,5,23.299,ATL,,RAM,W 24-20,6,109,18.17,1,5,28,5.60,0,1,6
