ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-14,2,23.179,ATL,@,TAM,L 9-24,,,,,,,,,,,,,
2,2008,2008-09-21,3,23.186,ATL,,KAN,W 38-14,,,,,,,,,,,,,
3,2008,2008-09-28,4,23.193,ATL,@,CAR,L 9-24,,,,,,,,,,,,,
4,2008,2008-10-05,5,23.200,ATL,@,GNB,W 27-24,,,,,,,,,,,,,
5,2008,2008-11-23,11,23.249,ATL,,CAR,W 45-28,,0,0,,0,0,0,0.0,0,0,0,0,0
6,2008,2008-11-30,12,23.256,ATL,@,SDG,W 22-16,,0,0,,0,0,0,0.0,1,0,0,0,0
7,2008,2008-12-07,13,23.263,ATL,@,NOR,L 25-29,,0,0,,0,0,0,0.0,0,0,0,0,0
8,2008,2008-12-14,14,23.270,ATL,,TAM,W 13-10,,0,0,,0,0,0,0.0,0,1,0,0,0
9,2008,2008-12-21,15,23.277,ATL,@,MIN,W 24-17,,0,0,,0,0,0,0.0,0,0,0,0,0
10,2008,2008-12-28,16,23.284,ATL,,STL,W 31-27,,,,,,,,,,,,,
11,2009,2009-09-13,1,24.178,ATL,,MIA,W 19-7,*,0,0,,0,0,0,0.0,2,0,0,0,0
12,2009,2009-09-20,2,24.185,ATL,,CAR,W 28-20,*,0,0,,0,0,0,0.0,5,0,0,0,0
13,2009,2009-09-27,3,24.192,ATL,@,NWE,L 10-26,*,0,0,,0,0,0,0.0,5,0,0,0,0
14,2009,2009-10-11,4,24.206,ATL,@,SFO,W 45-10,*,0,0,,0,0,0,0.0,2,2,0,0,0
15,2009,2009-10-18,5,24.213,ATL,,CHI,W 21-14,*,0,0,,0,0,0,0.0,5,0,2,20,0
16,2009,2009-10-25,6,24.220,ATL,@,DAL,L 21-37,*,0,0,,0,0,0,1.0,8,2,0,0,0
17,2009,2009-11-02,7,24.228,ATL,@,NOR,L 27-35,*,0,0,,0,0,0,1.0,3,2,0,0,0
18,2009,2009-11-08,8,24.234,ATL,,WAS,W 31-17,*,0,0,,0,0,0,0.0,2,1,0,0,0
19,2009,2009-11-15,9,24.241,ATL,@,CAR,L 19-28,*,0,0,,0,0,0,0.0,3,0,0,0,0
