ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-09-07,1,23.179,SDG,@,KAN,L 14-27,,,,,,,,,,,0.0%,,,,,
2,2003,2003-09-14,2,23.186,SDG,,DEN,L 13-37,,,,,,0,,,,,0.0%,,,,,
3,2003,2003-09-21,3,23.193,SDG,,BAL,L 10-24,,,,,,,,,,,0.0%,,,,,
4,2003,2003-09-28,4,23.200,SDG,@,OAK,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0
5,2003,2003-10-05,5,23.207,SDG,@,JAX,L 21-27,,,,,,,,,,,0.0%,,,,,
6,2003,2003-10-19,6,23.221,SDG,@,CLE,W 26-20,,,,,,0,,,,,0.0%,,,,,
7,2003,2003-10-27,7,23.229,SDG,,MIA,L 10-26,,,,,,0,,,,,0.0%,,,,,
8,2003,2003-11-02,8,23.235,SDG,@,CHI,L 7-20,,,,,,,,,,,0.0%,,,,,
9,2003,2003-11-09,9,23.242,SDG,,MIN,W 42-28,,,,,,,,,,,0.0%,,,,,
10,2003,2003-11-16,10,23.249,SDG,@,DEN,L 8-37,,,,,,,,,,,0.0%,,,,,
11,2003,2003-11-23,11,23.256,SDG,,CIN,L 27-34,,,,,,,,,,,0.0%,,,,,
12,2003,2003-11-30,12,23.263,SDG,,KAN,L 24-28,,,,,,,,,,,0.0%,,,,,
13,2003,2003-12-07,13,23.270,SDG,@,DET,W 14-7,,,,,,,,,,,0.0%,,,,,
14,2003,2003-12-14,14,23.277,SDG,,GNB,L 21-38,,,,,,,,,,,0.0%,,,,,
15,2003,2003-12-21,15,23.284,SDG,@,PIT,L 24-40,,,,,,,,,,,0.0%,,,,,
16,2003,2003-12-28,16,23.291,SDG,,OAK,W 21-14,,,,,,,,,,,0.0%,,,,,
17,2004,2005-01-02,16,24.296,SDG,,KAN,W 24-17,,9,26,2.89,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0
18,2005,2005-09-25,3,25.197,SDG,,NYG,W 45-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
19,2005,2005-10-10,5,25.212,SDG,,PIT,L 22-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
20,2005,2005-10-16,6,25.218,SDG,@,OAK,W 27-14,,,,,,,,,,,0.0%,,,,,
21,2005,2005-10-23,7,25.225,SDG,@,PHI,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
22,2005,2005-10-30,8,25.232,SDG,,KAN,W 28-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
23,2005,2005-11-20,10,25.253,SDG,,BUF,W 48-10,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0
24,2005,2005-11-27,11,25.260,SDG,@,WAS,W 23-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
25,2005,2005-12-04,12,25.267,SDG,,OAK,W 34-10,,0,0,,0,0,0,0,,0,0.0%,,1,24,24.00,0
26,2005,2005-12-11,13,25.274,SDG,,MIA,L 21-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
27,2005,2005-12-18,14,25.281,SDG,@,IND,W 26-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
28,2005,2005-12-24,15,25.287,SDG,@,KAN,L 7-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
29,2005,2005-12-31,16,25.294,SDG,,DEN,L 7-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
30,2006,2006-09-11,1,26.183,SDG,@,OAK,W 27-0,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
31,2006,2006-11-26,11,26.259,SDG,,OAK,W 21-14,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0
32,2006,2006-12-03,12,26.266,SDG,@,BUF,W 24-21,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0
33,2006,2006-12-10,13,26.273,SDG,,DEN,W 48-20,,2,19,9.50,0,0,0,0,,0,0.0%,,0,0,,0
34,2007,2007-09-09,1,27.181,SDG,,CHI,W 14-3,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
35,2007,2007-09-23,3,27.195,SDG,@,GNB,L 24-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
36,2007,2007-10-28,7,27.230,SDG,,HOU,W 35-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
37,2007,2007-11-04,8,27.237,SDG,@,MIN,L 17-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
38,2007,2007-11-11,9,27.244,SDG,,IND,W 23-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
39,2007,2007-11-18,10,27.251,SDG,@,JAX,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
40,2007,2007-12-09,13,27.272,SDG,@,TEN,W 23-17,,0,0,,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0
41,2007,2007-12-16,14,27.279,SDG,,DET,W 51-14,*,4,1,0.25,0,1,0,0,,0,0.0%,0.00,0,0,,0
42,2007,2007-12-24,15,27.287,SDG,,DEN,W 23-3,*,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0
43,2007,2007-12-30,16,27.293,SDG,@,OAK,W 30-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
