ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.231,TAM,@,SEA,L 6-20,,,,
2,2007,2007-09-16,2,23.238,TAM,,NOR,W 31-14,,,,
3,2007,2007-09-23,3,23.245,TAM,,STL,W 24-3,,0.5,,
4,2007,2007-09-30,4,23.252,TAM,@,CAR,W 20-7,,1.0,,
5,2007,2007-10-07,5,23.259,TAM,@,IND,L 14-33,,,,
6,2007,2007-10-14,6,23.266,TAM,,TEN,W 13-10,,,,
7,2007,2007-10-21,7,23.273,TAM,@,DET,L 16-23,,,,
8,2007,2007-10-28,8,23.280,TAM,,JAX,L 23-24,,,,
9,2007,2007-11-04,9,23.287,TAM,,ARI,W 17-10,,,,
10,2007,2007-12-30,16,23.343,TAM,,CAR,L 23-31,,,,
11,2008,2008-12-08,13,24.322,TAM,@,CAR,L 23-38,,0.0,1,0
12,2008,2008-12-14,14,24.328,TAM,@,ATL,L 10-13,,,,
13,2009,2009-12-13,13,25.326,JAX,,MIA,L 10-14,,0.0,1,0
14,2009,2010-01-03,16,25.347,JAX,@,CLE,L 17-23,,,,
