ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,23.144,NYG,,SFO,L 14-31,,0,0,,0,,,,
2,1992,1992-09-13,2,23.151,NYG,,DAL,L 28-34,,2,23,11.50,0,0.0,0,0,0
3,1992,1992-09-21,3,23.159,NYG,@,CHI,W 27-14,,0,0,,0,,,,
4,1992,1992-10-04,4,23.172,NYG,@,RAI,L 10-13,,0,0,,0,,,,
5,1992,1992-10-11,5,23.179,NYG,,PHO,W 31-21,,0,0,,0,,,,
6,1992,1992-10-18,6,23.186,NYG,@,RAM,L 17-38,,0,0,,0,,,,
7,1992,1992-10-25,7,23.193,NYG,,SEA,W 23-10,,0,0,,0,0.0,1,0,0
8,1992,1992-11-01,8,23.200,NYG,@,WAS,W 24-7,,0,0,,0,,,,
9,1992,1992-11-08,9,23.207,NYG,,GNB,W 27-7,,0,0,,0,,,,
10,1992,1992-11-15,10,23.214,NYG,@,DEN,L 13-27,,0,0,,0,,,,
11,1992,1992-11-22,11,23.221,NYG,,PHI,L 34-47,,0,0,,0,,,,
12,1992,1992-11-26,12,23.225,NYG,@,DAL,L 3-30,,0,0,,0,,,,
13,1992,1992-12-06,13,23.235,NYG,,WAS,L 10-28,,0,0,,0,,,,
14,1992,1992-12-12,14,23.241,NYG,@,PHO,L 0-19,,0,0,,0,,,,
15,1992,1992-12-19,15,23.248,NYG,,KAN,W 35-21,,0,0,,0,,,,
16,1992,1992-12-27,16,23.256,NYG,@,PHI,L 10-20,,0,0,,0,,,,
17,1993,1993-09-05,1,24.143,NYG,@,CHI,W 26-20,,,,,,,,,
18,1993,1993-09-12,2,24.150,NYG,,TAM,W 23-7,,,,,,,,,
19,1993,1993-09-19,3,24.157,NYG,,RAM,W 20-10,,,,,,,,,
20,1993,1993-12-26,15,24.255,NYG,@,PHO,L 6-17,,,,,,,,,
21,1993,1994-01-02,16,24.262,NYG,,DAL,L 13-16,,,,,,,,,
22,1994,1994-09-04,1,25.142,NYG,,PHI,W 28-23,,,,,,,,,
23,1994,1994-09-11,2,25.149,NYG,@,ARI,W 20-17,,0,0,,0,0.0,2,4,0
24,1994,1994-09-18,3,25.156,NYG,,WAS,W 31-23,,,,,,,,,
25,1994,1994-10-02,4,25.170,NYG,@,NOR,L 22-27,,,,,,,,,
26,1994,1994-10-10,5,25.178,NYG,,MIN,L 10-27,,,,,,,,,
27,1994,1994-10-16,6,25.184,NYG,@,RAM,L 10-17,,,,,,,,,
28,1994,1994-10-23,7,25.191,NYG,,PIT,L 6-10,,0,0,,0,0.0,1,0,0
29,1994,1994-11-27,12,25.226,NYG,@,WAS,W 21-19,,,,,,,,,
30,1994,1994-12-11,14,25.240,NYG,,CIN,W 27-20,,,,,,,,,
31,1994,1994-12-18,15,25.247,NYG,@,PHI,W 16-13,,,,,,,,,
