ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,23.053,DAL,@,PIT,W 37-7,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
2,1997,1997-09-07,2,23.060,DAL,@,ARI,L 22-25,,,,,,,,,,,,,,,
3,1997,1997-09-15,3,23.068,DAL,,PHI,W 21-20,,,,,,,,,,,,,,,
4,1997,1997-09-28,4,23.081,DAL,,CHI,W 27-3,,,,,,,,,,,,,,,
5,1997,1997-10-05,5,23.088,DAL,@,NYG,L 17-20,,,,,,,,,,,,,,,
6,1997,1997-10-13,6,23.096,DAL,@,WAS,L 16-21,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
7,1997,1997-10-19,7,23.102,DAL,,JAX,W 26-22,,0,0,,0,0,0,,0,0,0,0.0,1,8,0
8,1997,1997-10-26,8,23.109,DAL,@,PHI,L 12-13,,,,,,,,,,,,,,,
9,1997,1997-11-02,9,23.116,DAL,@,SFO,L 10-17,,,,,,,,,,,,,,,
10,1997,1997-11-09,10,23.123,DAL,,ARI,W 24-6,,,,,,,,,,,,,,,
11,1997,1997-11-16,11,23.130,DAL,,WAS,W 17-14,,,,,,,,,,,,,,,
12,1997,1997-11-23,12,23.137,DAL,@,GNB,L 17-45,,,,,,,,,,,,,,,
13,1997,1997-11-27,13,23.141,DAL,,TEN,L 14-27,,,,,,,,,,,,,,,
14,1997,1997-12-08,14,23.152,DAL,,CAR,L 13-23,,,,,,,,,,,,,,,
15,1997,1997-12-14,15,23.158,DAL,@,CIN,L 24-31,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
16,1997,1997-12-21,16,23.165,DAL,,NYG,L 7-20,,,,,,,,,,,,,,,
