ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1998,1998-09-14,2,23.055,WAS,,SFO,L 10-45,,,,,,,0.0%,,,,,,,,,,,,,,,
2,1998,1998-09-27,4,23.068,WAS,,DEN,L 16-38,,,,,,,0.0%,,,,,,,,,,,,,,,
3,1998,1998-10-04,5,23.075,WAS,,DAL,L 10-31,,,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,,0,0,0.0,,
4,1998,1998-10-11,6,23.082,WAS,@,PHI,L 12-17,,,,,,,0.0%,,,,,,,,,,,,,,,
5,1998,1998-10-18,7,23.089,WAS,@,MIN,L 7-41,,,0,0,,0,0.0%,,0,0,,0,0,5,,0,,0,0,0.0,,
6,1998,1998-11-01,8,23.103,WAS,,NYG,W 21-14,,,,,,,0.0%,,,,,,,,,,,,,,,
7,1998,1998-11-08,9,23.110,WAS,@,ARI,L 27-29,,,,,,,0.0%,,,,,,,,,,,,,,,
8,1998,1998-11-15,10,23.117,WAS,,PHI,W 28-3,,1,,,,,0.0%,,,,,,,,,,,,,,,
9,1998,1998-11-22,11,23.124,WAS,,ARI,L 42-45,,,,,,,0.0%,,,,,,,,,,,,,,,
10,1998,1998-11-29,12,23.131,WAS,@,OAK,W 29-19,,,,,,,0.0%,,,,,,,,,,,,,,,
11,1998,1998-12-06,13,23.138,WAS,,SDG,W 24-20,,,,,,,0.0%,,,,,,,,,,,,,,,
12,1998,1998-12-13,14,23.145,WAS,@,CAR,W 28-25,,,,,,,0.0%,,,,,,,,,,,,,,,
13,1998,1998-12-19,15,23.151,WAS,,TAM,W 20-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
14,1998,1998-12-27,16,23.159,WAS,@,DAL,L 7-23,,5,3,18,6.00,0,60.0%,3.60,0,0,,0,1,14,14.00,0,,0,0,0.0,,
15,1999,1999-09-12,1,24.053,WAS,,DAL,L 35-41,,0,,,,,0.0%,,,,,,,,,,,,,,,
16,1999,1999-09-19,2,24.060,WAS,@,NYG,W 50-21,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,,
17,1999,1999-09-26,3,24.067,WAS,@,NYJ,W 27-20,,1,,,,,0.0%,,,,,,,,,,,,,,,
18,1999,1999-10-03,4,24.074,WAS,,CAR,W 38-36,,0,,,,,0.0%,,,,,,,,,,,,,,,
19,1999,1999-10-17,5,24.088,WAS,@,ARI,W 24-10,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,,0,0,0.0,,
20,1999,1999-10-24,6,24.095,WAS,@,DAL,L 20-38,,2,2,39,19.50,1,100.0%,19.50,0,0,,0,0,0,,0,,1,6,0.0,,
21,1999,1999-10-31,7,24.102,WAS,,CHI,W 48-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
22,1999,1999-11-07,8,24.109,WAS,,BUF,L 17-34,,0,0,0,,0,0.0%,,0,0,,0,2,25,12.50,0,,0,0,0.0,,
23,1999,1999-11-14,9,24.116,WAS,@,PHI,L 28-35,,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,,0,0,0.0,,
24,1999,1999-11-21,10,24.123,WAS,,NYG,W 23-13,*,0,,,,,0.0%,,,,,,,,,,,,,,,
25,1999,1999-11-28,11,24.130,WAS,,PHI,W 20-17,,1,1,6,6.00,1,100.0%,6.00,0,0,,0,1,7,7.00,0,,1,6,0.0,,
26,1999,1999-12-05,12,24.137,WAS,@,DET,L 17-33,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,,
27,1999,1999-12-12,13,24.144,WAS,,ARI,W 28-3,,0,,,,,0.0%,,,,,,,,,,,,,,,
28,1999,1999-12-19,14,24.151,WAS,@,IND,L 21-24,,,,,,,0.0%,,,,,,,,,,,,,,,
29,1999,1999-12-26,15,24.158,WAS,@,SFO,W 26-20,,1,,,,,0.0%,,,,,,,,,,,,,,,
30,1999,2000-01-02,16,24.165,WAS,,MIA,W 21-10,,,,,,,0.0%,,,,,,,,,,,,,,,
31,2000,2000-09-10,2,25.051,WAS,@,DET,L 10-15,,0,,,,,0.0%,,,,,,,,,,,,,,,
32,2000,2000-09-18,3,25.059,WAS,,DAL,L 21-27,,1,1,7,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,,1,6,0.0,,
33,2000,2000-09-24,4,25.065,WAS,@,NYG,W 16-6,*,2,1,24,24.00,0,50.0%,12.00,1,2,2.00,0,0,0,,0,,0,0,0.0,,
34,2000,2000-10-01,5,25.072,WAS,,TAM,W 20-17,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,,
35,2000,2000-10-08,6,25.079,WAS,@,PHI,W 17-14,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,,
36,2000,2000-10-15,7,25.086,WAS,,BAL,W 10-3,,1,,,,,0.0%,,,,,,,,,,,,,,,
37,2000,2000-10-22,8,25.093,WAS,@,JAX,W 35-16,,,,,,,0.0%,,,,,,,,,,,,,,,
38,2000,2000-10-30,9,25.101,WAS,,TEN,L 21-27,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,,
39,2000,2000-11-05,10,25.107,WAS,@,ARI,L 15-16,,,,,,,0.0%,,,,,,,,,,,,,,,
40,2000,2000-11-20,11,25.122,WAS,@,STL,W 33-20,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,,
41,2000,2000-11-26,12,25.128,WAS,,PHI,L 20-23,,0,,,,,0.0%,,,,,,,,,,,,,,,
42,2000,2000-12-03,13,25.135,WAS,,NYG,L 7-9,*,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,,0,0,0.0,,
43,2000,2000-12-10,14,25.142,WAS,@,DAL,L 13-32,,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,,0,0,0.0,,
44,2000,2000-12-16,15,25.148,WAS,@,PIT,L 3-24,,,,,,,0.0%,,,,,,,,,,,,,,,
