ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1979,1979-10-01,5,22.165,GNB,,NWE,W 27-14,,,
2,1979,1979-10-07,6,22.171,GNB,@,ATL,L 7-25,,,
3,1979,1979-10-14,7,22.178,GNB,,DET,W 24-16,,,
4,1979,1979-10-21,8,22.185,GNB,@,TAM,L 3-21,,,
5,1979,1979-10-28,9,22.192,GNB,@,MIA,L 7-27,,,
6,1979,1979-11-04,10,22.199,GNB,,NYJ,L 22-27,,,
7,1979,1979-11-11,11,22.206,GNB,,MIN,W 19-7,,,
8,1979,1979-11-18,12,22.213,GNB,@,BUF,L 12-19,,,
9,1979,1979-11-25,13,22.220,GNB,,PHI,L 10-21,,,
10,1979,1979-12-02,14,22.227,GNB,@,WAS,L 21-38,,,
11,1979,1979-12-09,15,22.234,GNB,,CHI,L 14-15,,,
12,1979,1979-12-15,16,22.240,GNB,@,DET,W 18-13,,,
13,1980,1980-09-07,1,23.141,GNB,,CHI,W 12-6,1,0,0
14,1980,1980-09-14,2,23.148,GNB,,DET,L 7-29,,,
15,1980,1980-09-21,3,23.155,GNB,@,RAM,L 21-51,,,
16,1980,1980-09-28,4,23.162,GNB,,DAL,L 7-28,,,
17,1980,1980-10-05,5,23.169,GNB,,CIN,W 14-9,,,
18,1980,1980-10-12,6,23.176,GNB,@,TAM,T 14-14,,,
19,1980,1980-10-19,7,23.183,GNB,@,CLE,L 21-26,,,
20,1980,1980-10-26,8,23.190,GNB,,MIN,W 16-3,,,
21,1980,1980-11-02,9,23.197,GNB,@,PIT,L 20-22,1,13,0
22,1980,1980-11-09,10,23.204,GNB,,SFO,W 23-16,,,
23,1980,1980-11-16,11,23.211,GNB,@,NYG,L 21-27,,,
24,1980,1980-11-23,12,23.218,GNB,@,MIN,W 25-13,,,
25,1980,1980-11-30,13,23.225,GNB,,TAM,L 17-20,,,
26,1980,1980-12-07,14,23.232,GNB,@,CHI,L 7-61,,,
27,1980,1980-12-14,15,23.239,GNB,,HOU,L 3-22,,,
28,1980,1980-12-21,16,23.246,GNB,@,DET,L 3-24,,,
