ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1968,1968-09-06,1,24.201,CIN,@,SDG,L 13-29,9,26,2.89,0,6,51,8.50,0,0,0
2,1968,1968-09-15,2,24.210,CIN,,DEN,W 24-10,12,28,2.33,0,1,-6,-6.00,0,0,0
3,1968,1968-09-22,3,24.217,CIN,,BUF,W 34-23,13,42,3.23,1,2,2,1.00,0,1,6
4,1968,1968-09-29,4,24.224,CIN,,SDG,L 10-31,6,4,0.67,0,2,11,5.50,0,0,0
5,1968,1968-10-13,6,24.238,CIN,@,KAN,L 3-13,6,10,1.67,0,2,4,2.00,0,0,0
6,1968,1968-10-20,7,24.245,CIN,,MIA,L 22-24,11,40,3.64,0,2,10,5.00,0,0,0
7,1968,1968-10-27,8,24.252,CIN,@,OAK,L 10-31,6,-4,-0.67,0,3,9,3.00,0,0,0
8,1968,1968-11-03,9,24.259,CIN,,HOU,L 17-27,0,0,,0,1,5,5.00,0,0,0
9,1969,1969-09-14,1,25.208,DEN,,BOS,W 35-7,5,9,1.80,1,1,17,17.00,1,2,12
10,1969,1969-09-21,2,25.215,DEN,,NYJ,W 21-19,3,-1,-0.33,0,3,14,4.67,0,0,0
11,1969,1969-09-28,3,25.222,DEN,@,BUF,L 28-41,5,10,2.00,1,0,0,,0,1,6
12,1969,1969-10-05,4,25.229,DEN,,KAN,L 13-26,4,12,3.00,0,0,0,,0,0,0
13,1969,1969-10-12,5,25.236,DEN,,OAK,L 14-24,6,23,3.83,0,0,0,,0,0,0
14,1969,1969-10-19,6,25.243,DEN,@,CIN,W 30-23,11,33,3.00,0,0,0,,0,0,0
15,1969,1969-10-26,7,25.250,DEN,@,HOU,L 21-24,4,28,7.00,1,0,0,,0,1,6
16,1969,1969-11-09,9,25.264,DEN,@,OAK,L 10-41,10,27,2.70,0,1,-8,-8.00,0,0,0
17,1969,1969-11-16,10,25.271,DEN,,HOU,T 20-20,8,25,3.13,0,0,0,,0,0,0
18,1970,1970-11-22,10,26.277,HOU,@,CLE,L 14-28,1,0,0.00,0,0,0,,0,0,0
