ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-11-21,3,22.185,HOU,,PIT,L 10-24,1,4,4.00,0,0,0,,0,0,0
2,1982,1982-11-28,4,22.192,HOU,@,NWE,L 21-29,0,0,,0,0,0,,0,0,
3,1982,1982-12-05,5,22.199,HOU,@,NYG,L 14-17,1,8,8.00,0,0,0,,0,0,0
4,1982,1982-12-13,6,22.207,HOU,,DAL,L 7-37,3,9,3.00,0,0,0,,0,0,0
5,1982,1982-12-19,7,22.213,HOU,@,PHI,L 14-35,0,0,,0,2,-3,-1.50,0,0,0
6,1982,1982-12-26,8,22.220,HOU,,CLE,L 14-20,3,13,4.33,0,2,27,13.50,0,0,0
7,1982,1983-01-02,9,22.227,HOU,,CIN,L 27-35,7,24,3.43,0,5,29,5.80,0,0,0
8,1983,1983-09-04,1,23.107,HOU,,GNB,L 38-41,3,1,0.33,0,1,13,13.00,0,0,0
9,1983,1983-09-11,2,23.114,HOU,@,RAI,L 6-20,1,5,5.00,0,0,0,,0,0,0
10,1983,1983-09-18,3,23.121,HOU,,PIT,L 28-40,0,0,,0,1,20,20.00,0,0,0
11,1983,1983-09-25,4,23.128,HOU,@,BUF,L 13-30,0,0,,0,1,4,4.00,0,0,0
12,1983,1983-10-02,5,23.135,HOU,@,PIT,L 10-17,0,0,,0,1,5,5.00,0,0,0
13,1983,1983-10-09,6,23.142,HOU,,DEN,L 14-26,0,0,,0,1,-5,-5.00,0,0,0
14,1983,1983-10-16,7,23.149,HOU,@,MIN,L 14-34,0,0,,0,1,16,16.00,0,0,0
15,1983,1983-10-23,8,23.156,HOU,,KAN,L 10-13,12,34,2.83,0,2,17,8.50,1,1,6
16,1983,1983-11-13,11,23.177,HOU,,DET,W 27-17,0,0,,0,0,0,,0,0,
17,1983,1983-11-20,12,23.184,HOU,@,CIN,L 10-38,0,0,,0,0,0,,0,0,
18,1983,1983-11-27,13,23.191,HOU,@,TAM,L 24-33,0,0,,0,0,0,,0,0,
19,1983,1983-12-04,14,23.198,HOU,,MIA,L 17-24,0,0,,0,1,9,9.00,0,0,0
20,1983,1983-12-11,15,23.205,HOU,,CLE,W 34-27,0,0,,0,0,0,,0,0,
21,1983,1983-12-18,16,23.212,HOU,@,BAL,L 10-20,0,0,,0,0,0,,0,0,
22,1984,1984-09-16,3,24.119,HOU,@,SDG,L 14-31,0,0,,0,0,0,,0,0,
23,1984,1984-09-23,4,24.126,HOU,@,ATL,L 10-42,2,6,3.00,0,0,0,,0,0,0
24,1984,1984-09-30,5,24.133,HOU,,NOR,L 10-27,0,0,,0,1,4,4.00,0,0,0
25,1984,1984-10-07,6,24.140,HOU,@,CIN,L 3-13,3,8,2.67,0,1,15,15.00,0,0,0
26,1984,1984-10-14,7,24.147,HOU,@,MIA,L 10-28,3,14,4.67,0,1,9,9.00,0,0,0
27,1984,1984-10-21,8,24.154,HOU,,SFO,L 21-34,2,10,5.00,0,2,21,10.50,0,0,0
28,1984,1984-10-28,9,24.161,HOU,,CIN,L 13-31,2,20,10.00,0,2,22,11.00,0,0,0
29,1984,1984-11-04,10,24.168,HOU,@,PIT,L 7-35,4,32,8.00,0,1,8,8.00,0,0,0
30,1984,1984-11-11,11,24.175,HOU,@,KAN,W 17-16,4,28,7.00,0,0,0,,0,0,0
31,1984,1984-11-18,12,24.182,HOU,,NYJ,W 31-20,2,24,12.00,0,4,22,5.50,0,0,0
32,1984,1984-11-25,13,24.189,HOU,@,CLE,L 10-27,3,20,6.67,0,1,6,6.00,0,0,0
33,1984,1984-12-02,14,24.196,HOU,,PIT,W 23-20,25,79,3.16,1,5,35,7.00,0,1,6
34,1984,1984-12-09,15,24.203,HOU,@,RAM,L 16-27,6,28,4.67,0,2,9,4.50,0,0,0
35,1984,1984-12-16,16,24.210,HOU,,CLE,L 20-27,4,-2,-0.50,0,0,0,,0,0,0
36,1985,1985-09-08,1,25.111,HOU,,MIA,W 26-23,3,24,8.00,0,0,0,,0,0,0
37,1985,1985-09-15,2,25.118,HOU,@,WAS,L 13-16,2,2,1.00,0,0,0,,0,0,0
38,1985,1985-09-22,3,25.125,HOU,@,PIT,L 0-20,0,0,,0,0,0,,0,0,
39,1985,1985-09-29,4,25.132,HOU,,DAL,L 10-17,0,0,,0,0,0,,0,0,
40,1985,1985-10-06,5,25.139,HOU,@,DEN,L 20-31,2,13,6.50,0,0,0,,0,0,0
41,1985,1985-10-13,6,25.146,HOU,,CLE,L 6-21,2,18,9.00,0,0,0,,0,0,0
42,1985,1985-10-20,7,25.153,HOU,,CIN,W 44-27,12,28,2.33,1,3,45,15.00,0,1,6
43,1985,1985-11-03,9,25.167,HOU,,KAN,W 23-20,0,0,,0,0,0,,0,0,
44,1985,1985-11-10,10,25.174,HOU,@,BUF,L 0-20,0,0,,0,0,0,,0,0,
45,1985,1985-11-17,11,25.181,HOU,,PIT,L 7-30,1,6,6.00,0,0,0,,0,0,0
46,1985,1985-11-24,12,25.188,HOU,,SDG,W 37-35,1,5,5.00,0,0,0,,0,0,0
47,1985,1985-12-01,13,25.195,HOU,@,CIN,L 27-45,1,4,4.00,0,0,0,,0,0,0
48,1985,1985-12-08,14,25.202,HOU,,NYG,L 14-35,0,0,,0,0,0,,0,0,
49,1985,1985-12-15,15,25.209,HOU,@,CLE,L 21-28,1,-4,-4.00,0,1,12,12.00,0,0,0
50,1985,1985-12-22,16,25.216,HOU,@,IND,L 16-34,0,0,,0,3,14,4.67,0,0,0
51,1986,1986-12-07,14,26.201,HOU,@,SDG,L 0-27,0,0,,0,,,,,,
52,1986,1986-12-14,15,26.208,HOU,,MIN,W 23-10,0,0,,0,,,,,,
53,1986,1986-12-21,16,26.215,HOU,,BUF,W 16-7,1,3,3.00,0,0,0,,0,0,0
54,1987,1987-10-04,3,27.137,DET,,TAM,L 27-31,13,28,2.15,0,0,0,,0,0,0
