ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2018,2018-09-09,1,24.053,IND,,CIN,L 23-34,*,14,40,2.86,0,3,3,21,7.00,0,100.0%,7.00
2,2018,2018-09-16,2,24.060,IND,@,WAS,W 21-9,,10,61,6.10,0,2,2,3,1.50,0,100.0%,1.50
3,2018,2018-09-23,3,24.067,IND,@,PHI,L 16-20,*,6,19,3.17,0,2,2,1,0.50,0,100.0%,0.50
