ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1974,1974-09-22,2,22.335,WAS,,STL,L 10-17,,,
2,1974,1974-09-30,3,22.343,WAS,,DEN,W 30-3,,,
3,1974,1974-10-06,4,22.349,WAS,@,CIN,L 17-28,,,
4,1974,1974-10-13,5,22.356,WAS,,MIA,W 20-17,,,
5,1974,1974-10-20,6,22.363,WAS,,NYG,W 24-3,,,
6,1974,1974-10-27,7,23.005,WAS,@,STL,L 20-23,,,
7,1974,1974-11-03,8,23.012,WAS,@,GNB,W 17-6,,,
8,1974,1974-11-10,9,23.019,WAS,@,PHI,W 27-20,,,
9,1974,1974-11-17,10,23.026,WAS,,DAL,W 28-21,,,
10,1974,1974-11-24,11,23.033,WAS,,PHI,W 26-7,,,
11,1974,1974-11-28,12,23.037,WAS,@,DAL,L 23-24,,,
12,1974,1974-12-09,13,23.048,WAS,@,RAM,W 23-17,,,
13,1974,1974-12-15,14,23.054,WAS,,CHI,W 42-0,,,
14,1975,1975-09-21,1,23.334,WAS,,NOR,W 41-3,,,
15,1975,1975-09-28,2,23.341,WAS,,NYG,W 49-13,,,
16,1975,1975-10-05,3,23.348,WAS,@,PHI,L 10-26,1,57,0
17,1975,1975-10-13,4,23.356,WAS,,STL,W 27-17,,,
18,1975,1975-10-19,5,23.362,WAS,@,HOU,L 10-13,,,
19,1975,1975-10-26,6,24.004,WAS,@,CLE,W 23-7,,,
20,1975,1975-11-02,7,24.011,WAS,,DAL,W 30-24,,,
21,1975,1975-11-09,8,24.018,WAS,@,NYG,W 21-13,,,
22,1975,1975-11-16,9,24.025,WAS,@,STL,L 17-20,,,
23,1975,1975-11-23,10,24.032,WAS,,OAK,L 23-26,,,
24,1975,1975-11-30,11,24.039,WAS,,MIN,W 31-30,,,
25,1975,1975-12-07,12,24.046,WAS,@,ATL,W 30-27,,,
26,1975,1975-12-13,13,24.052,WAS,@,DAL,L 10-31,,,
27,1975,1975-12-21,14,24.060,WAS,,PHI,L 3-26,,,
28,1976,1976-09-12,1,24.326,WAS,,NYG,W 19-17,,,
29,1976,1976-09-27,3,24.341,WAS,@,PHI,W 20-17,,,
30,1976,1976-10-03,4,24.347,WAS,@,CHI,L 7-33,,,
31,1976,1976-10-10,5,24.354,WAS,,KAN,L 30-33,,,
32,1976,1976-10-17,6,24.361,WAS,,DET,W 20-7,,,
33,1976,1976-10-25,7,25.003,WAS,,STL,W 20-10,,,
34,1976,1976-10-31,8,25.009,WAS,,DAL,L 7-20,,,
35,1976,1976-11-07,9,25.016,WAS,@,SFO,W 24-21,,,
36,1976,1976-11-14,10,25.023,WAS,@,NYG,L 9-12,,,
37,1976,1976-11-21,11,25.030,WAS,@,STL,W 16-10,,,
38,1976,1976-11-28,12,25.037,WAS,,PHI,W 24-0,,,
39,1976,1976-12-05,13,25.044,WAS,@,NYJ,W 37-16,,,
40,1976,1976-12-12,14,25.051,WAS,@,DAL,W 27-14,1,2,0
41,1977,1977-09-18,1,25.331,WAS,@,NYG,L 17-20,,,
42,1977,1977-09-25,2,25.338,WAS,,ATL,W 10-6,,,
43,1977,1977-10-02,3,25.345,WAS,,STL,W 24-14,,,
44,1977,1977-10-09,4,25.352,WAS,@,TAM,W 10-0,,,
45,1977,1977-10-16,5,25.359,WAS,@,DAL,L 16-34,,,
46,1977,1977-10-23,6,26.001,WAS,,NYG,L 6-17,,,
47,1977,1977-10-30,7,26.008,WAS,,PHI,W 23-17,,,
48,1977,1977-11-07,8,26.016,WAS,@,BAL,L 3-10,,,
49,1977,1977-11-13,9,26.022,WAS,@,PHI,W 17-14,,,
50,1977,1977-11-21,10,26.030,WAS,,GNB,W 10-9,,,
51,1977,1977-11-27,11,26.036,WAS,,DAL,L 7-14,,,
52,1978,1978-09-10,2,26.323,BUF,,NYJ,L 20-21,,,
53,1978,1978-09-17,3,26.330,BUF,@,MIA,L 24-31,,,
54,1978,1978-09-24,4,26.337,BUF,,BAL,W 24-17,,,
55,1978,1978-10-01,5,26.344,BUF,,KAN,W 28-13,,,
56,1978,1978-10-08,6,26.351,BUF,@,NYJ,L 14-45,,,
57,1978,1978-10-22,8,27.000,BUF,,CIN,W 5-0,,,
58,1978,1978-10-29,9,27.007,BUF,@,CLE,L 20-41,,,
59,1978,1978-11-05,10,27.014,BUF,,NWE,L 10-14,,,
60,1978,1978-11-12,11,27.021,BUF,,MIA,L 24-25,,,
61,1978,1978-11-19,12,27.028,BUF,@,TAM,L 10-31,,,
62,1978,1978-11-26,13,27.035,BUF,,NYG,W 41-17,,,
63,1978,1978-12-03,14,27.042,BUF,@,KAN,L 10-14,,,
64,1978,1978-12-10,15,27.049,BUF,@,NWE,L 24-26,,,
65,1978,1978-12-17,16,27.056,BUF,@,BAL,W 21-14,,,
