ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-09-12,1,23.276,RAI,@,SFO,W 23-17,,,,,,
2,1982,1982-09-19,2,23.283,RAI,@,ATL,W 38-14,,,,,,
3,1982,1982-11-22,3,23.347,RAI,,SDG,W 28-24,,,,,,
4,1982,1982-11-28,4,23.353,RAI,@,CIN,L 17-31,,,,,,
5,1982,1982-12-12,6,24.002,RAI,@,KAN,W 21-16,3,92,30.67,1,1,6
6,1982,1982-12-18,7,24.008,RAI,,RAM,W 37-31,,,,,,
7,1982,1982-12-26,8,24.016,RAI,,DEN,W 27-10,,,,,,
8,1982,1983-01-02,9,24.023,RAI,@,SDG,W 41-34,,,,,,
9,1983,1983-09-04,1,24.268,RAI,@,CIN,W 20-10,,,,,,
10,1983,1983-09-11,2,24.275,RAI,,HOU,W 20-6,1,12,12.00,0,0,0
11,1983,1983-09-19,3,24.283,RAI,,MIA,W 27-14,,,,,,
12,1983,1983-09-25,4,24.289,RAI,@,DEN,W 22-7,,,,,,
13,1983,1983-10-02,5,24.296,RAI,@,WAS,L 35-37,5,112,22.40,2,2,12
14,1983,1983-10-09,6,24.303,RAI,,KAN,W 21-20,1,6,6.00,0,0,0
15,1983,1983-10-16,7,24.310,RAI,@,SEA,L 36-38,1,11,11.00,0,0,0
16,1983,1983-10-23,8,24.317,RAI,@,DAL,W 40-38,1,17,17.00,0,0,0
17,1983,1983-10-30,9,24.324,RAI,,SEA,L 21-34,2,31,15.50,0,0,0
18,1983,1983-11-06,10,24.331,RAI,@,KAN,W 28-20,2,63,31.50,0,0,0
19,1983,1983-11-20,12,24.345,RAI,@,BUF,W 27-24,,,,,,
20,1983,1983-11-27,13,24.352,RAI,,NYG,W 27-12,,,,,,
21,1983,1983-12-01,14,24.356,RAI,@,SDG,W 42-10,,,,,,
22,1983,1983-12-11,15,25.001,RAI,,STL,L 24-34,,,,,,
23,1983,1983-12-18,16,25.008,RAI,,SDG,W 30-14,,,,,,
24,1984,1984-10-07,6,25.302,WAS,@,IND,W 35-7,0,0,,0,,
25,1984,1984-10-14,7,25.309,WAS,,DAL,W 34-14,5,104,20.80,1,1,6
26,1984,1984-10-21,8,25.316,WAS,@,STL,L 24-26,5,86,17.20,0,0,0
27,1984,1984-11-05,10,25.331,WAS,,ATL,W 27-14,6,57,9.50,1,1,6
28,1984,1984-11-11,11,25.337,WAS,,DET,W 28-14,7,105,15.00,0,0,0
29,1984,1984-11-18,12,25.344,WAS,@,PHI,L 10-16,2,12,6.00,0,0,0
30,1984,1984-11-25,13,25.351,WAS,,BUF,W 41-14,4,97,24.25,0,0,0
31,1984,1984-11-29,14,25.355,WAS,@,MIN,W 31-17,5,115,23.00,1,1,6
32,1984,1984-12-09,15,25.365,WAS,@,DAL,W 30-28,3,43,14.33,1,1,6
33,1984,1984-12-16,16,26.006,WAS,,STL,W 29-27,5,110,22.00,0,0,0
34,1985,1985-09-09,1,26.273,WAS,@,DAL,L 14-44,2,44,22.00,0,0,0
35,1985,1985-09-15,2,26.279,WAS,,HOU,W 16-13,4,43,10.75,1,1,6
36,1985,1985-09-22,3,26.286,WAS,,PHI,L 6-19,0,0,,0,,
37,1985,1985-09-29,4,26.293,WAS,@,CHI,L 10-45,1,8,8.00,0,0,0
38,1985,1985-10-07,5,26.301,WAS,,STL,W 27-10,0,0,,0,,
39,1985,1985-10-13,6,26.307,WAS,,DET,W 24-3,0,0,,0,,
40,1985,1985-10-20,7,26.314,WAS,@,NYG,L 3-17,1,14,14.00,0,0,0
41,1985,1985-10-27,8,26.321,WAS,@,CLE,W 14-7,0,0,,0,,
42,1985,1985-11-03,9,26.328,WAS,@,ATL,W 44-10,0,0,,0,,
43,1985,1985-11-10,10,26.335,WAS,,DAL,L 7-13,1,7,7.00,0,0,0
44,1985,1985-11-18,11,26.343,WAS,,NYG,W 23-21,0,0,,0,,
45,1985,1985-11-24,12,26.349,WAS,@,PIT,W 30-23,0,0,,0,,
46,1987,1987-10-11,4,28.305,SDG,@,TAM,W 17-13,1,20,20.00,0,0,0
47,1987,1987-10-18,5,28.312,SDG,@,RAI,W 23-17,1,67,67.00,0,0,0
