ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1981,1981-09-20,3,22.146,NOR,@,NYG,L 7-20,,11,24,45.83,154,0,1,49.7,0,0,6.42,4.54,0,0,,0,0,0
2,1981,1981-09-27,4,22.153,NOR,@,SFO,L 14-21,*,11,22,50.00,180,1,1,74.1,0,0,8.18,7.05,1,9,9.00,0,0,0
3,1981,1981-10-04,5,22.160,NOR,,PIT,L 6-20,*,12,20,60.00,127,0,4,39.0,1,13,6.35,-2.65,2,-6,-3.00,0,0,0
4,1981,1981-10-11,6,22.167,NOR,,PHI,L 14-31,,6,9,66.67,47,0,0,79.4,1,11,5.22,5.22,0,0,,0,0,0
5,1981,1981-11-01,9,22.188,NOR,,ATL,L 10-41,,5,9,55.56,27,0,1,21.3,1,15,3.00,-2.00,0,0,,0,0,0
6,1981,1981-11-08,10,22.195,NOR,@,RAM,W 21-13,*,11,19,57.89,182,0,0,90.2,3,27,9.58,9.58,0,0,,0,0,0
7,1981,1981-11-15,11,22.202,NOR,@,MIN,L 10-20,*,19,39,48.72,244,0,2,47.4,5,46,6.26,3.95,2,-2,-1.00,0,0,0
8,1981,1981-11-29,13,22.216,NOR,,TAM,L 14-31,,3,8,37.50,53,0,0,60.9,0,0,6.63,6.63,0,0,,0,0,0
9,1981,1981-12-06,14,22.223,NOR,@,STL,L 3-30,,0,1,0.00,0,0,1,0.0,1,9,0.00,-45.00,0,0,,0,0,0
10,1981,1981-12-13,15,22.230,NOR,,GNB,L 7-35,,4,6,66.67,44,0,1,48.6,0,0,7.33,-0.17,0,0,,0,0,0
11,1981,1981-12-20,16,22.237,NOR,,SFO,L 17-21,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
12,1983,1983-09-04,1,24.130,NOR,,STL,W 28-17,,7,11,63.64,121,1,1,93.4,1,10,11.00,8.73,0,0,,0,0,0
13,1983,1983-09-11,2,24.137,NOR,@,RAM,L 27-30,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
14,1983,1983-10-16,7,24.172,NOR,,SFO,L 13-32,,12,17,70.59,126,0,1,67.3,4,33,7.41,4.76,0,0,,0,0,0
15,1983,1983-10-30,9,24.186,NOR,@,BUF,L 21-27,,19,31,61.29,209,3,1,100.1,0,0,6.74,7.23,1,0,0.00,0,0,0
16,1983,1983-11-06,10,24.193,NOR,,ATL,W 27-10,*,9,14,64.29,146,1,1,93.2,2,18,10.43,8.64,1,-5,-5.00,0,0,0
17,1983,1983-11-13,11,24.200,NOR,@,SFO,L 0-27,*,16,29,55.17,132,0,2,38.3,9,77,4.55,1.45,2,7,3.50,0,0,0
18,1983,1983-12-04,14,24.221,NOR,@,NWE,L 0-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
19,1983,1983-12-18,16,24.235,NOR,,RAM,L 24-26,,3,8,37.50,36,0,1,12.5,1,8,4.50,-1.13,1,1,1.00,1,1,6
20,1984,1984-09-30,5,25.156,NOR,@,HOU,W 27-10,,0,0,,0,0,0,,0,,,,0,0,,0,,
21,1984,1984-11-25,13,25.212,NOR,,SFO,L 3-35,,5,8,62.50,46,0,0,78.1,1,10,5.75,5.75,0,0,,0,0,0
22,1984,1984-12-02,14,25.219,NOR,@,RAM,L 21-34,,14,29,48.28,139,3,2,68.0,1,1,4.79,3.76,0,0,,0,0,0
23,1984,1984-12-09,15,25.226,NOR,,CIN,L 21-24,*,20,32,62.50,325,3,1,114.7,5,43,10.16,10.63,0,0,,0,0,0
24,1984,1984-12-15,16,25.232,NOR,@,NYG,W 10-3,*,12,24,50.00,137,1,1,64.1,0,0,5.71,4.67,3,-7,-2.33,0,0,0
25,1985,1985-09-08,1,26.134,NOR,,KAN,L 27-47,*,2,22,9.09,30,0,2,1.7,3,14,1.36,-2.73,1,17,17.00,0,0,0
26,1985,1985-09-15,2,26.141,NOR,@,DEN,L 23-34,*,18,30,60.00,280,2,0,113.2,6,45,9.33,10.67,1,0,0.00,0,0,0
27,1985,1985-09-22,3,26.148,NOR,,TAM,W 20-13,*,16,25,64.00,246,2,0,123.1,2,20,9.84,11.44,4,-6,-1.50,0,0,0
28,1985,1985-09-29,4,26.155,NOR,@,SFO,W 20-17,*,15,30,50.00,189,1,2,53.3,1,10,6.30,3.97,4,13,3.25,0,0,0
29,1985,1985-10-06,5,26.162,NOR,,PHI,W 23-21,*,15,24,62.50,175,1,1,81.1,4,29,7.29,6.25,3,-10,-3.33,0,0,0
30,1985,1985-10-13,6,26.169,NOR,@,RAI,L 13-23,*,15,32,46.88,201,1,2,51.7,3,28,6.28,4.09,2,-1,-0.50,0,0,0
31,1985,1985-10-20,7,26.176,NOR,@,ATL,L 24-31,*,19,45,42.22,300,2,4,42.8,2,13,6.67,3.56,2,-8,-4.00,0,0,0
32,1985,1985-10-27,8,26.183,NOR,,NYG,L 13-21,*,13,28,46.43,110,1,2,39.3,1,9,3.93,1.43,1,2,2.00,0,0,0
33,1985,1985-11-03,9,26.190,NOR,@,RAM,L 10-28,*,19,35,54.29,156,1,1,63.5,9,63,4.46,3.74,0,0,,0,0,0
34,1985,1985-11-10,10,26.197,NOR,,SEA,L 3-27,*,13,22,59.09,156,0,1,61.9,8,60,7.09,5.05,0,0,,0,0,0
35,1986,1986-09-21,3,27.147,NOR,@,SFO,L 17-26,,9,20,45.00,125,0,0,65.6,3,36,6.25,6.25,0,0,,0,0,0
36,1986,1986-09-28,4,27.154,NOR,@,NYG,L 17-20,*,12,20,60.00,146,1,0,99.2,2,15,7.30,8.30,1,0,0.00,0,0,0
37,1986,1986-10-05,5,27.161,NOR,,WAS,L 6-14,*,16,30,53.33,159,0,1,54.7,3,30,5.30,3.80,1,0,0.00,0,0,0
38,1986,1986-10-12,6,27.168,NOR,@,IND,W 17-14,*,11,26,42.31,131,1,3,31.6,0,0,5.04,0.62,1,2,2.00,0,0,0
39,1986,1986-10-19,7,27.175,NOR,,TAM,W 38-7,*,14,23,60.87,185,1,1,82.7,0,0,8.04,6.96,1,14,14.00,0,0,0
40,1986,1986-10-26,8,27.182,NOR,@,NYJ,L 23-28,*,22,37,59.46,243,2,2,74.5,0,0,6.57,5.22,0,0,,0,0,0
41,1986,1986-11-02,9,27.189,NOR,,SFO,W 23-10,*,12,16,75.00,165,0,1,81.5,3,28,10.31,7.50,1,-2,-2.00,0,0,0
42,1986,1986-11-09,10,27.196,NOR,,RAM,W 6-0,*,9,20,45.00,134,0,3,27.9,0,0,6.70,-0.05,1,2,2.00,0,0,0
43,1986,1986-11-16,11,27.203,NOR,@,STL,W 16-7,*,7,16,43.75,104,1,0,86.5,3,28,6.50,7.75,1,-2,-2.00,0,0,0
44,1986,1986-11-23,12,27.210,NOR,@,RAM,L 13-26,*,24,43,55.81,236,1,4,40.5,2,13,5.49,1.77,1,0,0.00,0,0,0
45,1986,1986-11-30,13,27.217,NOR,,NWE,L 20-21,*,20,33,60.61,272,1,0,97.0,4,25,8.24,8.85,1,-2,-2.00,0,0,0
46,1986,1986-12-07,14,27.224,NOR,,MIA,L 27-31,*,19,34,55.88,276,1,1,80.0,1,7,8.12,7.38,0,0,,0,0,0
47,1986,1986-12-14,15,27.231,NOR,@,ATL,W 14-9,*,13,23,56.52,170,1,1,76.4,1,9,7.39,6.30,4,7,1.75,1,1,6
48,1986,1986-12-21,16,27.238,NOR,@,MIN,L 17-33,*,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,1,0,0.00,0,0,0
49,1987,1987-09-20,2,28.146,NOR,@,PHI,L 17-27,,4,7,57.14,83,1,0,138.7,1,11,11.86,14.71,0,0,,0,0,0
50,1987,1987-11-29,11,28.216,NOR,@,PIT,W 20-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
51,1987,1987-12-20,14,28.237,NOR,@,CIN,W 41-24,,9,15,60.00,160,1,0,118.7,1,10,10.67,12.00,0,0,,0,0,0
52,1987,1987-12-27,15,28.244,NOR,,GNB,W 33-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
53,1988,1988-12-04,14,29.221,NOR,@,MIN,L 3-45,,5,16,31.25,73,0,1,21.1,0,0,4.56,1.75,0,0,,0,0,0
