ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-10-15,5,22.012,KAN,,CIN,L 16-23,2,20,10.00,0,0,0,,0,0,0,,0,0,0
2,1972,1972-11-05,8,22.033,KAN,,OAK,W 27-14,1,42,42.00,1,0,0,,0,0,0,,0,1,6
3,1972,1972-11-12,9,22.040,KAN,@,PIT,L 7-16,2,40,20.00,0,1,10,10.00,0,0,0,,0,0,0
4,1972,1972-11-19,10,22.047,KAN,,SDG,L 17-27,3,47,15.67,1,0,0,,0,0,0,,0,1,6
5,1972,1972-12-17,14,22.075,KAN,@,ATL,W 17-14,1,16,16.00,0,1,-8,-8.00,0,0,0,,0,0,0
6,1973,1973-09-16,1,22.348,KAN,,RAM,L 13-23,1,23,23.00,0,0,0,,0,0,0,,0,0,0
7,1973,1973-09-23,2,22.355,KAN,@,NWE,W 10-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0
8,1973,1973-10-21,6,23.018,KAN,@,CIN,L 6-14,1,17,17.00,0,0,0,,0,0,0,,0,0,0
9,1973,1973-11-25,11,23.053,KAN,@,DEN,L 10-14,2,25,12.50,0,0,0,,0,0,0,,0,0,0
10,1974,1974-12-15,14,24.073,SFO,,NOR,W 35-21,0,0,,0,0,0,,0,1,0,0.00,0,0,0
