ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2002,2002-09-08,1,23.049,HOU,,DAL,W 19-10,*,10,22,45.45,145,2,1,78.8,6,22,6.59,6.36,4,7,1.75,0,0,0
2,2002,2002-09-15,2,23.056,HOU,@,SDG,L 3-24,*,6,25,24.00,87,0,2,8.2,9,58,3.48,-0.12,3,27,9.00,0,0,0
3,2002,2002-09-22,3,23.063,HOU,,IND,L 3-23,*,12,22,54.55,99,0,1,47.3,4,21,4.50,2.45,4,17,4.25,0,0,0
4,2002,2002-09-29,4,23.070,HOU,@,PHI,L 17-35,*,16,29,55.17,188,2,2,69.3,7,37,6.48,4.76,2,17,8.50,0,0,0
5,2002,2002-10-13,5,23.084,HOU,,BUF,L 24-31,*,12,23,52.17,218,1,0,99.5,5,26,9.48,10.35,8,50,6.25,1,1,6
6,2002,2002-10-20,6,23.091,HOU,@,CLE,L 17-34,*,22,36,61.11,267,1,0,93.2,8,41,7.42,7.97,3,3,1.00,0,0,0
7,2002,2002-10-27,7,23.098,HOU,@,JAX,W 21-19,*,11,18,61.11,184,1,0,114.1,4,23,10.22,11.33,4,14,3.50,0,0,0
8,2002,2002-11-03,8,23.105,HOU,,CIN,L 3-38,*,18,32,56.25,199,0,2,48.8,2,13,6.22,3.41,2,9,4.50,0,0,0
9,2002,2002-11-10,9,23.112,HOU,@,TEN,L 10-17,*,19,34,55.88,182,1,2,56.2,4,17,5.35,3.29,3,16,5.33,0,0,0
10,2002,2002-11-17,10,23.119,HOU,,JAX,L 21-24,*,22,30,73.33,228,1,1,92.1,4,34,7.60,6.77,7,33,4.71,2,2,12
11,2002,2002-11-24,11,23.126,HOU,,NYG,W 16-14,*,10,23,43.48,103,0,0,57.0,5,14,4.48,4.48,6,54,9.00,0,0,0
12,2002,2002-12-01,12,23.133,HOU,@,IND,L 3-19,*,20,35,57.14,137,0,0,66.0,6,37,3.91,3.91,1,1,1.00,0,0,0
13,2002,2002-12-08,13,23.140,HOU,@,PIT,W 24-6,*,3,10,30.00,33,0,0,40.8,4,23,3.30,3.30,3,6,2.00,0,0,0
14,2002,2002-12-15,14,23.147,HOU,,BAL,L 19-23,*,19,34,55.88,196,0,2,48.2,2,14,5.76,3.12,2,1,0.50,0,0,0
15,2002,2002-12-22,15,23.154,HOU,@,WAS,L 10-26,*,12,31,38.71,112,0,1,36.0,3,13,3.61,2.16,4,20,5.00,0,0,0
16,2002,2002-12-29,16,23.161,HOU,,TEN,L 3-13,*,21,40,52.50,214,0,1,57.7,3,18,5.35,4.23,3,7,2.33,0,0,0
17,2003,2003-09-07,1,24.048,HOU,@,MIA,W 21-20,*,17,31,54.84,266,1,0,94.3,0,0,8.58,9.23,1,2,2.00,0,0,0
18,2003,2003-09-14,2,24.055,HOU,@,NOR,L 10-31,*,17,36,47.22,213,0,2,42.9,5,30,5.92,3.42,4,14,3.50,1,1,6
19,2003,2003-09-21,3,24.062,HOU,,KAN,L 14-42,*,17,27,62.96,167,1,2,61.8,1,9,6.19,3.59,1,10,10.00,0,0,0
20,2003,2003-09-28,4,24.069,HOU,,JAX,W 24-20,*,23,36,63.89,234,1,1,80.1,1,5,6.50,5.81,5,18,3.60,1,1,6
21,2003,2003-10-12,5,24.083,HOU,@,TEN,L 17-38,*,25,42,59.52,371,2,3,74.6,1,4,8.83,6.57,0,0,,0,0,0
22,2003,2003-10-19,6,24.090,HOU,,NYJ,L 14-19,*,15,23,65.22,170,0,0,87.2,2,14,7.39,7.39,3,16,5.33,0,0,0
23,2003,2003-10-26,7,24.097,HOU,@,IND,L 21-30,*,8,9,88.89,62,1,0,132.4,1,1,6.89,9.11,0,0,,0,0,0
24,2003,2003-11-09,9,24.111,HOU,@,CIN,L 27-34,*,11,25,44.00,146,2,1,73.1,2,17,5.84,5.64,2,21,10.50,0,0,0
25,2003,2003-11-16,10,24.118,HOU,@,BUF,W 12-10,*,2,4,50.00,12,0,0,56.2,1,3,3.00,3.00,1,0,0.00,0,0,0
26,2003,2003-11-30,12,24.132,HOU,,ATL,W 17-13,,2,5,40.00,25,0,1,16.7,0,0,5.00,-4.00,4,30,7.50,0,0,0
27,2003,2003-12-21,15,24.153,HOU,,TEN,L 24-27,*,17,34,50.00,242,1,2,58.7,1,7,7.12,5.06,4,40,10.00,0,0,0
28,2003,2003-12-28,16,24.160,HOU,,IND,L 17-20,*,13,23,56.52,105,0,1,50.1,0,0,4.57,2.61,2,0,0.00,0,0,0
29,2004,2004-09-12,1,25.053,HOU,,SDG,L 20-27,*,19,25,76.00,229,0,2,70.2,2,3,9.16,5.56,3,12,4.00,0,0,0
30,2004,2004-09-19,2,25.060,HOU,@,DET,L 16-28,*,23,34,67.65,313,2,1,104.2,5,39,9.21,9.06,5,30,6.00,0,0,0
31,2004,2004-09-26,3,25.067,HOU,@,KAN,W 24-21,*,13,25,52.00,233,1,1,80.9,3,13,9.32,8.32,5,26,5.20,0,0,0
32,2004,2004-10-03,4,25.074,HOU,,OAK,W 30-17,*,14,23,60.87,228,1,0,108.6,0,0,9.91,10.78,9,31,3.44,0,0,0
33,2004,2004-10-10,5,25.081,HOU,,MIN,L 28-34,*,27,42,64.29,372,3,0,116.4,4,14,8.86,10.29,3,21,7.00,0,0,0
