ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
71,1988,1988-09-04,1,28.074,NOR,,SFO,L 33-34,,2,5,2.50,0,,,0,0
72,1988,1988-09-11,2,28.081,NOR,@,ATL,W 29-21,,1,9,9.00,0,,,0,0
73,1988,1988-09-18,3,28.088,NOR,@,DET,W 22-14,,4,43,10.75,0,,,0,0
74,1988,1988-09-25,4,28.095,NOR,,TAM,W 13-9,,2,34,17.00,0,,,0,0
75,1988,1988-10-03,5,28.103,NOR,,DAL,W 20-17,,2,45,22.50,0,,,0,0
76,1988,1988-10-09,6,28.109,NOR,@,SDG,W 23-17,,2,37,18.50,0,,,0,0
77,1988,1988-10-16,7,28.116,NOR,@,SEA,W 20-19,,1,13,13.00,0,,,0,0
78,1988,1988-10-23,8,28.123,NOR,,RAI,W 20-6,,1,11,11.00,0,,,0,0
79,1988,1988-10-30,9,28.130,NOR,,RAM,L 10-12,,2,18,9.00,0,,,0,0
80,1988,1988-11-06,10,28.137,NOR,@,WAS,L 24-27,,0,0,,0,,,,
81,1988,1988-11-13,11,28.144,NOR,@,RAM,W 14-10,,3,13,4.33,0,,,0,0
82,1988,1988-11-20,12,28.151,NOR,,DEN,W 42-0,,3,25,8.33,1,,,1,6
83,1988,1988-12-04,14,28.165,NOR,@,MIN,L 3-45,,0,0,,0,,,,
84,1988,1988-12-11,15,28.172,NOR,@,SFO,L 17-30,,3,44,14.67,0,,,0,0
85,1988,1988-12-18,16,28.179,NOR,,ATL,W 10-9,,0,0,,0,,,,
86,1989,1989-09-17,2,29.087,NOR,@,GNB,L 34-35,,0,0,,0,,,,
87,1989,1989-09-24,3,29.094,NOR,@,TAM,L 10-20,,0,0,,0,,,,
88,1989,1989-10-01,4,29.101,NOR,,WAS,L 14-16,,1,5,5.00,0,,,0,0
89,1989,1989-10-08,5,29.108,NOR,,SFO,L 20-24,,1,16,16.00,0,,,0,0
90,1989,1989-10-15,6,29.115,NOR,,NYJ,W 29-14,,1,3,3.00,0,,,0,0
91,1989,1989-10-22,7,29.122,NOR,@,RAM,W 40-21,,1,9,9.00,0,,,0,0
92,1989,1989-10-29,8,29.129,NOR,,ATL,W 20-13,,0,0,,0,,,,
93,1989,1989-11-06,9,29.137,NOR,@,SFO,L 13-31,,0,0,,0,,,,
94,1989,1989-11-12,10,29.143,NOR,@,NWE,W 28-24,,0,0,,0,,,,
95,1989,1989-11-19,11,29.150,NOR,@,ATL,W 26-17,,1,23,23.00,0,,,0,0
96,1989,1989-11-26,12,29.157,NOR,,RAM,L 17-20,,0,0,,0,,,,
97,1989,1989-12-03,13,29.164,NOR,@,DET,L 14-21,,0,0,,0,,,,
98,1989,1989-12-10,14,29.171,NOR,@,BUF,W 22-19,,2,20,10.00,1,,,1,6
99,1989,1989-12-18,15,29.179,NOR,,PHI,W 30-20,,1,15,15.00,0,,,0,0
100,1989,1989-12-24,16,29.185,NOR,,IND,W 41-6,,1,7,7.00,0,,,0,0
101,1990,1990-09-10,1,30.080,NOR,,SFO,L 12-13,,0,0,,0,,,,
102,1990,1990-09-16,2,30.086,NOR,@,MIN,L 3-32,,0,0,,0,,,,
103,1990,1990-09-23,3,30.093,NOR,,PHO,W 28-7,,1,8,8.00,0,,,0,0
104,1990,1990-10-07,4,30.107,NOR,@,ATL,L 27-28,,0,0,,0,,,,
105,1990,1990-10-14,5,30.114,NOR,,CLE,W 25-20,,1,3,3.00,0,,,0,0
106,1990,1990-10-21,6,30.121,NOR,@,HOU,L 10-23,,0,0,,0,,,,
107,1990,1990-10-28,7,30.128,NOR,,DET,L 10-27,,0,0,,0,,,,
108,1990,1990-11-04,8,30.135,NOR,@,CIN,W 21-7,,0,0,,0,,,,
109,1990,1990-11-11,9,30.142,NOR,,TAM,W 35-7,,0,0,,0,,,,
110,1990,1990-11-18,10,30.149,NOR,@,WAS,L 17-31,,1,12,12.00,0,,,0,0
111,1990,1990-11-25,11,30.156,NOR,,ATL,W 10-7,,4,43,10.75,0,,,0,0
112,1990,1990-12-02,12,30.163,NOR,@,DAL,L 13-17,,3,28,9.33,0,,,0,0
113,1990,1990-12-09,13,30.170,NOR,@,RAM,W 24-20,,0,0,,0,,,,
114,1990,1990-12-16,14,30.177,NOR,,PIT,L 6-9,,0,0,,0,,,,
115,1990,1990-12-23,15,30.184,NOR,@,SFO,W 13-10,,1,19,19.00,0,,,0,0
116,1990,1990-12-31,16,30.192,NOR,,RAM,W 20-17,,0,0,,0,,,,
117,1991,1991-09-01,1,31.071,NOR,,SEA,W 27-24,,1,21,21.00,0,,,0,0
118,1991,1991-09-08,2,31.078,NOR,@,KAN,W 17-10,,2,22,11.00,0,,,0,0
119,1991,1991-09-15,3,31.085,NOR,,RAM,W 24-7,,3,47,15.67,0,,,0,0
120,1991,1991-09-22,4,31.092,NOR,,MIN,W 26-0,,0,0,,0,,,,
121,1991,1991-09-29,5,31.099,NOR,@,ATL,W 27-6,,3,14,4.67,0,,,0,0
122,1991,1991-10-20,7,31.120,NOR,,TAM,W 23-7,,0,0,,0,,,,
123,1991,1991-10-27,8,31.127,NOR,,CHI,L 17-20,,1,20,20.00,0,,,0,0
124,1991,1991-11-03,9,31.134,NOR,@,RAM,W 24-17,,1,20,20.00,0,,,0,0
125,1991,1991-11-10,10,31.141,NOR,,SFO,W 10-3,,0,0,,0,,,,
126,1991,1991-11-17,11,31.148,NOR,@,SDG,L 21-24,,2,18,9.00,0,,,0,0
127,1991,1991-11-24,12,31.155,NOR,,ATL,L 20-23,,0,0,,0,,,,
128,1991,1991-12-01,13,31.162,NOR,@,SFO,L 24-38,,1,9,9.00,0,,,0,0
129,1991,1991-12-08,14,31.169,NOR,@,DAL,L 14-23,,2,19,9.50,0,,,0,0
130,1991,1991-12-16,15,31.177,NOR,,RAI,W 27-0,,5,36,7.20,0,,,0,0
131,1991,1991-12-22,16,31.183,NOR,@,PHO,W 27-3,,1,4,4.00,0,,,0,0
132,1992,1992-11-01,8,32.132,NOR,,TAM,W 23-21,,,,,,0.0%,,,
133,1992,1992-11-08,9,32.139,NOR,@,NWE,W 31-14,,,,,,0.0%,,,
134,1992,1992-11-15,10,32.146,NOR,@,SFO,L 20-21,,,,,,0.0%,,,
