ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1983,1983-09-04,1,23.074,NOR,,STL,W 28-17,,0,0,,0,,,,
2,1983,1983-09-11,2,23.081,NOR,@,RAM,L 27-30,,0,0,,0,,,,
3,1983,1983-09-18,3,23.088,NOR,,CHI,W 34-31,,0,0,,0,,,,
4,1983,1983-09-25,4,23.095,NOR,@,DAL,L 20-21,,1,2,2.00,0,,,0,0
5,1983,1983-10-02,5,23.102,NOR,,MIA,W 17-7,,0,0,,0,,,,
6,1983,1983-10-09,6,23.109,NOR,@,ATL,W 19-17,,0,0,,0,,,,
7,1983,1983-10-16,7,23.116,NOR,,SFO,L 13-32,,0,0,,0,,,,
8,1983,1983-10-23,8,23.123,NOR,@,TAM,W 24-21,,1,9,9.00,0,,,0,0
9,1983,1983-10-30,9,23.130,NOR,@,BUF,L 21-27,,2,17,8.50,1,,,1,6
10,1983,1983-11-06,10,23.137,NOR,,ATL,W 27-10,,0,0,,0,,,,
11,1983,1983-11-13,11,23.144,NOR,@,SFO,L 0-27,,2,1,0.50,0,,,0,0
12,1983,1983-11-21,12,23.152,NOR,,NYJ,L 28-31,,1,4,4.00,0,,,0,0
13,1983,1983-11-27,13,23.158,NOR,,MIN,W 17-16,,0,0,,0,,,,
14,1983,1983-12-04,14,23.165,NOR,@,NWE,L 0-7,,0,0,,0,,,,
15,1983,1983-12-11,15,23.172,NOR,@,PHI,W 20-17,,0,0,,0,,,,
16,1983,1983-12-18,16,23.179,NOR,,RAM,L 24-26,,0,0,,0,,,,
17,1984,1984-09-02,1,24.072,NOR,,ATL,L 28-36,,1,3,3.00,1,,,1,6
18,1984,1984-09-09,2,24.079,NOR,,TAM,W 17-13,,0,0,,0,,,,
19,1984,1984-09-16,3,24.086,NOR,@,SFO,L 20-30,,0,0,,0,,,,
20,1984,1984-09-23,4,24.093,NOR,,STL,W 34-24,,0,0,,0,,,,
21,1984,1984-09-30,5,24.100,NOR,@,HOU,W 27-10,,0,0,,0,,,,
22,1984,1984-10-07,6,24.107,NOR,@,CHI,L 7-20,,1,17,17.00,0,,,0,0
23,1984,1984-10-14,7,24.114,NOR,,RAM,L 10-28,,3,24,8.00,0,,,0,0
24,1984,1984-10-21,8,24.121,NOR,@,DAL,L 27-30,,0,0,,0,,,,
25,1984,1984-10-28,9,24.128,NOR,@,CLE,W 16-14,,0,0,,0,,,,
26,1984,1984-11-04,10,24.135,NOR,,GNB,L 13-23,,1,11,11.00,0,,,0,0
27,1985,1985-09-08,1,25.078,NOR,,KAN,L 27-47,,1,8,8.00,0,,,0,0
28,1985,1985-09-15,2,25.085,NOR,@,DEN,L 23-34,,0,0,,0,,,,
29,1985,1985-09-22,3,25.092,NOR,,TAM,W 20-13,,0,0,,0,,,,
30,1985,1985-09-29,4,25.099,NOR,@,SFO,W 20-17,,0,0,,0,,,,
31,1985,1985-10-06,5,25.106,NOR,,PHI,W 23-21,,0,0,,0,,,,
32,1985,1985-10-13,6,25.113,NOR,@,RAI,L 13-23,,2,20,10.00,0,,,0,0
33,1985,1985-10-20,7,25.120,NOR,@,ATL,L 24-31,,0,0,,0,,,,
34,1985,1985-10-27,8,25.127,NOR,,NYG,L 13-21,,3,25,8.33,0,,,0,0
35,1985,1985-11-03,9,25.134,NOR,@,RAM,L 10-28,,3,28,9.33,0,,,0,0
36,1985,1985-11-10,10,25.141,NOR,,SEA,L 3-27,,2,19,9.50,0,,,0,0
37,1985,1985-11-17,11,25.148,NOR,@,GNB,L 14-38,,1,16,16.00,0,,,0,0
38,1985,1985-11-24,12,25.155,NOR,@,MIN,W 30-23,,2,39,19.50,1,,,1,6
39,1985,1985-12-01,13,25.162,NOR,,RAM,W 29-3,,3,36,12.00,0,,,0,0
40,1985,1985-12-08,14,25.169,NOR,@,STL,L 16-28,,3,27,9.00,1,,,1,6
41,1985,1985-12-15,15,25.176,NOR,,SFO,L 19-31,,1,30,30.00,0,,,0,0
42,1985,1985-12-22,16,25.183,NOR,,ATL,L 10-16,,3,18,6.00,0,,,0,0
43,1986,1986-09-07,1,26.077,NOR,,ATL,L 10-31,,1,6,6.00,0,,,0,0
44,1986,1986-09-14,2,26.084,NOR,,GNB,W 24-10,,1,14,14.00,0,,,0,0
45,1986,1986-09-21,3,26.091,NOR,@,SFO,L 17-26,,0,0,,0,,,,
46,1986,1986-09-28,4,26.098,NOR,@,NYG,L 17-20,,0,0,,0,,,,
47,1986,1986-10-05,5,26.105,NOR,,WAS,L 6-14,,4,26,6.50,0,,,0,0
48,1986,1986-10-12,6,26.112,NOR,@,IND,W 17-14,,1,8,8.00,0,,,0,0
49,1986,1986-10-19,7,26.119,NOR,,TAM,W 38-7,,4,22,5.50,0,,,0,0
50,1986,1986-10-26,8,26.126,NOR,@,NYJ,L 23-28,,8,81,10.13,2,,,2,12
51,1986,1986-11-02,9,26.133,NOR,,SFO,W 23-10,,2,12,6.00,0,,,0,0
52,1986,1986-11-09,10,26.140,NOR,,RAM,W 6-0,,0,0,,0,,,,
53,1986,1986-11-16,11,26.147,NOR,@,STL,W 16-7,,0,0,,0,,,,
54,1986,1986-11-23,12,26.154,NOR,@,RAM,L 13-26,,2,17,8.50,0,,,0,0
55,1986,1986-11-30,13,26.161,NOR,,NWE,L 20-21,,6,44,7.33,0,,,0,0
56,1986,1986-12-07,14,26.168,NOR,,MIA,L 27-31,,5,68,13.60,1,,,1,6
57,1986,1986-12-14,15,26.175,NOR,@,ATL,W 14-9,,1,9,9.00,0,,,0,0
58,1986,1986-12-21,16,26.182,NOR,@,MIN,L 17-33,,2,23,11.50,0,,,0,0
59,1987,1987-09-13,1,27.083,NOR,,CLE,W 28-21,,1,10,10.00,0,,,0,0
60,1987,1987-09-20,2,27.090,NOR,@,PHI,L 17-27,,5,64,12.80,2,,,2,12
61,1987,1987-10-25,6,27.125,NOR,,SFO,L 22-24,,1,4,4.00,0,,,0,0
62,1987,1987-11-01,7,27.132,NOR,@,ATL,W 38-0,,0,0,,0,,,,
63,1987,1987-11-08,8,27.139,NOR,@,RAM,W 31-14,,1,23,23.00,1,,,1,6
64,1987,1987-11-15,9,27.146,NOR,@,SFO,W 26-24,,1,6,6.00,0,,,0,0
65,1987,1987-11-22,10,27.153,NOR,,NYG,W 23-14,,1,8,8.00,0,,,0,0
66,1987,1987-11-29,11,27.160,NOR,@,PIT,W 20-16,,0,0,,0,,,,
67,1987,1987-12-06,12,27.167,NOR,,TAM,W 44-34,,2,14,7.00,2,,,2,12
68,1987,1987-12-13,13,27.174,NOR,,HOU,W 24-10,,0,0,,0,,,,
69,1987,1987-12-20,14,27.181,NOR,@,CIN,W 41-24,,2,29,14.50,0,,,0,0
70,1987,1987-12-27,15,27.188,NOR,,GNB,W 33-24,,2,23,11.50,1,,,1,6
