ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
156,2008,2008-12-21,15,33.333,CLE,,CIN,L 0-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2008,2008-12-28,16,33.340,CLE,@,PIT,L 0-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,0,0,0,0,,0
158,2009,2009-09-13,1,34.233,CLE,,MIN,L 20-34,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
159,2009,2009-09-20,2,34.240,CLE,@,DEN,L 6-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
160,2009,2009-11-01,8,34.282,CLE,@,CHI,L 6-30,,0,0,,0,0,0,,0,0,0,,0,,,,,1,0.0,,,,0,0,0.0,0,0,0,0,,0
161,2009,2009-11-16,9,34.297,CLE,,BAL,L 0-16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
162,2009,2009-11-22,10,34.303,CLE,@,DET,L 37-38,,0,0,,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
163,2009,2009-11-29,11,34.310,CLE,@,CIN,L 7-16,,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
164,2009,2009-12-06,12,34.317,CLE,,SDG,L 23-30,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
165,2009,2009-12-10,13,34.321,CLE,,PIT,W 13-6,,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
166,2009,2009-12-20,14,34.331,CLE,@,KAN,W 41-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,0,,0
167,2009,2009-12-27,15,34.338,CLE,,OAK,W 23-9,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
168,2009,2010-01-03,16,34.345,CLE,,JAX,W 23-17,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
169,2010,2010-09-12,1,35.232,CLE,@,TAM,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
170,2010,2010-09-19,2,35.239,CLE,,KAN,L 14-16,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
171,2010,2010-09-26,3,35.246,CLE,@,BAL,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
172,2010,2010-10-03,4,35.253,CLE,,CIN,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
173,2010,2010-10-10,5,35.260,CLE,,ATL,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
174,2010,2010-10-17,6,35.267,CLE,@,PIT,L 10-28,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
175,2010,2010-10-24,7,35.274,CLE,@,NOR,W 30-17,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
176,2010,2010-11-07,8,35.288,CLE,,NWE,W 34-14,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
177,2010,2010-11-14,9,35.295,CLE,,NYJ,L 20-26,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
178,2010,2010-11-21,10,35.302,CLE,@,JAX,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,0,,0
179,2010,2010-11-28,11,35.309,CLE,,CAR,W 24-23,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
180,2010,2010-12-05,12,35.316,CLE,@,MIA,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
181,2010,2010-12-12,13,35.323,CLE,@,BUF,L 6-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
182,2010,2010-12-19,14,35.330,CLE,@,CIN,L 17-19,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
183,2010,2010-12-26,15,35.337,CLE,,BAL,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
184,2010,2011-01-02,16,35.344,CLE,,PIT,L 9-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
185,2011,2011-09-11,1,36.231,CLE,,CIN,L 17-27,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
186,2011,2011-09-18,2,36.238,CLE,@,IND,W 27-19,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
187,2011,2011-09-25,3,36.245,CLE,,MIA,W 17-16,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
188,2011,2011-10-02,4,36.252,CLE,,TEN,L 13-31,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
189,2011,2011-10-16,5,36.266,CLE,@,OAK,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
190,2011,2011-10-23,6,36.273,CLE,,SEA,W 6-3,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,4,50.0,0,6,0.0,0,0,0,0,,0
191,2011,2011-10-30,7,36.280,CLE,@,SFO,L 10-20,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
192,2011,2011-11-06,8,36.287,CLE,@,HOU,L 12-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
193,2011,2011-11-13,9,36.294,CLE,,STL,L 12-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,5,80.0,0,12,0.0,0,0,0,0,,0
194,2011,2011-11-20,10,36.301,CLE,,JAX,W 14-10,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
195,2011,2011-11-27,11,36.308,CLE,@,CIN,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
196,2011,2011-12-04,12,36.315,CLE,,BAL,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
197,2011,2011-12-08,13,36.319,CLE,@,PIT,L 3-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
198,2011,2011-12-18,14,36.329,CLE,@,ARI,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
199,2011,2011-12-24,15,36.335,CLE,@,BAL,L 14-20,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
200,2011,2012-01-01,16,36.343,CLE,,PIT,L 9-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
201,2012,2012-09-09,1,37.230,CLE,,PHI,L 16-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
202,2012,2012-09-16,2,37.237,CLE,@,CIN,L 27-34,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
203,2012,2012-09-23,3,37.244,CLE,,BUF,L 14-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
204,2012,2012-09-27,4,37.248,CLE,@,BAL,L 16-23,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
205,2012,2012-10-07,5,37.258,CLE,@,NYG,L 27-41,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
206,2012,2012-10-14,6,37.265,CLE,,CIN,W 34-24,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,1,0,0,,0
207,2012,2012-10-21,7,37.272,CLE,@,IND,L 13-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
208,2012,2012-10-28,8,37.279,CLE,,SDG,W 7-6,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
209,2012,2012-11-04,9,37.286,CLE,,BAL,L 15-25,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,0,,0
210,2012,2012-11-18,10,37.300,CLE,@,DAL,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
211,2012,2012-11-25,11,37.307,CLE,,PIT,W 20-14,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
212,2012,2012-12-02,12,37.314,CLE,@,OAK,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
213,2012,2012-12-09,13,37.321,CLE,,KAN,W 30-7,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
214,2012,2012-12-16,14,37.328,CLE,,WAS,L 21-38,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
215,2012,2012-12-23,15,37.335,CLE,@,DEN,L 12-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
216,2012,2012-12-30,16,37.342,CLE,@,PIT,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
217,2013,2013-09-08,1,38.228,SFO,,GNB,W 34-28,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,,0
218,2013,2013-09-15,2,38.235,SFO,@,SEA,L 3-29,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
219,2013,2013-09-22,3,38.242,SFO,,IND,L 7-27,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
220,2013,2013-09-26,4,38.246,SFO,@,STL,W 35-11,,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,2,0.0,0,5,0.0,0,0,0,0,,0
221,2013,2013-10-06,5,38.256,SFO,,HOU,W 34-3,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
222,2013,2013-10-13,6,38.263,SFO,,ARI,W 32-20,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
223,2013,2013-10-20,7,38.270,SFO,@,TEN,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
224,2013,2013-10-27,8,38.277,SFO,@,JAX,W 42-10,,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,,,,0,6,0.0,0,0,0,0,,0
225,2013,2013-11-10,9,38.291,SFO,,CAR,L 9-10,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
226,2013,2013-11-17,10,38.298,SFO,@,NOR,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
227,2013,2013-11-25,11,38.306,SFO,@,WAS,W 27-6,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
228,2013,2013-12-01,12,38.312,SFO,,STL,W 23-13,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
229,2013,2013-12-08,13,38.319,SFO,,SEA,W 19-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
230,2013,2013-12-15,14,38.326,SFO,@,TAM,W 33-14,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
231,2013,2013-12-23,15,38.334,SFO,,ATL,W 34-24,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
232,2013,2013-12-29,16,38.340,SFO,@,ARI,W 23-20,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
233,2014,2014-09-07,1,39.227,SFO,@,DAL,W 28-17,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,,0
234,2014,2014-09-14,2,39.234,SFO,,CHI,L 20-28,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
235,2014,2014-09-21,3,39.241,SFO,@,ARI,L 14-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
236,2014,2014-09-28,4,39.248,SFO,,PHI,W 26-21,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
237,2014,2014-10-05,5,39.255,SFO,,KAN,W 22-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,,0
238,2014,2014-10-13,6,39.263,SFO,@,STL,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
239,2014,2014-10-19,7,39.269,SFO,@,DEN,L 17-42,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
240,2014,2014-11-02,8,39.283,SFO,,STL,L 10-13,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
241,2014,2014-11-09,9,39.290,SFO,@,NOR,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
242,2014,2014-11-16,10,39.297,SFO,@,NYG,W 16-10,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,1,0,0,0,,0
243,2014,2014-11-23,11,39.304,SFO,,WAS,W 17-13,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
244,2014,2014-11-27,12,39.308,SFO,,SEA,L 3-19,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
245,2014,2014-12-07,13,39.318,SFO,@,OAK,L 13-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
246,2014,2014-12-14,14,39.325,SFO,@,SEA,L 7-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
247,2014,2014-12-20,15,39.331,SFO,,SDG,L 35-38,,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,0.0,0,0,0,0,,0
248,2014,2014-12-28,16,39.339,SFO,,ARI,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
249,2015,2015-09-14,1,40.234,SFO,,MIN,W 20-3,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
250,2015,2015-09-20,2,40.240,SFO,@,PIT,L 18-43,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
251,2015,2015-09-27,3,40.247,SFO,@,ARI,L 7-47,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
252,2015,2015-10-04,4,40.254,SFO,,GNB,L 3-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
253,2015,2015-10-11,5,40.261,SFO,@,NYG,L 27-30,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
254,2015,2015-10-18,6,40.268,SFO,,BAL,W 25-20,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
255,2015,2015-10-22,7,40.272,SFO,,SEA,L 3-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
256,2015,2015-11-01,8,40.282,SFO,@,STL,L 6-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,1,48,48.00,0
257,2015,2015-11-08,9,40.289,SFO,,ATL,W 17-16,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
258,2015,2015-11-22,10,40.303,SFO,@,SEA,L 13-29,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
259,2015,2015-11-29,11,40.310,SFO,,ARI,L 13-19,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
260,2015,2015-12-06,12,40.317,SFO,@,CHI,W 26-20,,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,,,,0,2,0.0,0,0,0,0,,0
261,2015,2015-12-13,13,40.324,SFO,@,CLE,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
262,2015,2015-12-20,14,40.331,SFO,,CIN,L 14-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
263,2015,2015-12-27,15,40.338,SFO,@,DET,L 17-32,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
264,2015,2016-01-03,16,40.345,SFO,,STL,W 19-16,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
265,2016,2016-09-12,1,41.233,SFO,,LAR,W 28-0,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
266,2016,2016-09-18,2,41.239,SFO,@,CAR,L 27-46,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
267,2016,2016-09-25,3,41.246,SFO,@,SEA,L 18-37,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
268,2016,2016-10-02,4,41.253,SFO,,DAL,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
269,2016,2016-10-06,5,41.257,SFO,,ARI,L 21-33,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
270,2016,2016-10-16,6,41.267,SFO,@,BUF,L 16-45,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
271,2016,2016-10-23,7,41.274,SFO,,TAM,L 17-34,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
272,2016,2016-11-06,8,41.288,SFO,,NOR,L 23-41,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
273,2016,2016-11-13,9,41.295,SFO,@,ARI,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
274,2016,2016-11-20,10,41.302,SFO,,NWE,L 17-30,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
275,2016,2016-11-27,11,41.309,SFO,@,MIA,L 24-31,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
276,2016,2016-12-04,12,41.316,SFO,@,CHI,L 6-26,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
277,2016,2016-12-11,13,41.323,SFO,,NYJ,L 17-23,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,,0
278,2016,2016-12-18,14,41.330,SFO,@,ATL,L 13-41,,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,,,,0,1,0.0,0,0,0,0,,0
279,2016,2016-12-24,15,41.336,SFO,@,LAR,W 22-21,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
280,2016,2017-01-01,16,41.344,SFO,,SEA,L 23-25,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
281,2017,2017-09-10,1,42.230,ARI,@,DET,L 23-35,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
282,2017,2017-09-17,2,42.237,ARI,@,IND,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
283,2017,2017-09-25,3,42.245,ARI,,DAL,L 17-28,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
284,2017,2017-10-01,4,42.251,ARI,,SFO,W 18-15,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
285,2017,2017-10-08,5,42.258,ARI,@,PHI,L 7-34,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
286,2017,2017-10-15,6,42.265,ARI,,TAM,W 38-33,,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
287,2017,2017-10-22,7,42.272,ARI,@,LAR,L 0-33,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0.0,0,0,0,0,,0
288,2017,2017-11-05,8,42.286,ARI,@,SFO,W 20-10,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
289,2017,2017-11-09,9,42.290,ARI,,SEA,L 16-22,,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
290,2017,2017-11-19,10,42.300,ARI,@,HOU,L 21-31,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
291,2017,2017-11-26,11,42.307,ARI,,JAX,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
292,2017,2017-12-03,12,42.314,ARI,,LAR,L 16-32,,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
293,2017,2017-12-10,13,42.321,ARI,,TEN,W 12-7,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,5,80.0,0,12,0.0,0,0,0,0,,0
294,2017,2017-12-17,14,42.328,ARI,@,WAS,L 15-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,0,,0
295,2017,2017-12-24,15,42.335,ARI,,NYG,W 23-0,,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,,0
296,2017,2017-12-31,16,42.342,ARI,@,SEA,W 26-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
297,2018,2018-09-09,1,43.229,ARI,,WAS,L 6-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,0,,0
298,2018,2018-09-16,2,43.236,ARI,@,LAR,L 0-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,0,,0
299,2018,2018-09-23,3,43.243,ARI,,CHI,L 14-16,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
