ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.243,ARI,@,STL,L 24-27,,2,1,14,14.00,0,50.0%,7.00,0,0,0.0,0,0
2,2013,2013-09-15,2,23.250,ARI,,DET,W 25-21,,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,0,0
3,2013,2013-09-22,3,23.257,ARI,@,NOR,L 7-31,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2013,2013-09-29,4,23.264,ARI,@,TAM,W 13-10,,2,1,19,19.00,0,50.0%,9.50,0,0,0.0,0,0
5,2013,2013-10-06,5,23.271,ARI,,CAR,W 22-6,,,,,,,0.0%,,,,,,
6,2013,2013-10-13,6,23.278,ARI,@,SFO,L 20-32,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
7,2013,2013-10-17,7,23.282,ARI,,SEA,L 22-34,,2,3,30,10.00,1,150.0%,15.00,1,6,0.0,0,0
8,2013,2013-10-27,8,23.292,ARI,,ATL,W 27-13,,,,,,,0.0%,,,,,,
9,2013,2013-11-10,9,23.306,ARI,,HOU,W 27-24,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,1,0
10,2013,2013-11-17,10,23.313,ARI,@,JAX,W 27-14,,0,0,0,,0,0.0%,,0,0,0.0,1,0
11,2013,2013-11-24,11,23.320,ARI,,IND,W 40-11,,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,1
12,2013,2013-12-01,12,23.327,ARI,@,PHI,L 21-24,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
13,2013,2013-12-08,13,23.334,ARI,,STL,W 30-10,,1,1,32,32.00,0,100.0%,32.00,0,0,0.0,2,0
14,2013,2013-12-15,14,23.341,ARI,@,TEN,W 37-34,,,,,,,0.0%,,,,,,
15,2013,2013-12-22,15,23.348,ARI,@,SEA,W 17-10,,,,,,,0.0%,,,,,,
16,2013,2013-12-29,16,23.355,ARI,,SFO,L 20-23,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
17,2014,2014-09-08,1,24.243,ARI,,SDG,W 18-17,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
18,2014,2014-09-14,2,24.249,ARI,@,NYG,W 25-14,,0,0,0,,0,0.0%,,0,0,0.0,1,0
19,2014,2014-09-21,3,24.256,ARI,,SFO,W 23-14,,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
20,2014,2014-10-05,4,24.270,ARI,@,DEN,L 20-41,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
21,2014,2014-10-12,5,24.277,ARI,,WAS,W 30-20,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
22,2014,2014-10-19,6,24.284,ARI,@,OAK,W 24-13,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
23,2014,2014-10-26,7,24.291,ARI,,PHI,W 24-20,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,1,0
24,2014,2014-11-02,8,24.298,ARI,@,DAL,W 28-17,,2,2,15,7.50,1,100.0%,7.50,1,6,0.0,1,0
25,2014,2014-11-09,9,24.305,ARI,,STL,W 31-14,,3,3,35,11.67,0,100.0%,11.67,0,0,0.0,1,0
26,2014,2014-11-16,10,24.312,ARI,,DET,W 14-6,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
