ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2000,2000-09-24,4,23.079,BAL,,CIN,W 37-0,,2,3,66.67,19,0,0,84.0,0,0,6.33,6.33,1,0,0.00,0
2,2000,2000-11-26,13,23.142,BAL,,CLE,W 44-7,,,,,,,,,0,,,,,,,
3,2002,2002-09-08,1,25.063,BAL,@,CAR,L 7-10,*,20,34,58.82,218,1,1,75.4,2,6,6.41,5.68,1,-1,-1.00,0
4,2002,2002-09-15,2,25.070,BAL,,TAM,L 0-25,*,16,38,42.11,141,0,1,41.7,3,23,3.71,2.53,1,0,0.00,0
5,2002,2002-09-30,3,25.085,BAL,,DEN,W 34-23,*,13,24,54.17,152,2,0,101.4,1,6,6.33,8.00,4,0,0.00,0
6,2002,2002-10-06,4,25.091,BAL,@,CLE,W 26-21,*,19,30,63.33,208,2,0,106.0,0,0,6.93,8.27,2,2,1.00,0
7,2002,2002-10-13,5,25.098,BAL,@,IND,L 20-22,*,15,28,53.57,163,0,1,56.1,3,24,5.82,4.21,1,6,6.00,0
8,2002,2002-10-20,6,25.105,BAL,,JAX,W 17-10,*,14,28,50.00,152,2,0,90.2,2,9,5.43,6.86,1,1,1.00,0
9,2003,2003-09-14,2,26.069,BAL,,CLE,W 33-13,,0,1,0.00,0,0,0,39.6,1,7,0.00,0.00,0,0,,0
10,2003,2003-11-09,9,26.125,BAL,@,STL,L 22-33,,7,12,58.33,58,0,2,31.2,5,38,4.83,-2.67,2,4,2.00,0
11,2007,2007-09-23,3,30.078,ATL,,CAR,L 20-27,,0,0,,0,0,0,,0,0,,,0,0,,0
12,2007,2007-10-07,5,30.092,ATL,@,TEN,L 13-20,,0,0,,0,0,0,,0,,,,0,0,,0
13,2007,2007-11-11,9,30.127,ATL,@,CAR,W 20-13,,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,0,0,,0
14,2007,2007-12-02,12,30.148,ATL,@,STL,L 16-28,,16,24,66.67,172,2,1,97.9,1,9,7.17,6.96,0,0,,0
15,2007,2007-12-10,13,30.156,ATL,,NOR,L 14-34,*,23,40,57.50,298,2,1,87.3,3,12,7.45,7.33,1,4,4.00,0
16,2007,2007-12-16,14,30.162,ATL,@,TAM,L 3-37,*,4,15,26.67,34,0,2,0.0,1,7,2.27,-3.73,1,1,1.00,0
17,2007,2007-12-23,15,30.169,ATL,@,ARI,L 27-30,*,28,42,66.67,315,2,1,94.8,2,12,7.50,7.38,1,1,1.00,0
18,2007,2007-12-30,16,30.176,ATL,,SEA,W 44-41,*,17,27,62.96,251,4,0,132.9,2,11,9.30,12.26,5,10,2.00,0
19,2009,2009-10-11,4,32.096,ATL,@,SFO,W 45-10,,0,0,,0,0,0,,0,,,,2,-1,-0.50,0
20,2009,2009-11-29,11,32.145,ATL,,TAM,W 20-17,,23,41,56.10,243,2,0,89.8,5,33,5.93,6.90,2,4,2.00,0
21,2009,2009-12-06,12,32.152,ATL,,PHI,L 7-34,*,23,44,52.27,235,1,2,56.5,2,1,5.34,3.75,0,0,,0
22,2009,2009-12-13,13,32.159,ATL,,NOR,L 23-26,*,23,34,67.65,303,1,1,93.1,1,0,8.91,8.18,0,0,,0
23,2009,2009-12-27,15,32.173,ATL,,BUF,W 31-3,,0,0,,0,0,0,,0,,,,2,1,0.50,0
24,2009,2010-01-03,16,32.180,ATL,@,TAM,W 20-10,,,,,,,,,0,,,,,,,
25,2010,2010-10-24,7,33.109,ATL,,CIN,W 39-32,,,,,,,,,0,,,,,,,
26,2010,2011-01-02,16,33.179,ATL,,CAR,W 31-10,,4,6,66.67,20,0,0,71.5,0,0,3.33,3.33,1,-1,-1.00,0
27,2011,2011-10-23,7,34.108,ATL,@,DET,W 23-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
28,2011,2011-11-06,8,34.122,ATL,@,IND,W 31-7,,,,,,,,,,,,,,,,
29,2011,2011-12-15,14,34.161,ATL,,JAX,W 41-14,,5,6,83.33,56,0,0,105.6,0,0,9.33,9.33,2,-2,-1.00,0
30,2011,2011-12-26,15,34.172,ATL,@,NOR,L 16-45,,6,9,66.67,61,0,0,85.9,0,0,6.78,6.78,0,0,,0
31,2011,2012-01-01,16,34.178,ATL,,TAM,W 45-24,,7,12,58.33,71,0,1,40.6,0,0,5.92,2.17,3,-4,-1.33,0
