ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-09-17,3,23.220,ATL,,CLE,L 16-24,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1978,1978-10-01,5,23.234,ATL,,NYG,W 23-20,,,,,,,,,,,,,,,,,,
3,1978,1978-10-08,6,23.241,ATL,@,PIT,L 7-31,1,12,12.00,0,0,0,,0,3,78,26.00,0,0,0,,0,0,0
4,1978,1978-10-15,7,23.248,ATL,,DET,W 14-0,1,23,23.00,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
5,1978,1978-10-22,8,23.255,ATL,@,SFO,W 20-17,0,0,,0,0,0,,0,3,72,24.00,0,0,0,,0,0,0
6,1978,1978-10-30,9,23.263,ATL,,RAM,W 15-7,0,0,,0,0,0,,0,1,32,32.00,0,0,0,,0,0,0
7,1978,1978-11-05,10,23.269,ATL,,SFO,W 21-10,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
8,1978,1978-11-12,11,23.276,ATL,@,NOR,W 20-17,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
9,1978,1978-11-19,12,23.283,ATL,@,CHI,L 7-13,0,0,,0,0,0,,0,4,87,21.75,0,0,0,,0,0,0
10,1978,1978-11-26,13,23.290,ATL,,NOR,W 20-17,1,12,12.00,0,1,1,1.00,0,2,47,23.50,0,0,0,,0,0,0
11,1978,1978-12-03,14,23.297,ATL,@,CIN,L 7-37,1,7,7.00,0,0,0,,0,3,67,22.33,0,0,0,,0,0,0
12,1978,1978-12-10,15,23.304,ATL,,WAS,W 20-17,0,0,,0,0,0,,0,3,63,21.00,0,0,0,,0,0,0
13,1978,1978-12-17,16,23.311,ATL,@,STL,L 21-42,0,0,,0,0,0,,0,2,117,58.50,1,0,0,,0,1,6
14,1979,1979-09-02,1,24.205,ATL,@,NOR,W 40-34,1,10,10.00,0,0,0,,0,7,115,16.43,0,1,6,6.00,0,0,0
15,1979,1979-09-10,2,24.213,ATL,@,PHI,W 14-10,2,47,23.50,0,0,0,,0,2,37,18.50,0,3,10,3.33,0,0,0
16,1979,1979-09-16,3,24.219,ATL,,DEN,L 17-20,1,19,19.00,0,0,0,,0,3,70,23.33,0,2,21,10.50,0,0,0
17,1979,1979-09-23,4,24.226,ATL,@,DET,L 23-24,1,13,13.00,0,0,0,,0,2,43,21.50,0,1,60,60.00,0,0,0
18,1979,1979-09-30,5,24.233,ATL,,WAS,L 7-16,0,0,,0,0,0,,0,3,47,15.67,0,0,0,,0,0,0
19,1979,1979-10-07,6,24.240,ATL,,GNB,W 25-7,1,17,17.00,0,0,0,,0,0,0,,0,1,1,1.00,0,0,0
20,1979,1979-10-14,7,24.247,ATL,@,OAK,L 19-50,1,13,13.00,0,0,0,,0,2,46,23.00,0,1,9,9.00,0,0,0
21,1979,1979-10-21,8,24.254,ATL,@,SFO,L 15-20,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
22,1979,1979-10-29,9,24.262,ATL,,SEA,L 28-31,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
23,1979,1979-11-04,10,24.268,ATL,,TAM,W 17-14,0,0,,0,0,0,,0,1,23,23.00,0,1,4,4.00,0,0,0
24,1979,1979-11-11,11,24.275,ATL,@,NYG,L 3-24,0,0,,0,0,0,,0,2,44,22.00,0,2,4,2.00,0,0,0
25,1979,1979-11-19,12,24.283,ATL,@,RAM,L 14-20,,,,,,,,,,,,,,,,,,
26,1979,1979-11-25,13,24.289,ATL,,NOR,L 6-37,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
27,1979,1979-12-02,14,24.296,ATL,@,SDG,W 28-26,0,0,,0,0,0,,0,3,48,16.00,0,0,0,,0,0,0
28,1979,1979-12-09,15,24.303,ATL,,RAM,L 13-34,,,,,,,,,,,,,,,,,,
29,1979,1979-12-16,16,24.310,ATL,,SFO,W 31-21,,,,,,,,,,,,,,,,,,
