ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1955,1955-10-16,4,22.235,CLE,@,WAS,W 24-14,5,7,1.40,0,0,0,,0
2,1955,1955-10-23,5,22.242,CLE,,GNB,W 41-10,7,19,2.71,0,0,0,,0
3,1955,1955-11-06,7,22.256,CLE,,NYG,W 24-14,5,15,3.00,0,1,10,10.00,0
4,1955,1955-11-20,9,22.270,CLE,,PIT,W 41-14,4,6,1.50,0,0,0,,0
5,1955,1955-11-27,10,22.277,CLE,@,NYG,T 35-35,1,4,4.00,0,0,0,,0
6,1955,1955-12-04,11,22.284,CLE,@,PIT,W 30-7,13,58,4.46,0,1,2,2.00,0
7,1955,1955-12-11,12,22.291,CLE,,CRD,W 35-24,2,33,16.50,1,0,0,,0
8,1956,1956-10-06,2,23.226,CLE,@,PIT,W 14-10,2,10,5.00,0,0,0,,0
9,1956,1956-11-04,6,23.255,PHI,@,CRD,L 17-28,4,14,3.50,0,0,0,,0
10,1956,1956-11-11,7,23.262,PHI,,PIT,W 14-7,5,-6,-1.20,0,0,0,,0
