ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
23,1988,1988-09-04,1,24.266,TAM,,PHI,L 14-41,5,113,22.60,0,0,0,,0,0.0,1,9,0
24,1988,1988-09-11,2,24.273,TAM,@,GNB,W 13-10,0,0,,0,0,0,,0,,,,
25,1988,1988-09-18,3,24.280,TAM,,PHO,L 24-30,3,87,29.00,0,0,0,,0,0.0,0,0,0
26,1988,1988-09-25,4,24.287,TAM,@,NOR,L 9-13,2,51,25.50,0,0,0,,0,0.0,0,0,0
27,1988,1988-10-02,5,24.294,TAM,,GNB,W 27-24,3,52,17.33,0,0,0,,0,0.0,0,0,0
28,1988,1988-10-09,6,24.301,TAM,@,MIN,L 13-14,2,48,24.00,0,0,0,,0,0.0,0,0,0
29,1988,1988-10-16,7,24.308,TAM,@,IND,L 31-35,0,0,,0,0,0,,0,,,,
30,1988,1988-10-23,8,24.315,TAM,,MIN,L 20-49,4,110,27.50,0,0,0,,0,0.0,0,0,0
31,1988,1988-10-30,9,24.322,TAM,,MIA,L 14-17,2,38,19.00,0,0,0,,0,0.0,0,0,0
32,1988,1988-11-06,10,24.329,TAM,@,CHI,L 10-28,4,80,20.00,0,0,0,,0,0.0,0,0,0
33,1988,1988-11-13,11,24.336,TAM,@,DET,W 23-20,1,28,28.00,0,0,0,,0,0.0,1,0,0
34,1988,1988-11-20,12,24.343,TAM,,CHI,L 15-27,3,93,31.00,0,0,0,,0,0.0,0,0,0
35,1988,1988-11-27,13,24.350,TAM,@,ATL,L 10-17,2,33,16.50,0,0,0,,0,0.0,0,0,0
36,1988,1988-12-04,14,24.357,TAM,,BUF,W 10-5,1,13,13.00,0,0,0,,0,0.0,0,0,0
37,1988,1988-12-11,15,24.364,TAM,@,NWE,L 7-10,1,13,13.00,0,1,0,0.00,0,0.0,0,0,0
38,1988,1988-12-18,16,25.005,TAM,,DET,W 21-10,1,13,13.00,0,0,0,,0,0.0,1,0,0
39,1989,1989-09-10,1,25.271,TAM,@,GNB,W 23-21,2,39,19.50,0,0,0,,0,0.0,0,0,0
40,1989,1989-09-17,2,25.278,TAM,,SFO,L 16-20,3,42,14.00,0,0,0,,0,0.0,0,0,0
41,1989,1989-09-24,3,25.285,TAM,,NOR,W 20-10,1,19,19.00,0,0,0,,0,0.0,0,0,0
42,1989,1989-10-01,4,25.292,TAM,@,MIN,L 3-17,4,89,22.25,0,0,0,,0,0.0,0,0,0
43,1989,1989-10-08,5,25.299,TAM,,CHI,W 42-35,2,17,8.50,0,0,0,,0,0.0,0,0,0
44,1989,1989-10-15,6,25.306,TAM,,DET,L 16-17,3,59,19.67,0,0,0,,0,0.0,0,0,0
45,1989,1989-10-22,7,25.313,TAM,@,WAS,L 28-32,4,82,20.50,0,0,0,,0,0.0,0,0,0
46,1989,1989-10-29,8,25.320,TAM,@,CIN,L 23-56,3,59,19.67,0,0,0,,0,0.0,0,0,0
47,1989,1989-11-05,9,25.327,TAM,,CLE,L 31-42,5,70,14.00,0,0,0,,0,0.0,0,0,0
48,1989,1989-11-12,10,25.334,TAM,,MIN,L 10-24,1,14,14.00,0,0,0,,0,0.0,0,0,0
49,1989,1989-11-19,11,25.341,TAM,@,CHI,W 32-31,3,57,19.00,0,0,0,,0,0.0,0,0,0
50,1989,1989-11-26,12,25.348,TAM,@,PHO,W 14-13,3,65,21.67,0,0,0,,0,0.0,0,0,0
51,1989,1989-12-03,13,25.355,TAM,,GNB,L 16-17,1,4,4.00,0,0,0,,0,0.0,0,0,0
52,1989,1989-12-10,14,25.362,TAM,@,HOU,L 17-20,0,0,,0,,,,,,,,
53,1989,1989-12-17,15,26.004,TAM,@,DET,L 7-33,3,31,10.33,0,0,0,,0,0.0,1,0,0
54,1989,1989-12-24,16,26.011,TAM,,PIT,L 22-31,2,38,19.00,0,0,0,,0,0.0,0,0,0
55,1990,1990-10-07,5,26.298,SDG,@,PIT,L 14-36,2,65,32.50,0,0,0,,0,0.0,0,0,0
56,1990,1990-10-14,6,26.305,SDG,@,NYJ,W 39-3,2,26,13.00,0,0,0,,0,0.0,0,0,0
57,1990,1990-10-21,7,26.312,SDG,,RAI,L 9-24,2,40,20.00,0,0,0,,0,0.0,0,0,0
58,1990,1990-10-28,8,26.319,SDG,,TAM,W 41-10,2,46,23.00,0,0,0,,0,0.0,1,0,0
59,1990,1990-11-04,9,26.326,SDG,@,SEA,W 31-14,1,24,24.00,0,0,0,,0,0.0,0,0,0
60,1990,1990-11-11,10,26.333,SDG,,DEN,W 19-7,0,0,,0,0,0,,0,0.5,0,0,0
61,1990,1990-11-18,11,26.340,SDG,@,KAN,L 10-27,3,60,20.00,0,0,0,,0,0.0,0,0,0
62,1990,1990-11-25,12,26.347,SDG,,SEA,L 10-13,0,0,,0,,,,,,,,
63,1990,1990-12-02,13,26.354,SDG,,NYJ,W 38-17,3,62,20.67,0,0,0,,0,0.0,0,0,0
64,1990,1990-12-16,14,27.003,SDG,@,DEN,L 10-20,3,31,10.33,0,0,0,,0,0.0,0,0,0
65,1990,1990-12-23,15,27.010,SDG,,KAN,L 21-24,4,107,26.75,0,0,0,,0,0.0,0,0,0
66,1990,1990-12-30,16,27.017,SDG,@,RAI,L 12-17,2,110,55.00,0,0,0,,0,0.0,0,0,0
67,1991,1991-09-01,1,27.262,SDG,@,PIT,L 20-26,2,31,15.50,0,0,0,,0,0.0,0,0,0
68,1991,1991-09-08,2,27.269,SDG,@,SFO,L 14-34,3,90,30.00,0,0,0,,0,0.0,0,0,0
69,1991,1991-09-15,3,27.276,SDG,,ATL,L 10-13,0,0,,0,,,,,,,,
70,1991,1991-09-22,4,27.283,SDG,@,DEN,L 19-27,2,52,26.00,0,0,0,,0,0.0,0,0,0
71,1991,1991-09-29,5,27.290,SDG,,KAN,L 13-14,2,58,29.00,0,0,0,,0,0.0,0,0,0
72,1991,1991-10-06,6,27.297,SDG,@,RAI,W 21-13,2,26,13.00,0,0,0,,0,0.0,0,0,0
73,1991,1991-10-13,7,27.304,SDG,@,RAM,L 24-30,3,49,16.33,0,0,0,,0,0.0,0,0,0
74,1991,1991-10-20,8,27.311,SDG,,CLE,L 24-30,2,37,18.50,0,0,0,,0,0.0,0,0,0
75,1991,1991-10-27,9,27.318,SDG,@,SEA,L 9-20,3,54,18.00,0,0,0,,0,0.0,0,0,0
76,1991,1991-11-10,10,27.332,SDG,,SEA,W 17-14,0,0,,0,0,0,,0,1.0,0,0,0
77,1991,1991-11-17,11,27.339,SDG,,NOR,W 24-21,0,0,,0,,,,,,,,
78,1991,1991-11-24,12,27.346,SDG,@,NYJ,L 3-24,0,0,,0,0,0,,0,0.0,1,0,0
79,1991,1991-12-01,13,27.353,SDG,,RAI,L 7-9,3,59,19.67,0,0,0,,0,0.0,0,0,0
80,1991,1991-12-08,14,27.360,SDG,@,KAN,L 17-20,2,27,13.50,0,0,0,,0,0.0,0,0,0
81,1991,1991-12-15,15,28.002,SDG,,MIA,W 38-30,2,45,22.50,0,0,0,,0,0.0,0,0,0
82,1991,1991-12-22,16,28.009,SDG,,DEN,L 14-17,1,7,7.00,0,0,0,,0,0.0,0,0,0
