ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
86,1988,1988-09-04,1,30.135,GNB,,RAM,L 7-34,,,,,,,,,,
87,1988,1988-09-11,2,30.142,GNB,,TAM,L 10-13,,,,,,,,,,
88,1988,1988-09-18,3,30.149,GNB,@,MIA,L 17-24,,,,,,,,,,
89,1988,1988-09-25,4,30.156,GNB,,CHI,L 6-24,,,,,,,,,,
90,1988,1988-10-02,5,30.163,GNB,@,TAM,L 24-27,0,0,,0,0,0,0.0,1,1,0
91,1988,1988-10-09,6,30.170,GNB,,NWE,W 45-3,0,0,,0,0,0,0.0,1,9,0
92,1988,1988-10-16,7,30.177,GNB,@,MIN,W 34-14,,,,,,,,,,
93,1988,1988-10-23,8,30.184,GNB,,WAS,L 17-20,,,,,,,,,,
94,1988,1988-10-30,9,30.191,GNB,@,BUF,L 0-28,0,0,,0,0,0,0.0,1,0,0
95,1988,1988-11-06,10,30.198,GNB,@,ATL,L 0-20,0,0,,0,0,0,0.0,2,9,0
96,1988,1988-11-27,13,30.219,GNB,@,CHI,L 0-16,,,,,,,,,,
97,1988,1988-12-04,14,30.226,GNB,@,DET,L 14-30,,,,,,,,,,
98,1988,1988-12-11,15,30.233,GNB,,MIN,W 18-6,,,,,,,,,,
99,1988,1988-12-18,16,30.240,GNB,@,PHO,W 26-17,,,,,,,,,,
100,1989,1989-09-10,1,31.141,GNB,,TAM,L 21-23,,,,,,,,,,
101,1989,1989-09-17,2,31.148,GNB,,NOR,W 35-34,,,,,,,,,,
102,1989,1989-09-24,3,31.155,GNB,@,RAM,L 38-41,,,,,,,,,,
103,1989,1989-10-01,4,31.162,GNB,,ATL,W 23-21,,,,,,,,,,
104,1989,1989-10-08,5,31.169,GNB,,DAL,W 31-13,,,,,,,,,,
105,1989,1989-10-15,6,31.176,GNB,@,MIN,L 14-26,,,,,,,,,,
106,1989,1989-10-22,7,31.183,GNB,@,MIA,L 20-23,0,0,,0,0,0,0.0,1,8,0
107,1989,1989-10-29,8,31.190,GNB,,DET,W 23-20,0,0,,0,0,0,0.0,1,3,0
108,1989,1989-11-05,9,31.197,GNB,,CHI,W 14-13,,,,,,,,,,
109,1989,1989-11-12,10,31.204,GNB,@,DET,L 22-31,0,0,,0,0,0,0.0,1,20,0
110,1989,1989-11-19,11,31.211,GNB,@,SFO,W 21-17,0,0,,0,0,0,1.0,0,0,0
111,1989,1989-11-26,12,31.218,GNB,,MIN,W 20-19,,,,,,,,,,
112,1989,1989-12-03,13,31.225,GNB,@,TAM,W 17-16,,,,,,,,,,
113,1989,1989-12-10,14,31.232,GNB,,KAN,L 3-21,,,,,,,,,,
114,1989,1989-12-17,15,31.239,GNB,@,CHI,W 40-28,,,,,,,,,,
115,1989,1989-12-24,16,31.246,GNB,@,DAL,W 20-10,,,,,,,,,,
116,1990,1990-09-09,1,32.140,GNB,,RAM,W 36-24,0,0,,0,0,0,0.0,1,4,0
117,1990,1990-09-16,2,32.147,GNB,,CHI,L 13-31,,,,,,,,,,
118,1990,1990-09-23,3,32.154,GNB,,KAN,L 3-17,0,0,,0,0,0,1.0,0,0,0
119,1990,1990-09-30,4,32.161,GNB,@,DET,W 24-21,,,,,,,,,,
120,1990,1990-10-07,5,32.168,GNB,@,CHI,L 13-27,,,,,,,,,,
121,1990,1990-10-14,6,32.175,GNB,@,TAM,L 14-26,,,,,,,,,,
122,1990,1990-10-28,7,32.189,GNB,,MIN,W 24-10,0,0,,0,0,0,0.0,1,2,0
123,1990,1990-11-04,8,32.196,GNB,,SFO,L 20-24,,,,,,,,,,
124,1990,1990-11-11,9,32.203,GNB,@,RAI,W 29-16,0,0,,0,0,0,0.0,1,0,0
125,1990,1990-11-18,10,32.210,GNB,@,PHO,W 24-21,,,,,,,,,,
126,1990,1990-11-25,11,32.217,GNB,,TAM,W 20-10,,,,,,,,,,
127,1990,1990-12-02,12,32.224,GNB,@,MIN,L 7-23,,,,,,,,,,
128,1990,1990-12-09,13,32.231,GNB,,SEA,L 14-20,,,,,,,,,,
129,1990,1990-12-16,14,32.238,GNB,@,PHI,L 0-31,,,,,,,,,,
130,1990,1990-12-22,15,32.244,GNB,,DET,L 17-24,,,,,,,,,,
131,1990,1990-12-30,16,32.252,GNB,@,DEN,L 13-22,,,,,,,,,,
132,1991,1991-09-01,1,33.132,GNB,,PHI,L 3-20,,,,,,,,,,
133,1991,1991-09-08,2,33.139,GNB,@,DET,L 14-23,,,,,,,,,,
134,1991,1991-09-15,3,33.146,GNB,,TAM,W 15-13,0,0,,0,0,0,0.0,1,9,0
135,1991,1991-09-22,4,33.153,GNB,@,MIA,L 13-16,,,,,,,,,,
136,1991,1991-09-29,5,33.160,GNB,@,RAM,L 21-23,,,,,,,,,,
137,1991,1991-10-06,6,33.167,GNB,,DAL,L 17-20,,,,,,,,,,
138,1991,1991-10-17,7,33.178,GNB,,CHI,L 0-10,,,,,,,,,,
139,1991,1991-10-27,8,33.188,GNB,@,TAM,W 27-0,0,0,,0,0,0,0.0,2,18,0
140,1991,1991-11-03,9,33.195,GNB,@,NYJ,L 16-19,,,,,,,,,,
141,1991,1991-11-10,10,33.202,GNB,,BUF,L 24-34,,,,,,,,,,
142,1991,1991-11-17,11,33.209,GNB,,MIN,L 21-35,,,,,,,,,,
143,1991,1991-11-24,12,33.216,GNB,,IND,W 14-10,0,0,,0,0,0,1.0,0,0,0
144,1991,1991-12-01,13,33.223,GNB,@,ATL,L 31-35,,,,,,,,,,
145,1991,1991-12-08,14,33.230,GNB,@,CHI,L 13-27,,,,,,,,,,
146,1991,1991-12-15,15,33.237,GNB,,DET,L 17-21,,,,,,,,,,
147,1991,1991-12-21,16,33.243,GNB,@,MIN,W 27-7,,,,,,,,,,
