ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1972,1972-09-17,1,22.055,STL,@,BAL,W 10-3,,,,
2,1972,1972-09-24,2,22.062,STL,@,WAS,L 10-24,,,,
3,1972,1972-10-01,3,22.069,STL,,PIT,L 19-25,,,,
4,1972,1972-10-08,4,22.076,STL,@,MIN,W 19-17,,,,
5,1972,1972-10-15,5,22.083,STL,,WAS,L 3-33,,,,
6,1972,1972-10-22,6,22.090,STL,@,NYG,L 21-27,,,,
7,1972,1972-10-29,7,22.097,STL,,CHI,L 10-27,1,8,8.00,0
8,1972,1972-11-05,8,22.104,STL,@,PHI,T 6-6,,,,
9,1972,1972-11-12,9,22.111,STL,@,DAL,L 24-33,,,,
10,1974,1974-09-15,1,24.053,GNB,,MIN,L 17-32,,,,
11,1974,1974-11-17,10,24.116,NOR,,RAM,W 20-7,,,,
12,1974,1974-11-25,11,24.124,NOR,,PIT,L 7-28,,,,
13,1974,1974-12-01,12,24.130,NOR,@,MIN,L 9-29,,,,
14,1974,1974-12-08,13,24.137,NOR,,STL,W 14-0,,,,
15,1974,1974-12-15,14,24.144,NOR,@,SFO,L 21-35,,,,
