ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,2010,2010-11-21,10,23.297,TEN,,WAS,L 16-19,,3,9,33.33,62,0,1,19.0,0,0,6.89,1.89
2,2010,2010-11-28,11,23.304,TEN,@,HOU,L 0-20,*,17,31,54.84,138,0,3,26.7,1,0,4.45,0.10
3,2012,2012-10-07,5,25.253,TEN,@,MIN,L 7-30,,3,5,60.00,34,0,0,80.4,0,0,6.80,6.80
