ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,21.301,NYG,,BUF,L 20-23,,0,0,,0,,,,
2,1996,1996-09-08,2,21.308,NYG,@,DAL,L 0-27,,0,0,,0,,,,
3,1996,1996-09-22,4,21.322,NYG,@,NYJ,W 13-6,,0,0,,0,,,,
4,1996,1996-09-29,5,21.329,NYG,,MIN,W 15-10,,0,0,,0,,,,
5,1996,1996-10-13,6,21.343,NYG,,PHI,L 10-19,,0,0,,0,,,,
6,1996,1996-10-20,7,21.350,NYG,@,WAS,L 21-31,,0,0,,0,,,,
7,1996,1996-10-27,8,21.357,NYG,@,DET,W 35-7,,0,0,,0,,,,
8,1996,1996-11-03,9,21.364,NYG,,ARI,W 16-8,,0,0,,0,,,,
9,1996,1996-11-10,10,22.005,NYG,@,CAR,L 17-27,,5,115,23.00,0,0.0,0,0,0
10,1996,1996-11-17,11,22.012,NYG,@,ARI,L 23-31,,4,82,20.50,0,0.0,0,0,0
11,1996,1996-11-24,12,22.019,NYG,,DAL,W 20-6,,3,65,21.67,0,0.0,0,0,0
12,1996,1996-12-01,13,22.026,NYG,@,PHI,L 0-24,,3,54,18.00,0,0.0,0,0,0
13,1996,1996-12-08,14,22.033,NYG,@,MIA,W 17-7,,0,0,,0,0.0,1,29,0
14,1996,1996-12-15,15,22.040,NYG,,NOR,L 3-17,,2,25,12.50,0,0.0,0,0,0
15,1996,1996-12-21,16,22.046,NYG,,NWE,L 22-23,,2,41,20.50,0,0.0,0,0,0
16,1997,1997-09-14,3,22.313,SEA,@,IND,W 31-3,,,,,,,,,
17,1997,1997-09-21,4,22.320,NYG,@,STL,L 3-13,,,,,,,,,
18,1997,1997-09-28,5,22.327,NYG,,NOR,W 14-9,,,,,,,,,
19,1997,1997-10-05,6,22.334,NYG,,DAL,W 20-17,,,,,,,,,
20,1997,1997-10-12,7,22.341,NYG,@,ARI,W 27-13,,,,,,,,,
21,1997,1997-10-19,8,22.348,NYG,@,DET,W 26-20,,,,,,,,,
22,1997,1997-10-26,9,22.355,NYG,,CIN,W 29-27,,,,,,,,,
23,1997,1997-11-09,10,23.004,NYG,@,TEN,L 6-10,,,,,,,,,
24,1997,1997-11-16,11,23.011,NYG,,ARI,W 19-10,,,,,,,,,
25,1997,1997-11-23,12,23.018,NYG,@,WAS,T 7-7,,,,,,,,,
26,1997,1997-11-30,13,23.025,NYG,,TAM,L 8-20,,,,,,,,,
27,1997,1997-12-07,14,23.032,NYG,@,PHI,W 31-21,,,,,,,,,
28,1997,1997-12-13,15,23.038,NYG,,WAS,W 30-10,,0,0,,0,0.0,1,18,0
29,1997,1997-12-21,16,23.046,NYG,@,DAL,W 20-7,,,,,,,,,
30,1998,1998-09-06,1,23.305,NYG,,WAS,W 31-24,,0,0,,0,0.0,1,17,0
31,1998,1998-09-13,2,23.312,NYG,@,OAK,L 17-20,,,,,,,,,
32,1998,1998-09-21,3,23.320,NYG,,DAL,L 7-31,,,,,,,,,
33,1998,1998-09-27,4,23.326,NYG,@,SDG,W 34-16,,,,,,,,,
34,1998,1998-10-04,5,23.333,NYG,@,TAM,L 3-20,,,,,,,,,
35,1998,1998-10-11,6,23.340,NYG,,ATL,L 20-34,,,,,,,,,
36,1998,1998-10-18,7,23.347,NYG,,ARI,W 34-7,,,,,,,,,
37,1998,1998-11-01,8,23.361,NYG,@,WAS,L 14-21,,,,,,,,,
38,1998,1998-11-08,9,24.003,NYG,@,DAL,L 6-16,,,,,,,,,
39,1998,1998-11-15,10,24.010,NYG,,GNB,L 3-37,,,,,,,,,
40,1998,1998-11-22,11,24.017,NYG,,PHI,W 20-0,,,,,,,,,
41,1998,1998-11-30,12,24.025,NYG,@,SFO,L 7-31,,,,,,,,,
42,1998,1998-12-06,13,24.031,NYG,@,ARI,W 23-19,,,,,,,,,
43,1998,1998-12-13,14,24.038,NYG,,DEN,W 20-16,,0,0,,0,1.0,0,0,0
44,1998,1998-12-20,15,24.045,NYG,,KAN,W 28-7,,,,,,,,,
45,1998,1998-12-27,16,24.052,NYG,@,PHI,W 20-10,,,,,,,,,
46,1999,1999-12-19,14,25.044,NYG,@,STL,L 10-31,,,,,,,,,
47,1999,1999-12-26,15,25.051,NYG,,MIN,L 17-34,*,,,,,,,,
48,1999,2000-01-02,16,25.058,NYG,@,DAL,L 18-26,*,,,,,,,,
49,2001,2001-09-09,1,26.308,ATL,@,SFO,L 13-16,,,,,,,,,
50,2001,2001-10-14,5,26.343,ATL,,SFO,L 31-37,,,,,,,,,
51,2001,2001-10-21,6,26.350,ATL,@,NOR,W 20-13,,,,,,,,,
52,2001,2001-11-04,7,26.364,ATL,,NWE,L 10-24,,,,,,,,,
53,2001,2001-11-11,8,27.006,ATL,,DAL,W 20-13,,,,,,,,,
54,2001,2001-11-18,9,27.013,ATL,@,GNB,W 23-20,,,,,,,,,
